dataset,model,cap,seed,method,arm,warmup,cepochs,lr,lr_c,ce_skip,n_pool,n_true,K,count_raw,count_raw_myargmax,argmax_mismatch,count_adj,sat,ccF1eq,ccF1raw,AP,macroEq,path
dermmnist,MobileNetV3,L50_G50,3,danits_lp,danits_lp,30,0,0.0001,5e-06,,2003,223,112,167,167,0,111,0,0.592814371257485,0.6769230769230771,0.7087891135396848,0.7570039873382617,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_3
dermmnist,MobileNetV3,L50_G50,4,danits_lp,danits_lp,30,0,0.0001,5e-06,,2003,223,112,164,164,0,111,0,0.562874251497006,0.6253229974160206,0.6797678802986509,0.734692020090778,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_4
dermmnist,MobileNetV3,L50_G50,1,fioretto_ldf,fioretto_ldf,1,29,0.0001,5e-06,,2003,223,112,147,147,0,111,0,0.4491017964071856,0.4648648648648649,0.5432105794103793,0.3705056670046706,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_1
dermmnist,MobileNetV3,L50_G50,2,fioretto_ldf,fioretto_ldf,1,29,0.0001,5e-06,,2003,223,112,142,142,0,111,0,0.4550898203592814,0.4821917808219178,0.5517097200216945,0.38902043801676955,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_2
dermmnist,MobileNetV3,L50_G50,3,fioretto_ldf,fioretto_ldf,1,29,0.0001,5e-06,,2003,223,112,126,126,0,111,0,0.43113772455089816,0.41833810888252154,0.5163201087274673,0.36155341178223804,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_3
dermmnist,MobileNetV3,L50_G50,4,fioretto_ldf,fioretto_ldf,1,29,0.0001,5e-06,,2003,223,112,146,146,0,111,0,0.47305389221556887,0.46612466124661245,0.5613145102806214,0.39216965273916404,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_4
dermmnist,MobileNetV3,L50_G50,1,heuristic,heuristic,30,0,0.0001,5e-06,,2003,223,112,184,184,0,111,0,0.5808383233532934,0.6535626535626535,0.6994961893396837,0.7234773854630517,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_1
dermmnist,MobileNetV3,L50_G50,2,heuristic,heuristic,30,0,0.0001,5e-06,,2003,223,112,198,198,0,111,0,0.5329341317365269,0.6318289786223278,0.6850627078056498,0.7306011249175336,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_2
dermmnist,MobileNetV3,L50_G50,3,heuristic,heuristic,30,0,0.0001,5e-06,,2003,223,112,167,167,0,111,0,0.592814371257485,0.6769230769230771,0.7087891135396848,0.7570039873382617,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_3
dermmnist,MobileNetV3,L50_G50,4,heuristic,heuristic,30,0,0.0001,5e-06,,2003,223,112,164,164,0,111,0,0.562874251497006,0.6253229974160206,0.6797678802986509,0.734692020090778,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_4
