campaign,dataset,cap,model,seed,method,sweep,arm,warmup,cepochs,lr,lr_c,ce_skip,K,count_raw,count_adj,sat,AP,ccF1adj,ccF1eq,macroAdj,macroEq,path
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,1,tralo,,,1,300,0.0001,5e-06,True,67,61,67,0,0.5459500584694235,0.3931034482758621,0.3931034482758621,0.6498504763699343,0.6498504763699343,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/tralo/seed_1
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,2,tralo,,,1,300,0.0001,5e-06,True,67,59,67,0,0.5669733233166803,0.3793103448275862,0.3724137931034483,0.6223607560565082,0.6201976617964774,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/tralo/seed_2
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,1,danits_lp,,,1,300,0.0001,5e-06,,67,194,67,0,0.5057186883340847,0.31724137931034485,0.31724137931034485,0.3705342707914526,0.36949874106981034,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/danits_lp/seed_1
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,2,danits_lp,,,1,300,0.0001,5e-06,,67,146,67,0,0.4268894164839495,0.3103448275862069,0.296551724137931,0.32825341018729637,0.32406020145333575,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/danits_lp/seed_2
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,1,fioretto_ldf,,,1,300,0.0001,5e-06,,67,52,67,0,0.539241525231941,0.3793103448275862,0.3793103448275862,0.6470369970511081,0.6470369970511081,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/fioretto_ldf/seed_1
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,2,fioretto_ldf,,,1,300,0.0001,5e-06,,67,53,67,0,0.5579825599493728,0.3724137931034483,0.3724137931034483,0.629121739003606,0.629121739003606,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/fioretto_ldf/seed_2
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,1,tralo_bounded,,,1,300,0.0001,5e-06,True,67,62,67,0,0.5551963510312768,0.3931034482758621,0.4,0.6361081364139948,0.6381401382697088,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/tralo_bounded/seed_1
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,2,tralo_bounded,,,1,300,0.0001,5e-06,True,67,49,67,0,0.5576527231057108,0.3793103448275862,0.3793103448275862,0.6343382217731477,0.6343382217731477,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/tralo_bounded/seed_2
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,1,heuristic,,,1,300,0.0001,5e-06,,67,194,67,0,0.5057186883340847,0.31724137931034485,0.31724137931034485,0.36949874106981034,0.36949874106981034,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/heuristic/seed_1
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,2,heuristic,,,1,300,0.0001,5e-06,,67,146,67,0,0.4268894164839495,0.296551724137931,0.296551724137931,0.32406020145333575,0.32406020145333575,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/heuristic/seed_2
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,1,hounie_rcl,,,1,300,0.0001,5e-06,,112,65,111,0,0.5650723175911258,0.49101796407185627,0.49101796407185627,0.6615268812405458,0.6615268812405458,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/hounie_rcl/seed_1
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,2,hounie_rcl,,,1,300,0.0001,5e-06,,112,75,111,0,0.5941229991621798,0.47904191616766467,0.47904191616766467,0.6594381751384103,0.6594381751384103,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/hounie_rcl/seed_2
results/pending_runs/warmup1_probe,dermmnist,L50_G50,RegNetY400MF,1,tralo,,,1,300,0.0001,5e-06,True,112,105,111,0,0.6022801469327663,0.47904191616766467,0.47904191616766467,0.6630824361934472,0.6617571553910865,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L50_G50/w1/tralo/seed_1
