campaign,dataset,model,cap,method,n_seeds,K,n_pool,n_true_cls,K_frac_pool,clip_raw,clip_raw_min,clip_raw_max,natural_rate,K_over_clip_raw,binds,ccF1eq,AP,macroEq,count_raw,count_adj,sat,n_collapsed,d_vs_bestdual,d_vs_clip,constraint_epochs_run,last_epoch,warmup,cepochs,ce_skip,lr,lr_constraint,stable_thr
lrc5e-05,octmnist,MobileNetV3,L50_G50,fioretto_ldf,4,125,1000,250,0.125,160.25,113,191,0.16025,0.7800312012480499,yes,0.5800000000000001,0.7812178329053272,0.7624666501123489,106.0,125.0,0.0,0,0.002666666666666706,0.025333333333333347,25.5,24.5,1,29,,0.0001,5e-05,
lrc5e-05,octmnist,MobileNetV3,L50_G50,hounie_rcl,4,125,1000,250,0.125,160.25,113,191,0.16025,0.7800312012480499,yes,0.588,0.7716175901342097,0.7695012989879384,56.75,125.0,0.0,1,0.002666666666666706,0.025333333333333347,28.0,27.0,1,29,,0.0001,5e-05,
lrc5e-05,octmnist,MobileNetV3,L50_G50,tralo,4,125,1000,250,0.125,160.25,113,191,0.16025,0.7800312012480499,yes,0.596,0.7877332433352093,0.7614326598438703,99.25,125.0,0.0,0,0.002666666666666706,0.025333333333333347,27.25,28.25,1,29,True,0.0001,5e-05,
lrc5e-05,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,75,1000,250,0.075,154.5,133,167,0.1545,0.4854368932038835,yes,0.3923076923076923,0.6812704922513939,0.6869593509287476,90.5,62.25,0.5,0,-0.020000000000000018,-0.001538461538461558,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,octmnist,RegNetY400MF,L30_G30,hounie_rcl,4,75,1000,250,0.075,154.5,133,167,0.1545,0.4854368932038835,yes,0.3923076923076923,0.6746598246527541,0.6808108494831067,53.75,41.25,0.5,2,-0.020000000000000018,-0.001538461538461558,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,octmnist,RegNetY400MF,L30_G30,tralo,4,75,1000,250,0.075,154.5,133,167,0.1545,0.4854368932038835,yes,0.3953846153846154,0.6952401764223605,0.688777751487903,87.25,62.75,0.5,0,-0.020000000000000018,-0.001538461538461558,29.0,30.0,1,29,True,0.0001,5e-05,
lrc5e-05,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,125,1000,250,0.125,154.5,133,167,0.1545,0.8090614886731392,yes,0.528,0.7153267608687939,0.7273407475360181,123.5,125.0,0.0,0,-0.011999999999999983,-0.019999999999999962,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,octmnist,RegNetY400MF,L50_G50,hounie_rcl,4,125,1000,250,0.125,154.5,133,167,0.1545,0.8090614886731392,yes,0.5146666666666666,0.6520050411417526,0.7216270367072891,70.0,125.0,0.0,2,-0.011999999999999983,-0.019999999999999962,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,octmnist,RegNetY400MF,L50_G50,tralo,4,125,1000,250,0.125,154.5,133,167,0.1545,0.8090614886731392,yes,0.5213333333333333,0.7058802405835305,0.7292453555027654,100.0,125.0,0.0,0,-0.011999999999999983,-0.019999999999999962,29.0,30.0,1,29,True,0.0001,5e-05,
lrc5e-05,tissuemnist,MobileNetV3,L30_G30,fioretto_ldf,4,51,2400,171,0.02125,231.25,157,288,0.09635416666666667,0.22054054054054054,yes,0.25900900900900903,0.3539415519711944,0.3527661399404585,69.0,51.0,0.0,0,-0.015765765765765757,-0.027027027027027015,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,4,51,2400,171,0.02125,231.25,157,288,0.09635416666666667,0.22054054054054054,yes,0.2545045045045045,0.3467851362427064,0.34883936905928464,66.0,51.0,0.0,0,-0.015765765765765757,-0.027027027027027015,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,tissuemnist,MobileNetV3,L30_G30,tralo,4,51,2400,171,0.02125,231.25,157,288,0.09635416666666667,0.22054054054054054,yes,0.24324324324324326,0.34567913626460717,0.33212427533776795,71.25,51.0,0.0,0,-0.015765765765765757,-0.027027027027027015,29.0,30.0,1,29,True,0.0001,5e-05,
lrc5e-05,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,4,86,2400,171,0.035833333333333335,231.25,157,288,0.09635416666666667,0.37189189189189187,yes,0.34824902723735407,0.3782732239860475,0.42353732764583973,78.75,86.0,0.0,0,0.023346303501945526,0.0330739299610895,23.0,22.0,1,29,,0.0001,5e-05,
lrc5e-05,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,4,86,2400,171,0.035833333333333335,231.25,157,288,0.09635416666666667,0.37189189189189187,yes,0.32101167315175094,0.3702379659543279,0.3731768623488661,75.75,86.0,0.0,0,0.023346303501945526,0.0330739299610895,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,tissuemnist,MobileNetV3,L50_G50,tralo,4,86,2400,171,0.035833333333333335,231.25,157,288,0.09635416666666667,0.37189189189189187,yes,0.377431906614786,0.41649682699143203,0.4361619471421592,77.75,86.0,0.0,0,0.023346303501945526,0.0330739299610895,22.75,23.75,1,29,True,0.0001,5e-05,
lrc5e-05,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,4,51,2400,171,0.02125,168.0,142,210,0.07,0.30357142857142855,yes,0.2635135135135135,0.3809642338822767,0.4039518844463738,113.0,51.0,0.0,0,-0.033783783783783786,-0.02027027027027027,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,4,51,2400,171,0.02125,168.0,142,210,0.07,0.30357142857142855,yes,0.25225225225225223,0.3653720658349596,0.4012231351273817,105.0,51.0,0.0,0,-0.033783783783783786,-0.02027027027027027,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,tissuemnist,RegNetY400MF,L30_G30,tralo,4,51,2400,171,0.02125,168.0,142,210,0.07,0.30357142857142855,yes,0.2545045045045045,0.37398343506227344,0.3888142795192572,112.5,51.0,0.0,0,-0.033783783783783786,-0.02027027027027027,29.0,30.0,1,29,True,0.0001,5e-05,
lrc5e-05,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,4,86,2400,171,0.035833333333333335,168.0,142,210,0.07,0.5119047619047619,yes,0.32879377431906615,0.3793142503266318,0.4016781038022835,114.75,86.0,0.0,0,-0.009727626459143976,-0.025291828793774326,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,4,86,2400,171,0.035833333333333335,168.0,142,210,0.07,0.5119047619047619,yes,0.32684824902723736,0.37115089829275955,0.3966266734086083,113.75,86.0,0.0,0,-0.009727626459143976,-0.025291828793774326,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,tissuemnist,RegNetY400MF,L50_G50,tralo,4,86,2400,171,0.035833333333333335,168.0,142,210,0.07,0.5119047619047619,yes,0.32295719844357973,0.37756189471596846,0.3915893929359491,114.5,86.0,0.0,0,-0.009727626459143976,-0.025291828793774326,29.0,30.0,1,29,True,0.0001,5e-05,
