path,dataset,model,cap,method,seed,K,count_raw,count_adj,ratio,ccF1eq,AP,macroEq,epochs_run,rows_logged,inferred_tail,n_sat,frac_sat,first_sat,n_down,n_up,held_tail,early_stop,ex_first,ex_min,ex_last,ex_rises,final_excess,final_sat,flips,sat_epoch_csv,min_excess_epoch,min_total_excess,restored_from,restore_kind,ce_skip_e,ce_skip_cfg,n_local_groups,klass,d_ccF1eq,d_AP,d_macroEq,max_run_sat,cnt_min,cnt_max,cnt_first,cnt_last,coll,rb,adjK,k3,k5,k7,cestop
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_3,dermmnist,RegNetY400MF,L50_G50,tralo,3,112,116,111,1.0357142857142858,0.5209580838323353,0.630866696444342,0.6343020630676904,29,7,False,0,0.0,,0,0,False,False,391.0,107.0,291.0,4,12.0,0.0,15.0,,4.0,12.0,4.0,min_excess,,False,3.0,NEVER_SAT,0.028443113772455175,0.04082686231604382,-0.042591868815106904,0,165.0,307.0,307.0,257.0,False,1.00-1.25,0.9910714285714286,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_4,dermmnist,RegNetY400MF,L50_G50,tralo,4,112,112,111,1.0,0.5568862275449101,0.6757518935962892,0.7237228544736592,29,7,False,0,0.0,,0,0,False,False,133.0,47.0,89.0,3,4.0,0.0,7.0,,11.0,15.0,,,,False,3.0,NEVER_SAT,0.06437125748502998,0.08571205946799099,0.04682892259086191,0,135.0,250.0,178.0,156.0,False,0.85-1.00,0.9910714285714286,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_1,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,1,125,134,125,1.072,0.576,0.7502314134286019,0.7724880231368154,29,29,False,0,0.0,,0,0,False,False,34.0,20.0,168.0,15,20.0,0.0,13.0,,24.0,20.0,24.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.039999999999999925,0.030217377295649217,0.03954302490369355,0,,,,,False,1.00-1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_2,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,2,125,81,125,0.648,0.5546666666666666,0.7711450729600202,0.754878553534144,29,29,False,1,0.0344827586206896,26.0,1,1,False,False,116.0,0.0,66.0,13,0.0,1.0,44.0,26.0,26.0,0.0,26.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,0.01866666666666661,0.051131036827067544,0.021933555301022145,1,,,,,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_3,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,3,125,116,125,0.928,0.5013333333333333,0.6524936729647852,0.7157342353049445,29,29,False,4,0.1379310344827586,3.0,2,2,False,False,182.0,0.0,154.0,10,0.0,1.0,9.0,3.0,3.0,0.0,18.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,-0.034666666666666734,-0.06752036316816745,-0.01721076292817736,2,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_4,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,125,110,125,0.88,0.512,0.6985667867227979,0.6881611554736555,29,29,False,2,0.0689655172413793,15.0,2,2,False,False,126.0,0.0,56.0,14,0.0,1.0,15.0,15.0,15.0,0.0,17.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,-0.02400000000000002,-0.021447249410154745,-0.04478384275946634,1,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_1,octmnist,RegNetY400MF,L50_G50,hounie_rcl,1,125,135,125,1.08,0.512,0.6936655776390206,0.7106984289646607,29,29,False,0,0.0,,0,0,False,False,34.0,20.0,114.0,16,20.0,0.0,10.0,,16.0,20.0,16.0,min_excess,,ABSENT(default True),,NEVER_SAT,-0.02400000000000002,-0.02634845849393208,-0.022246569268461136,0,,,,,False,1.00-1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_2,octmnist,RegNetY400MF,L50_G50,hounie_rcl,2,125,111,125,0.888,0.5333333333333333,0.7359659590527486,0.7297175630972639,29,29,False,5,0.1724137931034483,3.0,5,5,False,False,116.0,0.0,76.0,12,0.0,1.0,14.0,3.0,3.0,0.0,27.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,-0.002666666666666706,0.01595192291979597,-0.0032274351358579922,1,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_3,octmnist,RegNetY400MF,L50_G50,hounie_rcl,3,125,115,125,0.92,0.5333333333333333,0.6970791274014569,0.7154656399099769,29,29,False,2,0.0689655172413793,3.0,2,2,False,False,182.0,0.0,158.0,14,0.0,1.0,10.0,3.0,3.0,0.0,5.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,-0.002666666666666706,-0.02293490873149573,-0.017479358323144956,1,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_4,octmnist,RegNetY400MF,L50_G50,hounie_rcl,4,125,99,125,0.792,0.544,0.7252840383350404,0.7346271071782869,29,29,False,0,0.0,,0,0,False,False,126.0,2.0,9.0,15,0.0,1.0,26.0,,9.0,2.0,,,,ABSENT(default True),,NEVER_SAT,0.008000000000000007,0.005270002202087731,0.0016821089451650728,0,,,,,False,0.60-0.85,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_1,octmnist,RegNetY400MF,L50_G50,tralo,1,125,110,125,0.88,0.5706666666666667,0.7562600735270854,0.77123868065282,29,8,False,1,0.0344827586206896,15.0,1,1,False,False,34.0,0.0,260.0,3,0.0,1.0,15.0,16.0,16.0,0.0,16.0,fully_satisfied,,False,3.0,SAT_THEN_DRIFT,0.03466666666666662,0.03624603739413268,0.038293682419698105,1,110.0,255.0,142.0,255.0,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_2,octmnist,RegNetY400MF,L50_G50,tralo,2,125,108,125,0.864,0.496,0.7029863068889415,0.730209740129271,29,9,False,3,0.1034482758620689,6.0,2,3,False,False,116.0,0.0,0.0,4,0.0,1.0,17.0,7.0,7.0,0.0,,,,False,3.0,SAT_THEN_DRIFT,-0.040000000000000036,-0.01702772924401119,-0.0027352581038508905,1,107.0,238.0,183.0,110.0,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_3,octmnist,RegNetY400MF,L50_G50,tralo,3,125,109,125,0.872,0.544,0.6989346154196986,0.7452694744617822,29,8,False,1,0.0344827586206896,3.0,1,1,False,False,182.0,0.0,46.0,3,0.0,1.0,16.0,4.0,4.0,0.0,4.0,fully_satisfied,,False,3.0,SAT_THEN_DRIFT,0.008000000000000007,-0.021079420713254082,0.012324476228660286,1,109.0,216.0,216.0,148.0,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_4,octmnist,RegNetY400MF,L50_G50,tralo,4,125,112,125,0.896,0.5546666666666666,0.7575557892552348,0.7268513769538416,29,9,False,3,0.1034482758620689,7.0,3,3,False,False,126.0,0.0,33.0,5,0.0,1.0,13.0,8.0,8.0,0.0,,,,False,3.0,SAT_THEN_DRIFT,0.01866666666666661,0.03754175312228214,-0.006093621279280259,1,76.0,280.0,188.0,141.0,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_1,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,1,86,74,86,0.8604651162790697,0.2957198443579766,0.3660247874376303,0.4279708651588194,29,29,False,1,0.0344827586206896,5.0,1,1,False,False,118.0,0.0,156.0,16,0.0,1.0,12.0,5.0,5.0,0.0,5.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,-0.046044098573281456,-0.021283889524905952,0.012378671280924791,1,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_2,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,2,86,101,86,1.1744186046511629,0.357976653696498,0.415958662926586,0.4020501471992479,29,29,False,0,0.0,,0,0,False,False,246.0,30.0,290.0,13,30.0,0.0,27.0,,2.0,30.0,2.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.016212710765239946,0.028649985964049773,-0.013542046678646669,0,,,,,False,1.00-1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_3,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,3,86,78,86,0.9069767441860463,0.3813229571984435,0.4160321002580541,0.4015990718852708,29,29,False,1,0.0344827586206896,3.0,1,1,False,False,144.0,0.0,398.0,13,0.0,1.0,8.0,3.0,3.0,0.0,3.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,0.039559014267185444,0.028723423295517858,-0.013993121992623814,1,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_4,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,4,86,107,86,1.244186046511628,0.3501945525291828,0.3848716460121782,0.4270067046494453,29,29,False,0,0.0,,0,0,False,False,258.0,42.0,158.0,15,42.0,0.0,21.0,,8.0,42.0,8.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.008430609597924743,-0.002437030950358021,0.011414510771550701,0,,,,,False,1.00-1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_1,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,1,86,81,86,0.9418604651162792,0.311284046692607,0.3585065445090276,0.3816582329117909,29,29,False,0,0.0,,0,0,False,False,118.0,3.0,192.0,12,3.0,0.0,11.0,,9.0,3.0,9.0,min_excess,,ABSENT(default True),,NEVER_SAT,-0.03047989623865105,-0.028802132453508655,-0.03393396096610368,0,,,,,False,0.85-1.00,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_2,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,2,86,101,86,1.1744186046511629,0.357976653696498,0.415958662926586,0.4020501471992479,29,29,False,0,0.0,,0,0,False,False,246.0,30.0,286.0,15,30.0,0.0,27.0,,2.0,30.0,2.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.016212710765239946,0.028649985964049773,-0.013542046678646669,0,,,,,False,1.00-1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_3,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,3,86,93,86,1.0813953488372092,0.357976653696498,0.4244925949660376,0.4059285422489417,29,29,False,0,0.0,,0,0,False,False,144.0,14.0,266.0,14,14.0,0.0,7.0,,3.0,14.0,3.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.016212710765239946,0.03718391800350135,-0.009663651628952885,0,,,,,False,1.00-1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_4,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,4,86,102,86,1.186046511627907,0.3268482490272373,0.3541704193938009,0.4412896492185993,29,29,False,0,0.0,,0,0,False,False,258.0,32.0,58.0,11,32.0,0.0,16.0,,9.0,32.0,9.0,min_excess,,ABSENT(default True),,NEVER_SAT,-0.014915693904020755,-0.03313825756873534,0.025697455340704722,0,,,,,False,1.00-1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_1,tissuemnist,RegNetY400MF,L50_G50,tralo,1,86,100,86,1.162790697674419,0.357976653696498,0.3974722289625047,0.4311589986920036,29,7,False,0,0.0,,0,0,False,False,118.0,118.0,240.0,3,28.0,0.0,26.0,,6.0,28.0,6.0,min_excess,,False,2.0,NEVER_SAT,0.016212710765239946,0.01016355199996849,0.015566804814108992,0,145.0,302.0,145.0,206.0,False,1.00-1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_2,tissuemnist,RegNetY400MF,L50_G50,tralo,2,86,114,86,1.3255813953488371,0.3346303501945525,0.4229122626676135,0.4137317835827075,29,7,False,0,0.0,,0,0,False,False,246.0,120.0,326.0,3,56.0,0.0,42.0,,3.0,56.0,3.0,min_excess,,False,2.0,NEVER_SAT,-0.007133592736705552,0.03560358570507727,-0.001860410295187076,0,146.0,253.0,209.0,249.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_3,tissuemnist,RegNetY400MF,L50_G50,tralo,3,86,82,86,0.9534883720930232,0.311284046692607,0.333484059597683,0.4379547484434856,29,7,False,0,0.0,,0,0,False,False,144.0,36.0,102.0,3,3.0,0.0,10.0,,7.0,3.0,7.0,min_excess,,False,2.0,NEVER_SAT,-0.03047989623865105,-0.05382461736485322,0.022362554565590997,0,104.0,214.0,158.0,137.0,False,0.85-1.00,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_4,tissuemnist,RegNetY400MF,L50_G50,tralo,4,86,91,86,1.058139534883721,0.357976653696498,0.3578201538927332,0.4147074353451754,29,7,False,0,0.0,,0,0,False,False,258.0,100.0,300.0,3,11.0,0.0,11.0,,11.0,11.0,11.0,min_excess,,False,2.0,NEVER_SAT,0.016212710765239946,-0.02948852306980304,-0.0008847585327191876,0,136.0,242.0,215.0,236.0,False,1.00-1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
