dataset,cap,model,seed,method,warmup,cepochs_cfg,ep_max,ep_rows,lr,lr_c,K,taken,n_pos,N,count_raw,count_adj,AP,ccF1adj,ccF1eq,macroEq,tp_at_K,scorefp,path
octmnist,L50_G50,RegNetY400MF,1,danits_lp,50,300,,,0.0001,5e-06,125,125,250,1000,186,125,0.6568783659678977,0.4693333333333333,0.4693333333333333,0.6861618568624259,88,fcae47b6b191,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/danits_lp/seed_1
octmnist,L50_G50,RegNetY400MF,2,danits_lp,50,300,,,0.0001,5e-06,125,125,250,1000,142,125,0.7767504441652759,0.5813333333333334,0.5866666666666667,0.7482421727397108,110,e677f516d47d,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/danits_lp/seed_2
octmnist,L50_G50,RegNetY400MF,4,fioretto_ldf,50,300,17.0,18.0,0.0001,5e-06,125,125,250,1000,113,125,0.7569246368239804,0.5333333333333333,0.5333333333333333,0.7457454003501014,100,b5d5ecc7ee54,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_4
octmnist,L50_G50,RegNetY400MF,3,fioretto_ldf,50,300,28.0,29.0,0.0001,5e-06,125,125,250,1000,109,125,0.7079308637433801,0.512,0.5173333333333333,0.7234739966331619,97,40ec74278a53,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_3
octmnist,L50_G50,RegNetY400MF,1,fioretto_ldf,50,300,30.0,31.0,0.0001,5e-06,125,125,250,1000,114,125,0.7562010863691874,0.5973333333333334,0.5973333333333334,0.7702250033045821,112,d4b3373379a3,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_1
octmnist,L50_G50,RegNetY400MF,2,fioretto_ldf,50,300,299.0,300.0,0.0001,5e-06,125,125,250,1000,111,125,0.7281503790340017,0.5386666666666666,0.5386666666666666,0.7349341848414492,101,c03943b4939e,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_2
octmnist,L50_G50,RegNetY400MF,4,tralo_bounded,50,300,60.0,6.0,0.0001,5e-06,125,125,250,1000,113,125,0.7554661229105692,0.528,0.528,0.7434560440722174,99,480f99a81146,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/tralo_bounded/seed_4
octmnist,L50_G50,RegNetY400MF,3,tralo_bounded,50,300,74.0,9.0,0.0001,5e-06,125,125,250,1000,111,125,0.7073889662451934,0.512,0.512,0.7231269302287978,96,7b4dc55341ea,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/tralo_bounded/seed_3
octmnist,L50_G50,RegNetY400MF,1,tralo_bounded,50,300,350.0,61.0,0.0001,5e-06,125,125,250,1000,115,125,0.7616711000485888,0.6026666666666667,0.6026666666666667,0.7715909563855429,113,62b2dade4a86,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/tralo_bounded/seed_1
octmnist,L50_G50,RegNetY400MF,2,tralo_bounded,50,300,350.0,61.0,0.0001,5e-06,125,125,250,1000,110,125,0.7281768309580932,0.544,0.544,0.7355300533722293,102,f2a00b245203,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/tralo_bounded/seed_2
octmnist,L50_G50,RegNetY400MF,4,heuristic,50,300,,,0.0001,5e-06,125,125,250,1000,123,125,0.7179991408387577,0.5333333333333333,0.5333333333333333,0.7415241860197457,100,18b4acb80ee4,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/heuristic/seed_4
octmnist,L50_G50,RegNetY400MF,3,heuristic,50,300,,,0.0001,5e-06,125,125,250,1000,147,125,0.7384960036124681,0.5546666666666666,0.5546666666666666,0.7598709775093366,104,2b99d657311d,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/heuristic/seed_3
octmnist,L50_G50,RegNetY400MF,1,heuristic,50,300,,,0.0001,5e-06,125,125,250,1000,186,125,0.6568783659678977,0.4693333333333333,0.4693333333333333,0.6861618568624259,88,fcae47b6b191,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/heuristic/seed_1
octmnist,L50_G50,RegNetY400MF,2,heuristic,50,300,,,0.0001,5e-06,125,125,250,1000,142,125,0.7767504441652759,0.5866666666666667,0.5866666666666667,0.7482421727397108,110,e677f516d47d,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L50_G50/heuristic/seed_2
octmnist,L80_G80,RegNetY400MF,4,hounie_rcl,50,300,4.0,5.0,0.0001,5e-06,200,200,250,1000,150,200,0.7701746855119731,0.6711111111111111,0.6711111111111111,0.7866020771828968,151,349e447fa4d1,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/hounie_rcl/seed_4
octmnist,L80_G80,RegNetY400MF,3,hounie_rcl,50,300,7.0,8.0,0.0001,5e-06,200,200,250,1000,171,200,0.7075726078565459,0.6311111111111111,0.6311111111111111,0.7536519769954204,142,896fd9d44019,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/hounie_rcl/seed_3
octmnist,L80_G80,RegNetY400MF,1,hounie_rcl,50,300,5.0,6.0,0.0001,5e-06,200,200,250,1000,169,200,0.7534525104856565,0.6444444444444445,0.6444444444444445,0.7767910673838686,145,4f4f760b8383,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/hounie_rcl/seed_1
octmnist,L80_G80,RegNetY400MF,2,hounie_rcl,50,300,4.0,5.0,0.0001,5e-06,200,200,250,1000,158,200,0.7330379231212593,0.64,0.64,0.7734136074422306,144,923b375a72ac,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/hounie_rcl/seed_2
octmnist,L80_G80,RegNetY400MF,4,tralo,50,300,54.0,4.0,0.0001,5e-06,200,200,250,1000,188,200,0.7797841131121269,0.6755555555555556,0.6755555555555556,0.7866430939903943,152,07600f7aa72c,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/tralo/seed_4
octmnist,L80_G80,RegNetY400MF,3,tralo,50,300,57.0,5.0,0.0001,5e-06,200,200,250,1000,177,200,0.7075876858468553,0.6355555555555555,0.6355555555555555,0.7601338378231907,143,be657434e529,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/tralo/seed_3
octmnist,L80_G80,RegNetY400MF,1,tralo,50,300,61.0,9.0,0.0001,5e-06,200,200,250,1000,184,200,0.7665884330567935,0.6622222222222223,0.6622222222222223,0.7875652985585498,149,ca2ecca551f9,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/tralo/seed_1
octmnist,L80_G80,RegNetY400MF,2,tralo,50,300,54.0,4.0,0.0001,5e-06,200,200,250,1000,165,200,0.7301555701758621,0.6355555555555555,0.6355555555555555,0.7723052084382099,143,183444a52075,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/tralo/seed_2
octmnist,L80_G80,RegNetY400MF,4,danits_lp,50,300,,,0.0001,5e-06,200,200,250,1000,123,123,0.7179991408387577,0.5361930294906166,0.6222222222222222,0.7614305943948627,140,18b4acb80ee4,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/danits_lp/seed_4
octmnist,L80_G80,RegNetY400MF,3,danits_lp,50,300,,,0.0001,5e-06,200,200,250,1000,147,147,0.7384960036124681,0.5994962216624685,0.6755555555555556,0.7965281648033001,152,2b99d657311d,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/danits_lp/seed_3
octmnist,L80_G80,RegNetY400MF,1,danits_lp,50,300,,,0.0001,5e-06,200,200,250,1000,186,183,0.6568783659678977,0.5681293302540416,0.5777777777777777,0.7105477756868902,130,fcae47b6b191,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/danits_lp/seed_1
octmnist,L80_G80,RegNetY400MF,2,danits_lp,50,300,,,0.0001,5e-06,200,200,250,1000,142,142,0.7767504441652759,0.6173469387755102,0.6933333333333334,0.7819085143186624,156,e677f516d47d,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/danits_lp/seed_2
octmnist,L80_G80,RegNetY400MF,4,fioretto_ldf,50,300,4.0,5.0,0.0001,5e-06,200,200,250,1000,150,200,0.7701746855119731,0.6711111111111111,0.6711111111111111,0.7866020771828968,151,349e447fa4d1,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/fioretto_ldf/seed_4
octmnist,L80_G80,RegNetY400MF,3,fioretto_ldf,50,300,7.0,8.0,0.0001,5e-06,200,200,250,1000,173,200,0.7078053163587866,0.6311111111111111,0.6311111111111111,0.7546839076839631,142,8213e46809f7,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/fioretto_ldf/seed_3
octmnist,L80_G80,RegNetY400MF,1,fioretto_ldf,50,300,5.0,6.0,0.0001,5e-06,200,200,250,1000,170,200,0.7533519861919494,0.64,0.64,0.7745917010673169,144,6aabc18e30b8,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/fioretto_ldf/seed_1
octmnist,L80_G80,RegNetY400MF,2,fioretto_ldf,50,300,4.0,5.0,0.0001,5e-06,200,200,250,1000,158,200,0.7330379231212593,0.64,0.64,0.7734136074422306,144,923b375a72ac,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/fioretto_ldf/seed_2
octmnist,L80_G80,RegNetY400MF,4,tralo_bounded,50,300,54.0,4.0,0.0001,5e-06,200,200,250,1000,150,200,0.7701746855119731,0.6711111111111111,0.6711111111111111,0.7866020771828968,151,349e447fa4d1,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/tralo_bounded/seed_4
octmnist,L80_G80,RegNetY400MF,3,tralo_bounded,50,300,57.0,5.0,0.0001,5e-06,200,200,250,1000,170,200,0.7099248988194566,0.64,0.64,0.7601795812363187,144,3222e4e22e01,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/tralo_bounded/seed_3
octmnist,L80_G80,RegNetY400MF,1,tralo_bounded,50,300,55.0,5.0,0.0001,5e-06,200,200,250,1000,170,200,0.7520520776355037,0.64,0.64,0.7703748499924176,144,109502d7b1fd,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/tralo_bounded/seed_1
octmnist,L80_G80,RegNetY400MF,2,tralo_bounded,50,300,54.0,4.0,0.0001,5e-06,200,200,250,1000,158,200,0.7330379231212593,0.64,0.64,0.7734136074422306,144,923b375a72ac,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/tralo_bounded/seed_2
octmnist,L80_G80,RegNetY400MF,4,heuristic,50,300,,,0.0001,5e-06,200,200,250,1000,123,200,0.7179991408387577,0.6222222222222222,0.6222222222222222,0.7614305943948627,140,18b4acb80ee4,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/heuristic/seed_4
octmnist,L80_G80,RegNetY400MF,3,heuristic,50,300,,,0.0001,5e-06,200,200,250,1000,147,200,0.7384960036124681,0.6755555555555556,0.6755555555555556,0.7965281648033001,152,2b99d657311d,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/heuristic/seed_3
octmnist,L80_G80,RegNetY400MF,1,heuristic,50,300,,,0.0001,5e-06,200,200,250,1000,186,200,0.6568783659678977,0.5777777777777777,0.5777777777777777,0.7105477756868902,130,fcae47b6b191,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/heuristic/seed_1
octmnist,L80_G80,RegNetY400MF,2,heuristic,50,300,,,0.0001,5e-06,200,200,250,1000,142,200,0.7767504441652759,0.6933333333333334,0.6933333333333334,0.7819085143186624,156,e677f516d47d,results/pending_runs/paper_final/lane1/RegNetY400MF/octmnist/L80_G80/heuristic/seed_2
dermmnist,L30_G30,MobileNetV3,4,hounie_rcl,50,300,53.0,54.0,0.0001,5e-06,67,67,223,2003,51,67,0.6309474585726085,0.42758620689655175,0.42758620689655175,0.7315892001538932,62,29b93c39434a,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/hounie_rcl/seed_4
dermmnist,L30_G30,MobileNetV3,3,hounie_rcl,50,300,50.0,51.0,0.0001,5e-06,67,67,223,2003,47,67,0.6456582107421721,0.4068965517241379,0.4068965517241379,0.7323059919850593,59,f26854146805,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/hounie_rcl/seed_3
dermmnist,L30_G30,MobileNetV3,1,hounie_rcl,50,300,53.0,54.0,0.0001,5e-06,67,67,223,2003,56,67,0.6453832974169249,0.41379310344827586,0.41379310344827586,0.7149929485710326,60,7f3a766bf131,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/hounie_rcl/seed_1
dermmnist,L30_G30,MobileNetV3,2,hounie_rcl,50,300,50.0,51.0,0.0001,5e-06,67,67,223,2003,37,67,0.6517354608862511,0.4,0.4,0.7311574234003352,58,ebcf7fd682d7,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/hounie_rcl/seed_2
dermmnist,L30_G30,MobileNetV3,4,tralo,50,300,82.0,16.0,0.0001,5e-06,67,67,223,2003,67,67,0.6575784415584194,0.42758620689655175,0.42758620689655175,0.7262079666048058,62,2941d4e9b012,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/tralo/seed_4
dermmnist,L30_G30,MobileNetV3,3,tralo,50,300,168.0,64.0,0.0001,5e-06,67,67,223,2003,65,67,0.6560782439534721,0.41379310344827586,0.41379310344827586,0.7406296549533727,60,cebcb5ff0b6c,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/tralo/seed_3
dermmnist,L30_G30,MobileNetV3,1,tralo,50,300,70.0,8.0,0.0001,5e-06,67,67,223,2003,66,67,0.6606133771570158,0.41379310344827586,0.4206896551724138,0.7136574297457697,61,aa31203c6c0a,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/tralo/seed_1
dermmnist,L30_G30,MobileNetV3,2,tralo,50,300,350.0,69.0,0.0001,5e-06,67,67,223,2003,66,67,0.6713817651135716,0.4206896551724138,0.41379310344827586,0.7225081447302542,60,a144d7a15eec,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/tralo/seed_2
dermmnist,L30_G30,MobileNetV3,4,danits_lp,50,300,,,0.0001,5e-06,67,67,223,2003,212,67,0.7127348346679947,0.4068965517241379,0.41379310344827586,0.7051286990132768,60,3ca4a7e576bf,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/danits_lp/seed_4
dermmnist,L30_G30,MobileNetV3,3,danits_lp,50,300,,,0.0001,5e-06,67,67,223,2003,209,67,0.7139584333260884,0.41379310344827586,0.41379310344827586,0.739640458528206,60,e84e85d34092,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/danits_lp/seed_3
dermmnist,L30_G30,MobileNetV3,1,danits_lp,50,300,,,0.0001,5e-06,67,67,223,2003,195,67,0.7063806810584813,0.42758620689655175,0.42758620689655175,0.73304285633452,62,11e365b17202,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/danits_lp/seed_1
dermmnist,L30_G30,MobileNetV3,2,danits_lp,50,300,,,0.0001,5e-06,67,67,223,2003,198,67,0.6871747460319677,0.4206896551724138,0.4206896551724138,0.7086833217249447,61,bf4a6f066967,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/danits_lp/seed_2
dermmnist,L30_G30,MobileNetV3,4,fioretto_ldf,50,300,30.0,31.0,0.0001,5e-06,67,67,223,2003,61,67,0.6440528720662756,0.42758620689655175,0.42758620689655175,0.7297478280608755,62,9cafe162022b,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/fioretto_ldf/seed_4
dermmnist,L30_G30,MobileNetV3,3,fioretto_ldf,50,300,299.0,300.0,0.0001,5e-06,67,67,223,2003,66,67,0.6591365901569866,0.41379310344827586,0.41379310344827586,0.7352363209613887,60,9a5c0a84a281,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/fioretto_ldf/seed_3
dermmnist,L30_G30,MobileNetV3,1,fioretto_ldf,50,300,32.0,33.0,0.0001,5e-06,67,67,223,2003,56,67,0.6490149393125015,0.41379310344827586,0.41379310344827586,0.7041643379847387,60,bf11f508fee7,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/fioretto_ldf/seed_1
dermmnist,L30_G30,MobileNetV3,2,fioretto_ldf,50,300,30.0,31.0,0.0001,5e-06,67,67,223,2003,50,67,0.6577691248960592,0.41379310344827586,0.41379310344827586,0.7234651180829772,60,2ed02cf2ee42,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/fioretto_ldf/seed_2
dermmnist,L30_G30,MobileNetV3,4,tralo_bounded,50,300,69.0,8.0,0.0001,5e-06,67,67,223,2003,55,67,0.6418672422145496,0.42758620689655175,0.42758620689655175,0.7319545548393332,62,7ea62826b458,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/tralo_bounded/seed_4
dermmnist,L30_G30,MobileNetV3,3,tralo_bounded,50,300,350.0,61.0,0.0001,5e-06,67,67,223,2003,61,67,0.6617121754391403,0.41379310344827586,0.41379310344827586,0.7355963595610927,60,c6d043d8f863,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/tralo_bounded/seed_3
dermmnist,L30_G30,MobileNetV3,1,tralo_bounded,50,300,70.0,8.0,0.0001,5e-06,67,67,223,2003,61,67,0.6560442122380176,0.41379310344827586,0.41379310344827586,0.7127760416705237,60,ad3e3b510bdf,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/tralo_bounded/seed_1
dermmnist,L30_G30,MobileNetV3,2,tralo_bounded,50,300,350.0,61.0,0.0001,5e-06,67,67,223,2003,58,67,0.6683467007519702,0.4206896551724138,0.4206896551724138,0.7287568652251597,61,1358caae2bb6,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/tralo_bounded/seed_2
dermmnist,L30_G30,MobileNetV3,4,heuristic,50,300,,,0.0001,5e-06,67,67,223,2003,212,67,0.7127348346679947,0.41379310344827586,0.41379310344827586,0.7051286990132768,60,3ca4a7e576bf,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/heuristic/seed_4
dermmnist,L30_G30,MobileNetV3,3,heuristic,50,300,,,0.0001,5e-06,67,67,223,2003,209,67,0.7139584333260884,0.41379310344827586,0.41379310344827586,0.739640458528206,60,e84e85d34092,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/heuristic/seed_3
dermmnist,L30_G30,MobileNetV3,1,heuristic,50,300,,,0.0001,5e-06,67,67,223,2003,195,67,0.7063806810584813,0.42758620689655175,0.42758620689655175,0.73304285633452,62,11e365b17202,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/heuristic/seed_1
dermmnist,L30_G30,MobileNetV3,2,heuristic,50,300,,,0.0001,5e-06,67,67,223,2003,198,67,0.6871747460319677,0.4206896551724138,0.4206896551724138,0.7086833217249447,61,bf4a6f066967,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L30_G30/heuristic/seed_2
dermmnist,L60_G60,MobileNetV3,4,hounie_rcl,50,300,45.0,46.0,0.0001,5e-06,134,134,223,2003,117,134,0.7121029061613406,0.6106442577030813,0.6106442577030813,0.7723418218757148,109,093d3afc6200,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/hounie_rcl/seed_4
dermmnist,L60_G60,MobileNetV3,3,hounie_rcl,50,300,41.0,42.0,0.0001,5e-06,134,134,223,2003,103,134,0.6981878594004245,0.6050420168067226,0.6050420168067226,0.7872727400590706,108,a1d9bf59f3d0,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/hounie_rcl/seed_3
dermmnist,L60_G60,MobileNetV3,1,hounie_rcl,50,300,46.0,47.0,0.0001,5e-06,134,134,223,2003,119,134,0.6942454689322717,0.6330532212885154,0.6330532212885154,0.7680797107338034,113,8cb965560818,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/hounie_rcl/seed_1
dermmnist,L60_G60,MobileNetV3,2,hounie_rcl,50,300,35.0,36.0,0.0001,5e-06,134,134,223,2003,118,134,0.7014580225107634,0.5994397759103641,0.5994397759103641,0.7597321081793652,107,e0b7f7560b08,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/hounie_rcl/seed_2
dermmnist,L60_G60,MobileNetV3,4,tralo,50,300,350.0,71.0,0.0001,5e-06,134,134,223,2003,132,134,0.7130001154006069,0.6162464985994398,0.6218487394957983,0.7744549825584086,111,26b8bddc574c,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/tralo/seed_4
dermmnist,L60_G60,MobileNetV3,3,tralo,50,300,68.0,8.0,0.0001,5e-06,134,134,223,2003,130,134,0.7051969230538915,0.6050420168067226,0.6050420168067226,0.782132383650908,108,3218f94fdf44,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/tralo/seed_3
dermmnist,L60_G60,MobileNetV3,1,tralo,50,300,263.0,76.0,0.0001,5e-06,134,134,223,2003,134,134,0.6991023096414001,0.6442577030812325,0.6442577030812325,0.7719884368743618,115,964a11ed180f,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/tralo/seed_1
dermmnist,L60_G60,MobileNetV3,2,tralo,50,300,79.0,15.0,0.0001,5e-06,134,134,223,2003,133,134,0.7026444351637057,0.6050420168067226,0.6050420168067226,0.7627152958410983,108,b35bd1ecaee2,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/tralo/seed_2
dermmnist,L60_G60,MobileNetV3,4,danits_lp,50,300,,,0.0001,5e-06,134,134,223,2003,212,134,0.7127348346679947,0.5882352941176471,0.5882352941176471,0.7385810055626881,105,3ca4a7e576bf,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/danits_lp/seed_4
dermmnist,L60_G60,MobileNetV3,3,danits_lp,50,300,,,0.0001,5e-06,134,134,223,2003,209,134,0.7139584333260884,0.6162464985994398,0.6218487394957983,0.7751980750591081,111,e84e85d34092,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/danits_lp/seed_3
dermmnist,L60_G60,MobileNetV3,1,danits_lp,50,300,,,0.0001,5e-06,134,134,223,2003,195,134,0.7063806810584813,0.6554621848739496,0.6498599439775911,0.7762915769401377,116,11e365b17202,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/danits_lp/seed_1
dermmnist,L60_G60,MobileNetV3,2,danits_lp,50,300,,,0.0001,5e-06,134,134,223,2003,198,134,0.6871747460319677,0.5938375350140056,0.5938375350140056,0.749038321585262,106,bf4a6f066967,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/danits_lp/seed_2
dermmnist,L60_G60,MobileNetV3,4,fioretto_ldf,50,300,21.0,22.0,0.0001,5e-06,134,134,223,2003,120,134,0.7136634326434788,0.6050420168067226,0.6050420168067226,0.7704753356475172,108,00df23d9f5c8,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/fioretto_ldf/seed_4
dermmnist,L60_G60,MobileNetV3,3,fioretto_ldf,50,300,25.0,26.0,0.0001,5e-06,134,134,223,2003,117,134,0.7037900069465806,0.6162464985994398,0.6162464985994398,0.7891526366474376,110,999b33f03ad1,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/fioretto_ldf/seed_3
dermmnist,L60_G60,MobileNetV3,1,fioretto_ldf,50,300,24.0,25.0,0.0001,5e-06,134,134,223,2003,126,134,0.6974350738473848,0.6442577030812325,0.6442577030812325,0.7700988896207769,115,f518a80ad853,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/fioretto_ldf/seed_1
dermmnist,L60_G60,MobileNetV3,2,fioretto_ldf,50,300,299.0,300.0,0.0001,5e-06,134,134,223,2003,122,134,0.6996290561776891,0.5994397759103641,0.5994397759103641,0.7637109602430473,107,81af672c23f4,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/fioretto_ldf/seed_2
dermmnist,L60_G60,MobileNetV3,4,tralo_bounded,50,300,61.0,6.0,0.0001,5e-06,134,134,223,2003,121,134,0.7145097547637119,0.6106442577030813,0.6106442577030813,0.770925283476786,109,e60b4e1a1996,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/tralo_bounded/seed_4
dermmnist,L60_G60,MobileNetV3,3,tralo_bounded,50,300,62.0,6.0,0.0001,5e-06,134,134,223,2003,124,134,0.7066391685097031,0.6162464985994398,0.6106442577030813,0.7879490961689196,109,c2c67b931eb1,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/tralo_bounded/seed_3
dermmnist,L60_G60,MobileNetV3,1,tralo_bounded,50,300,62.0,6.0,0.0001,5e-06,134,134,223,2003,131,134,0.6983704929458272,0.6386554621848739,0.6386554621848739,0.7675996512105494,114,274e2b0192bf,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/tralo_bounded/seed_1
dermmnist,L60_G60,MobileNetV3,2,tralo_bounded,50,300,62.0,6.0,0.0001,5e-06,134,134,223,2003,119,134,0.6992848429821741,0.5994397759103641,0.5994397759103641,0.7612526719562883,107,85ce1c2ab8e6,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/tralo_bounded/seed_2
dermmnist,L60_G60,MobileNetV3,4,heuristic,50,300,,,0.0001,5e-06,134,134,223,2003,212,134,0.7127348346679947,0.5882352941176471,0.5882352941176471,0.7385810055626881,105,3ca4a7e576bf,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/heuristic/seed_4
dermmnist,L60_G60,MobileNetV3,3,heuristic,50,300,,,0.0001,5e-06,134,134,223,2003,209,134,0.7139584333260884,0.6218487394957983,0.6218487394957983,0.7751980750591081,111,e84e85d34092,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/heuristic/seed_3
dermmnist,L60_G60,MobileNetV3,1,heuristic,50,300,,,0.0001,5e-06,134,134,223,2003,195,134,0.7063806810584813,0.6498599439775911,0.6498599439775911,0.7762915769401377,116,11e365b17202,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/heuristic/seed_1
dermmnist,L60_G60,MobileNetV3,2,heuristic,50,300,,,0.0001,5e-06,134,134,223,2003,198,134,0.6871747460319677,0.5938375350140056,0.5938375350140056,0.749038321585262,106,bf4a6f066967,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L60_G60/heuristic/seed_2
dermmnist,L90_G90,MobileNetV3,4,hounie_rcl,50,300,5.0,6.0,0.0001,5e-06,201,200,223,2003,176,200,0.7289481325185645,0.6808510638297872,0.6808510638297872,0.7920517706179132,144,807febb9daad,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L90_G90/hounie_rcl/seed_4
dermmnist,L90_G90,MobileNetV3,3,hounie_rcl,50,300,5.0,6.0,0.0001,5e-06,201,200,223,2003,186,200,0.7200502339386659,0.6382978723404256,0.6382978723404256,0.7990689091132576,135,d5b003a8b515,results/pending_runs/paper_final/lane2/MobileNetV3/dermmnist/L90_G90/hounie_rcl/seed_3
