path,dataset,model,cap,method,seed,cls,n_pool,K_cfg,count_raw,E,max_e,inferred,nrows,n_sat,first_sat,n_down,s,sat_epoch_csv,restore_kind,gp_raw,K,key,klass
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_1,octmnist,RegNetY400MF,L50_G50,tralo,1,2,1000,,110,29,29,False,8,1,15.0,1,00000000000000100000000000000,16.0,fully_satisfied,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_1,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_2,octmnist,RegNetY400MF,L50_G50,tralo,2,2,1000,,108,29,29,False,9,3,6.0,2,00000100000000000000100000001,7.0,,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_2,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_3,octmnist,RegNetY400MF,L50_G50,tralo,3,2,1000,,109,29,29,False,8,1,3.0,1,00100000000000000000000000000,4.0,fully_satisfied,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_3,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_4,octmnist,RegNetY400MF,L50_G50,tralo,4,2,1000,,112,29,29,False,9,3,7.0,3,00000010000001000000100000000,8.0,,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_4,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_1,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,1,4,2400,,74,29,29,False,29,1,5.0,1,00001000000000000000000000000,5.0,fully_satisfied,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_1,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_2,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,2,4,2400,,101,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_2,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_3,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,3,4,2400,,78,29,29,False,29,1,3.0,1,00100000000000000000000000000,3.0,fully_satisfied,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_3,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_4,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,4,4,2400,,107,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_4,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_1,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,1,4,2400,,81,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_2,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,2,4,2400,,101,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_2,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_3,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,3,4,2400,,93,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_3,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_4,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,4,4,2400,,102,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_4,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_1,tissuemnist,RegNetY400MF,L50_G50,tralo,1,4,2400,,100,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_2,tissuemnist,RegNetY400MF,L50_G50,tralo,2,4,2400,,114,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_2,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_3,tissuemnist,RegNetY400MF,L50_G50,tralo,3,4,2400,,82,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_3,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_4,tissuemnist,RegNetY400MF,L50_G50,tralo,4,4,2400,,91,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_4,NEVER_SAT
