path,dataset,model,cap,method,seed,warmup,cepochs,sct,ce_skip_cfg,n_rows,n_repeat_hdr,max_e,first_e,E,inferred_tail,n_sat,first_sat,n_down,held_tail,n_local_groups,ex_first,ex_min,sat_epoch_csv,sat_epoch_present,sat_epoch_raw,min_total_excess,min_excess_epoch,best_sat_epoch,restored_from,off_sched_unsat,off_sched_sat,missing_sched,obs_frac
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_1,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,1,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,3,27.0,0,False,,310.0,0.0,27.0,True,27.0,0.0,27.0,,,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_2,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,2,1,29,ABSENT(5),ABSENT(True),25,0,25,1,25,False,5,21.0,0,True,,210.0,0.0,21.0,True,21.0,0.0,21.0,,,0,0,0,0.8620689655172413
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_3,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,3,1,29,ABSENT(5),ABSENT(True),21,0,21,1,21,False,5,17.0,0,True,,480.0,0.0,17.0,True,17.0,0.0,17.0,,,0,0,0,0.7241379310344828
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_4,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,4,1,29,ABSENT(5),ABSENT(True),26,0,26,1,26,False,5,22.0,0,True,,222.0,0.0,22.0,True,22.0,0.0,22.0,,,0,0,0,0.896551724137931
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_1,dermmnist,RegNetY400MF,L30_G30,tralo,1,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,310.0,168.0,,True,,156.0,7.0,,,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_2,dermmnist,RegNetY400MF,L30_G30,tralo,2,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,210.0,170.0,,True,,170.0,5.0,,5.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_3,dermmnist,RegNetY400MF,L30_G30,tralo,3,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,480.0,152.0,,True,,58.0,4.0,,4.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_4,dermmnist,RegNetY400MF,L30_G30,tralo,4,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,222.0,46.0,,True,,46.0,30.0,,,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_1,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,1,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,133.0,99.0,,True,,99.0,15.0,,15.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_2,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,2,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,1,29.0,0,False,,215.0,0.0,29.0,True,29.0,0.0,29.0,,,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_3,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,3,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,281.0,61.0,,True,,61.0,3.0,,3.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_4,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,225.0,103.0,,True,,103.0,7.0,,7.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_1,octmnist,RegNetY400MF,L30_G30,hounie_rcl,1,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,133.0,63.0,,True,,63.0,23.0,,23.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_2,octmnist,RegNetY400MF,L30_G30,hounie_rcl,2,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,215.0,65.0,,True,,65.0,6.0,,6.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_3,octmnist,RegNetY400MF,L30_G30,hounie_rcl,3,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,281.0,63.0,,True,,63.0,29.0,,,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_4,octmnist,RegNetY400MF,L30_G30,hounie_rcl,4,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,225.0,67.0,,True,,67.0,7.0,,,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_1,octmnist,RegNetY400MF,L30_G30,tralo,1,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,133.0,129.0,,True,,91.0,24.0,,24.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_2,octmnist,RegNetY400MF,L30_G30,tralo,2,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,215.0,107.0,,True,,97.0,29.0,,29.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_3,octmnist,RegNetY400MF,L30_G30,tralo,3,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,281.0,101.0,,True,,101.0,10.0,,,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_4,octmnist,RegNetY400MF,L30_G30,tralo,4,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,225.0,36.0,,True,,27.0,8.0,,8.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_1,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,1,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,188.0,46.0,,True,,46.0,5.0,,5.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_2,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,2,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,316.0,100.0,,True,,100.0,2.0,,2.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_3,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,3,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,214.0,54.0,,True,,54.0,3.0,,3.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_4,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,4,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,328.0,112.0,,True,,112.0,8.0,,8.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_1,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,1,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,188.0,104.0,,True,,104.0,23.0,,23.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_2,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,2,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,316.0,100.0,,True,,100.0,2.0,,2.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_3,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,3,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,214.0,70.0,,True,,70.0,3.0,,3.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_4,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,4,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,328.0,108.0,,True,,108.0,22.0,,22.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_1,tissuemnist,RegNetY400MF,L30_G30,tralo,1,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,2.0,188.0,154.0,,True,,108.0,17.0,,17.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_2,tissuemnist,RegNetY400MF,L30_G30,tralo,2,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,2.0,316.0,144.0,,True,,144.0,5.0,,5.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_3,tissuemnist,RegNetY400MF,L30_G30,tralo,3,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,2.0,214.0,178.0,,True,,120.0,4.0,,4.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_4,tissuemnist,RegNetY400MF,L30_G30,tralo,4,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,2.0,328.0,240.0,,True,,170.0,28.0,,28.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_1,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,1,1,29,ABSENT(5),ABSENT(True),20,0,20,1,20,False,5,16.0,0,True,,221.0,0.0,16.0,True,16.0,0.0,16.0,,,0,0,0,0.6896551724137931
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_2,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,2,1,29,ABSENT(5),ABSENT(True),22,0,22,1,22,False,5,18.0,0,True,,121.0,0.0,18.0,True,18.0,0.0,18.0,,,0,0,0,0.7586206896551724
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_3,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,3,1,29,ABSENT(5),ABSENT(True),21,0,21,1,21,False,5,17.0,0,True,,391.0,0.0,17.0,True,17.0,0.0,17.0,,,0,0,0,0.7241379310344828
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_4,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,1,29,ABSENT(5),ABSENT(True),19,0,19,1,19,False,5,15.0,0,True,,133.0,0.0,15.0,True,15.0,0.0,15.0,,,0,0,0,0.6551724137931034
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_1,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,1,1,29,ABSENT(5),ABSENT(True),24,0,24,1,24,False,5,20.0,0,True,,221.0,0.0,20.0,True,20.0,0.0,20.0,,,0,0,0,0.8275862068965517
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_2,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,2,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,5,25.0,0,True,,121.0,0.0,25.0,True,25.0,0.0,25.0,,,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_3,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,3,1,29,ABSENT(5),ABSENT(True),26,0,26,1,26,False,5,22.0,0,True,,391.0,0.0,22.0,True,22.0,0.0,22.0,,,0,0,0,0.896551724137931
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_4,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,4,1,29,ABSENT(5),ABSENT(True),26,0,26,1,26,False,5,22.0,0,True,,133.0,0.0,22.0,True,22.0,0.0,22.0,,,0,0,0,0.896551724137931
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_1,dermmnist,RegNetY400MF,L50_G50,tralo,1,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,221.0,53.0,,True,,8.0,17.0,,,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_2,dermmnist,RegNetY400MF,L50_G50,tralo,2,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,121.0,41.0,,True,,41.0,20.0,,20.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_3,dermmnist,RegNetY400MF,L50_G50,tralo,3,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,391.0,107.0,,True,,12.0,4.0,,4.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_4,dermmnist,RegNetY400MF,L50_G50,tralo,4,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,3.0,133.0,47.0,,True,,15.0,11.0,,,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_1,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,1,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,34.0,20.0,,True,,20.0,24.0,,24.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_2,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,2,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,1,26.0,1,False,,116.0,0.0,26.0,True,26,0.0,26.0,,26.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_3,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,3,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,4,3.0,2,False,,182.0,0.0,3.0,True,3,0.0,3.0,,18.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_4,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,2,15.0,2,False,,126.0,0.0,15.0,True,15,0.0,15.0,,17.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_1,octmnist,RegNetY400MF,L50_G50,hounie_rcl,1,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,34.0,20.0,,True,,20.0,16.0,,16.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_2,octmnist,RegNetY400MF,L50_G50,hounie_rcl,2,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,5,3.0,5,False,,116.0,0.0,3.0,True,3,0.0,3.0,,27.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_3,octmnist,RegNetY400MF,L50_G50,hounie_rcl,3,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,2,3.0,2,False,,182.0,0.0,3.0,True,3,0.0,3.0,,5.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_4,octmnist,RegNetY400MF,L50_G50,hounie_rcl,4,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,126.0,2.0,,True,,2.0,9.0,,,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_1,octmnist,RegNetY400MF,L50_G50,tralo,1,1,29,ABSENT(5),False,8,0,29,1,29,False,1,15.0,1,False,3.0,34.0,0.0,16.0,True,16,0.0,16.0,,16.0,0,1,0,0.27586206896551724
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_2,octmnist,RegNetY400MF,L50_G50,tralo,2,1,29,ABSENT(5),False,9,0,29,1,29,False,3,6.0,2,False,3.0,116.0,0.0,7.0,True,7.0,0.0,7.0,,,0,2,0,0.3103448275862069
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_3,octmnist,RegNetY400MF,L50_G50,tralo,3,1,29,ABSENT(5),False,8,0,29,1,29,False,1,3.0,1,False,3.0,182.0,0.0,4.0,True,4,0.0,4.0,,4.0,0,1,0,0.27586206896551724
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_4,octmnist,RegNetY400MF,L50_G50,tralo,4,1,29,ABSENT(5),False,9,0,29,1,29,False,3,7.0,3,False,3.0,126.0,0.0,8.0,True,8.0,0.0,8.0,,,0,2,0,0.3103448275862069
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_1,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,1,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,1,5.0,1,False,,118.0,0.0,5.0,True,5,0.0,5.0,,5.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_2,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,2,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,246.0,30.0,,True,,30.0,2.0,,2.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_3,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,3,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,1,3.0,1,False,,144.0,0.0,3.0,True,3,0.0,3.0,,3.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_4,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,4,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,258.0,42.0,,True,,42.0,8.0,,8.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_1,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,1,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,118.0,3.0,,True,,3.0,9.0,,9.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_2,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,2,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,246.0,30.0,,True,,30.0,2.0,,2.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_3,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,3,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,144.0,14.0,,True,,14.0,3.0,,3.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_4,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,4,1,29,ABSENT(5),ABSENT(True),29,0,29,1,29,False,0,,0,False,,258.0,32.0,,True,,32.0,9.0,,9.0,0,0,0,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_1,tissuemnist,RegNetY400MF,L50_G50,tralo,1,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,2.0,118.0,118.0,,True,,28.0,6.0,,6.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_2,tissuemnist,RegNetY400MF,L50_G50,tralo,2,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,2.0,246.0,120.0,,True,,56.0,3.0,,3.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_3,tissuemnist,RegNetY400MF,L50_G50,tralo,3,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,2.0,144.0,36.0,,True,,3.0,7.0,,7.0,0,0,0,0.2413793103448276
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_4,tissuemnist,RegNetY400MF,L50_G50,tralo,4,1,29,ABSENT(5),False,7,0,29,1,29,False,0,,0,False,2.0,258.0,100.0,,True,,11.0,11.0,,11.0,0,0,0,0.2413793103448276
