ds,model,cls,grp,tight,L,G,method,seed,f1m,f1w,acc,ece,brier,flips,sat,sat_epoch,phase
dermmnist,ResNet18,4,loc_group,L70_G70,70,70,tralo,3,0.7587,0.8543,0.8607,0.105,0.2443,2.0,1.0,57.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L70_G70,70,70,tralo,4,0.7846,0.8664,0.8717,0.1006,0.2265,23.0,1.0,54.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L70_G70,70,70,tralo_bounded,1,0.7749,0.8565,0.8617,0.0986,0.2357,12.0,1.0,51.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L70_G70,70,70,tralo_bounded,2,0.7653,0.8582,0.8637,0.1013,0.2327,15.0,1.0,53.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L70_G70,70,70,tralo_bounded,3,0.7544,0.8515,0.8577,0.1021,0.2455,8.0,1.0,57.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L70_G70,70,70,tralo_bounded,4,0.7904,0.8679,0.8732,0.0993,0.222,26.0,1.0,52.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,danits_lp,1,0.7128,0.8227,0.8342,0.1282,0.2867,2.0,0.0,,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,danits_lp,2,0.7695,0.86,0.8642,0.0968,0.2259,5.0,0.0,,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,danits_lp,3,0.6949,0.8181,0.8293,0.13,0.2932,3.0,0.0,,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,danits_lp,4,0.7778,0.8638,0.8702,0.0957,0.2157,0.0,1.0,,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,fioretto_ldf,1,0.777,0.8587,0.8632,0.0981,0.2349,24.0,1.0,1.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,fioretto_ldf,2,0.7736,0.8615,0.8657,0.1001,0.2319,38.0,1.0,3.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,fioretto_ldf,3,0.7586,0.8532,0.8582,0.1014,0.2422,14.0,1.0,2.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,fioretto_ldf,4,0.7887,0.8698,0.8737,0.0934,0.2157,26.0,1.0,1.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,heuristic,1,0.7138,0.8248,0.8352,0.1282,0.2867,21.0,0.0,,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,heuristic,2,0.7685,0.8596,0.8637,0.0968,0.2259,11.0,0.0,,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,heuristic,3,0.7001,0.8249,0.8347,0.13,0.2932,16.0,0.0,,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,heuristic,4,0.7894,0.8714,0.8752,0.0957,0.2157,36.0,1.0,,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,hounie_rcl,1,0.777,0.8587,0.8632,0.0981,0.2349,24.0,1.0,1.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,hounie_rcl,2,0.7716,0.8607,0.8647,0.0976,0.2276,17.0,1.0,16.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,hounie_rcl,3,0.7584,0.8526,0.8577,0.1008,0.2416,6.0,1.0,2.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,hounie_rcl,4,0.7887,0.8698,0.8737,0.0934,0.2157,26.0,1.0,1.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,tralo,1,0.7802,0.859,0.8622,0.0965,0.2305,4.0,1.0,51.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,tralo,2,0.7645,0.8588,0.8637,0.0998,0.2307,12.0,1.0,52.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,tralo,3,0.7522,0.8509,0.8567,0.1051,0.248,26.0,1.0,52.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,tralo,4,0.782,0.8673,0.8717,0.0968,0.2186,4.0,1.0,51.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,tralo_bounded,1,0.777,0.8587,0.8632,0.0981,0.2349,24.0,1.0,51.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,tralo_bounded,2,0.767,0.8596,0.8637,0.0986,0.2281,9.0,1.0,52.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,tralo_bounded,3,0.7594,0.8538,0.8587,0.1004,0.2419,10.0,1.0,52.0,paperv2_phase3
dermmnist,ResNet18,4,loc_group,L80_G80,80,80,tralo_bounded,4,0.7887,0.8698,0.8737,0.0934,0.2157,26.0,1.0,51.0,paperv2_phase3
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,danits_lp,1,0.8755,0.8817,0.9025,0.0174,0.0405,174.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,danits_lp,2,0.8805,0.8851,0.9067,0.0159,0.0365,171.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,danits_lp,3,0.8861,0.8897,0.9108,0.0117,0.0292,177.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,fioretto_ldf,1,0.88,0.8841,0.9021,0.0858,0.1833,9.0,1.0,33.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,fioretto_ldf,2,0.87,0.8738,0.8896,0.0914,0.2025,7.0,1.0,22.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,fioretto_ldf,3,0.873,0.8799,0.8954,0.0945,0.1984,11.0,1.0,23.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,fioretto_ldf,4,0.8769,0.8822,0.9008,0.0808,0.1739,6.0,1.0,26.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,heuristic,1,0.8742,0.8825,0.9025,0.0174,0.0405,174.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,heuristic,2,0.8797,0.8856,0.9067,0.0159,0.0365,171.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,heuristic,3,0.8848,0.8897,0.9108,0.0117,0.0292,177.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,hounie_rcl,1,0.8716,0.8747,0.8896,0.1055,0.2235,22.0,1.0,133.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,hounie_rcl,2,0.8526,0.8557,0.8667,0.1218,0.2679,30.0,1.0,84.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,hounie_rcl,3,0.8676,0.873,0.8908,0.1003,0.2178,27.0,1.0,97.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,hounie_rcl,4,0.8725,0.877,0.8938,0.0972,0.2088,25.0,1.0,102.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,tralo,1,0.8792,0.8831,0.9004,0.0851,0.1834,3.0,1.0,105.0,paper400_tralofix
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,tralo,2,0.8678,0.8714,0.8862,0.0933,0.2065,6.0,1.0,84.0,paper400_tralofix
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,tralo,3,0.8728,0.8789,0.8967,0.085,0.1859,0.0,1.0,89.0,paper400_tralofix
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,tralo,4,0.878,0.8832,0.9017,0.0781,0.1708,1.0,1.0,94.0,paper400_tralofix
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,tralo_bounded,1,0.8789,0.8827,0.9,0.086,0.1852,6.0,1.0,105.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,tralo_bounded,2,0.8647,0.8682,0.8821,0.1005,0.2205,14.0,1.0,84.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,tralo_bounded,3,0.8735,0.8797,0.8971,0.0864,0.1873,4.0,1.0,89.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G20,20,20,tralo_bounded,4,0.8771,0.8824,0.9008,0.0837,0.1798,9.0,1.0,94.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L20_G50,20,50,danits_lp,1,0.8755,0.8817,0.9025,0.0174,0.0405,174.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L20_G50,20,50,danits_lp,2,0.8805,0.8851,0.9067,0.0159,0.0365,171.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L20_G50,20,50,danits_lp,3,0.8861,0.8897,0.9108,0.0117,0.0292,177.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L20_G50,20,50,heuristic,1,0.8742,0.8825,0.9025,0.0174,0.0405,174.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L20_G50,20,50,heuristic,2,0.8797,0.8856,0.9067,0.0159,0.0365,171.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L20_G50,20,50,heuristic,3,0.8848,0.8897,0.9108,0.0117,0.0292,177.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,danits_lp,1,0.8918,0.8975,0.9117,0.0174,0.0405,152.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,danits_lp,2,0.8967,0.9008,0.9158,0.0159,0.0365,149.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,danits_lp,3,0.9021,0.9051,0.92,0.0117,0.0292,155.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,fioretto_ldf,1,0.8976,0.9011,0.9137,0.0699,0.1558,3.0,0.0,,arch_validation
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,fioretto_ldf,2,0.888,0.8911,0.9021,0.082,0.1853,11.0,1.0,21.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,fioretto_ldf,3,0.8912,0.8968,0.9075,0.0802,0.1725,11.0,1.0,22.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,fioretto_ldf,4,0.8964,0.9009,0.9137,0.0671,0.1501,5.0,1.0,24.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,heuristic,1,0.891,0.8979,0.9117,0.0174,0.0405,152.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,heuristic,2,0.8964,0.9012,0.9158,0.0159,0.0365,149.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,heuristic,3,0.9013,0.9054,0.92,0.0117,0.0292,155.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,hounie_rcl,1,0.887,0.8893,0.8983,0.1051,0.2201,38.0,1.0,143.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,hounie_rcl,2,0.8759,0.8786,0.8867,0.1075,0.2336,40.0,1.0,106.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,hounie_rcl,3,0.8862,0.8908,0.9029,0.094,0.2033,39.0,1.0,99.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,hounie_rcl,4,0.891,0.8951,0.9071,0.0904,0.1914,39.0,1.0,108.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,tralo,1,0.8956,0.899,0.9113,0.0744,0.1614,3.0,1.0,92.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,tralo,2,0.888,0.8913,0.9025,0.0781,0.1752,1.0,1.0,76.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,tralo,3,0.8919,0.8968,0.9092,0.0747,0.1664,5.0,1.0,80.0,paper400_tralofix
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,tralo,4,0.8955,0.8998,0.9125,0.069,0.1527,4.0,1.0,83.0,paper400_tralofix
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,tralo_bounded,1,0.8958,0.8991,0.9113,0.0743,0.1642,4.0,1.0,92.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,tralo_bounded,2,0.8875,0.8907,0.9017,0.0776,0.1771,3.0,0.0,,arch_validation
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,tralo_bounded,3,0.8906,0.8957,0.9075,0.0815,0.1778,17.0,1.0,80.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L30_G30,30,30,tralo_bounded,4,0.8958,0.9002,0.9129,0.0707,0.1557,9.0,1.0,83.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L30_G80,30,80,danits_lp,1,0.8918,0.8975,0.9117,0.0174,0.0405,152.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G80,30,80,danits_lp,2,0.8967,0.9008,0.9158,0.0159,0.0365,149.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G80,30,80,danits_lp,3,0.9021,0.9051,0.92,0.0117,0.0292,155.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G80,30,80,heuristic,1,0.891,0.8979,0.9117,0.0174,0.0405,152.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G80,30,80,heuristic,2,0.8964,0.9012,0.9158,0.0159,0.0365,149.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L30_G80,30,80,heuristic,3,0.9013,0.9054,0.92,0.0117,0.0292,155.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G20,50,20,danits_lp,1,0.8755,0.8817,0.9025,0.0174,0.0405,174.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G20,50,20,danits_lp,2,0.8805,0.8851,0.9067,0.0159,0.0365,171.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G20,50,20,danits_lp,3,0.8861,0.8897,0.9108,0.0117,0.0292,177.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G20,50,20,heuristic,1,0.8742,0.8825,0.9025,0.0174,0.0405,174.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G20,50,20,heuristic,2,0.8797,0.8856,0.9067,0.0159,0.0365,171.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G20,50,20,heuristic,3,0.8847,0.8897,0.9108,0.0117,0.0292,177.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,danits_lp,1,0.9207,0.9251,0.9304,0.0174,0.0405,107.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,danits_lp,2,0.9254,0.9286,0.9346,0.0159,0.0365,104.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,danits_lp,3,0.9304,0.9327,0.9387,0.0117,0.0292,110.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,fioretto_ldf,1,0.9157,0.9186,0.9258,0.0571,0.1256,0.0,1.0,27.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,fioretto_ldf,2,0.9135,0.916,0.9217,0.0608,0.1383,0.0,1.0,18.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,fioretto_ldf,3,0.9084,0.9127,0.92,0.0623,0.1383,0.0,1.0,20.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,fioretto_ldf,4,0.9261,0.929,0.9342,0.047,0.1129,2.0,0.0,,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,heuristic,1,0.9205,0.9249,0.9304,0.0174,0.0405,107.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,heuristic,2,0.9253,0.9286,0.9346,0.0159,0.0365,104.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,heuristic,3,0.9301,0.9327,0.9387,0.0117,0.0292,110.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,hounie_rcl,1,0.8966,0.8994,0.9096,0.0751,0.1605,0.0,1.0,152.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,hounie_rcl,2,0.8877,0.8905,0.9,0.0788,0.1776,0.0,1.0,93.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,hounie_rcl,3,0.8908,0.8951,0.9079,0.0763,0.1637,0.0,1.0,108.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,hounie_rcl,4,0.8925,0.8969,0.9104,0.0699,0.1568,0.0,1.0,119.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,tralo,1,0.9179,0.9205,0.9271,0.0546,0.1239,0.0,1.0,82.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,tralo,2,0.9204,0.9226,0.9271,0.0564,0.1279,0.0,1.0,69.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,tralo,3,0.9192,0.922,0.9279,0.0577,0.1269,0.0,1.0,72.0,paper400_tralofix
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,tralo,4,0.9233,0.9265,0.9321,0.0502,0.1156,0.0,1.0,75.0,paper400_tralofix
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,tralo_bounded,1,0.918,0.9206,0.9271,0.054,0.1222,2.0,0.0,,arch_validation
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,tralo_bounded,2,0.9132,0.9156,0.9213,0.0627,0.1389,0.0,1.0,69.0,arch_validation
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,tralo_bounded,3,0.9124,0.9162,0.9233,0.0604,0.1323,0.0,1.0,72.0,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L50_G50,50,50,tralo_bounded,4,0.9249,0.9281,0.9333,0.0458,0.1101,6.0,0.0,,paper400_baselines
eurosat,MobileNetV3,4,synth_group,L70_G70,70,70,danits_lp,1,0.9446,0.9473,0.9487,0.0174,0.0405,63.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L70_G70,70,70,danits_lp,2,0.9491,0.9512,0.9529,0.0159,0.0365,60.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L70_G70,70,70,danits_lp,3,0.9541,0.9554,0.9571,0.0117,0.0292,66.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L70_G70,70,70,heuristic,1,0.9446,0.9472,0.9487,0.0174,0.0405,63.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L70_G70,70,70,heuristic,2,0.9491,0.9512,0.9529,0.0159,0.0365,60.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L70_G70,70,70,heuristic,3,0.9541,0.9554,0.9571,0.0117,0.0292,66.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G30,80,30,danits_lp,1,0.8925,0.8981,0.9121,0.0174,0.0405,151.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G30,80,30,danits_lp,2,0.8973,0.9014,0.9163,0.0159,0.0365,148.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G30,80,30,danits_lp,3,0.9028,0.9058,0.9204,0.0117,0.0292,154.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G30,80,30,heuristic,1,0.8918,0.8986,0.9121,0.0174,0.0405,151.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G30,80,30,heuristic,2,0.8971,0.9019,0.9163,0.0159,0.0365,148.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G30,80,30,heuristic,3,0.9021,0.906,0.9204,0.0117,0.0292,154.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G80,80,80,danits_lp,1,0.9559,0.9578,0.9583,0.0174,0.0405,40.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G80,80,80,danits_lp,2,0.9602,0.9618,0.9625,0.0159,0.0365,37.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G80,80,80,danits_lp,3,0.9652,0.966,0.9667,0.0117,0.0292,43.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G80,80,80,heuristic,1,0.9559,0.9578,0.9583,0.0174,0.0405,40.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G80,80,80,heuristic,2,0.9602,0.9618,0.9625,0.0159,0.0365,37.0,0.0,,expansion_baselines
eurosat,MobileNetV3,4,synth_group,L80_G80,80,80,heuristic,3,0.9651,0.966,0.9667,0.0117,0.0292,43.0,0.0,,expansion_baselines
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,danits_lp,1,0.4191,0.5238,0.5429,0.3455,0.7766,77.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,danits_lp,2,0.4327,0.5369,0.5642,0.3307,0.7352,87.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,danits_lp,3,0.3659,0.4591,0.4967,0.398,0.8605,101.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,danits_lp,4,0.4201,0.5199,0.5346,0.347,0.772,78.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,fioretto_ldf,1,0.3918,0.5049,0.5363,0.3744,0.8142,4.0,1.0,32.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,fioretto_ldf,2,0.3951,0.4954,0.5233,0.3715,0.8183,8.0,1.0,39.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,fioretto_ldf,3,0.3913,0.4788,0.5217,0.4025,0.8592,7.0,1.0,28.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,fioretto_ldf,4,0.414,0.5095,0.5196,0.3723,0.829,7.0,1.0,35.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,heuristic,1,0.4203,0.5245,0.5433,0.3455,0.7766,77.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,heuristic,2,0.4304,0.5358,0.5633,0.3307,0.7352,87.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,heuristic,3,0.3659,0.4591,0.4967,0.398,0.8605,101.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,heuristic,4,0.4201,0.5199,0.5346,0.347,0.772,78.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,hounie_rcl,1,0.4076,0.5197,0.5442,0.358,0.7997,11.0,1.0,75.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,hounie_rcl,2,0.412,0.5109,0.5371,0.3578,0.8004,8.0,1.0,70.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,hounie_rcl,3,0.3796,0.4795,0.5162,0.4007,0.865,12.0,1.0,83.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,hounie_rcl,4,0.4052,0.4958,0.5088,0.3835,0.8489,9.0,1.0,74.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,tralo,1,0.4042,0.5129,0.5421,0.3656,0.8023,1.0,1.0,82.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,tralo,2,0.3996,0.5023,0.5288,0.3613,0.8034,8.0,1.0,88.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,tralo,3,0.3942,0.483,0.5242,0.3975,0.8485,7.0,1.0,75.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,tralo,4,0.42,0.5102,0.5258,0.3682,0.8212,1.0,1.0,82.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,tralo_bounded,1,0.3935,0.5055,0.5379,0.3717,0.8124,4.0,1.0,82.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,tralo_bounded,2,0.4101,0.5081,0.5371,0.3577,0.7994,7.0,1.0,87.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,tralo_bounded,3,0.3966,0.4833,0.5242,0.3992,0.8507,7.0,1.0,75.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L20_G20,20,20,tralo_bounded,4,0.4151,0.5113,0.525,0.3689,0.827,5.0,1.0,82.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,danits_lp,1,0.4301,0.53,0.5463,0.3455,0.7766,60.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,danits_lp,2,0.4376,0.5398,0.565,0.3307,0.7352,70.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,danits_lp,3,0.3714,0.4621,0.4983,0.398,0.8605,84.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,danits_lp,4,0.4316,0.5264,0.5383,0.347,0.772,61.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,fioretto_ldf,1,0.4319,0.5388,0.5583,0.3469,0.7704,13.0,1.0,30.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,fioretto_ldf,2,0.4203,0.5085,0.5329,0.3625,0.8047,8.0,1.0,32.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,fioretto_ldf,3,0.4028,0.488,0.5262,0.3915,0.8428,10.0,1.0,20.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,fioretto_ldf,4,0.4288,0.5178,0.525,0.3651,0.8183,14.0,1.0,28.0,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,heuristic,1,0.4291,0.5293,0.5458,0.3455,0.7766,60.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,heuristic,2,0.4392,0.5407,0.5658,0.3307,0.7352,70.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,heuristic,3,0.3714,0.4621,0.4983,0.398,0.8605,84.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,heuristic,4,0.4305,0.5259,0.5379,0.347,0.772,61.0,0.0,,paperv2_phase6
tissuemnist,EfficientNetB0,4,synth_group,L30_G30,30,30,hounie_rcl,1,0.4042,0.515,0.5417,0.3651,0.8003,14.0,1.0,66.0,paperv2_phase6
