Epoch,Train_Acc,L_CE,L_Global,L_Local,L_KL,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Class0,Hard_Class0,Soft_Class0,Limit_Class1,Hard_Class1,Soft_Class1,Limit_Class2,Hard_Class2,Soft_Class2,Limit_Class3,Hard_Class3,Soft_Class3,Limit_Class4,Hard_Class4,Soft_Class4,Limit_Class5,Hard_Class5,Soft_Class5,Limit_Class6,Hard_Class6,Soft_Class6,Group0_Hard_Class4,Group0_Soft_Class4,Group0_Limit_Class4,Group1_Hard_Class4,Group1_Soft_Class4,Group1_Limit_Class4,Group2_Hard_Class4,Group2_Soft_Class4,Group2_Limit_Class4
120,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,55,58.97,inf,117,114.48,inf,204,206.77,inf,23,22.97,67,66,66.56,inf,1510,1504.41,inf,28,28.84,30,28.80,29,24,25.93,26,12,11.82,12
125,1.0000,0.000000,0.000000,0.000402,0.000000,0.08,0.00,1,0,inf,55,59.01,inf,117,114.51,inf,203,206.05,inf,23,23.10,67,66,66.90,inf,1511,1504.59,inf,28,28.84,30,29.04,29,24,25.82,26,12,12.04,12
130,1.0000,0.000000,0.000000,0.000079,0.000000,0.08,0.00,1,0,inf,55,59.14,inf,117,114.94,inf,203,206.03,inf,23,22.99,67,66,66.83,inf,1511,1504.24,inf,28,28.83,30,28.87,29,24,25.95,26,12,12.01,12
135,1.0000,0.000000,0.000073,0.000341,0.000000,0.08,0.00,1,0,inf,55,59.24,inf,117,115.05,inf,204,206.73,inf,23,22.89,67,66,67.06,inf,1510,1503.19,inf,28,28.83,30,29.08,29,24,26.03,26,12,11.95,12
140,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,55,59.08,inf,117,115.24,inf,203,206.42,inf,23,22.90,67,66,66.45,inf,1511,1504.07,inf,28,28.84,30,28.83,29,24,25.75,26,12,11.88,12
145,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,56,59.20,inf,117,115.58,inf,202,206.18,inf,23,22.84,67,66,66.45,inf,1511,1503.91,inf,28,28.84,30,28.73,29,24,25.84,26,12,11.88,12
150,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,56,59.21,inf,118,115.64,inf,202,205.99,inf,23,22.87,67,66,66.52,inf,1510,1503.91,inf,28,28.86,30,28.83,29,24,25.76,26,12,11.93,12
155,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,56,59.31,inf,119,115.82,inf,202,205.81,inf,23,22.88,67,66,66.55,inf,1509,1503.79,inf,28,28.85,30,28.85,29,24,25.75,26,12,11.94,12
160,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,56,59.41,inf,119,116.15,inf,202,205.38,inf,23,22.88,67,66,66.20,inf,1509,1504.14,inf,28,28.84,30,28.58,29,24,25.69,26,12,11.92,12
165,1.0000,0.000000,0.000000,0.000031,0.000000,0.08,0.00,1,0,inf,57,59.57,inf,119,116.17,inf,202,206.12,inf,22,22.86,67,66,66.81,inf,1509,1502.61,inf,28,28.86,30,29.01,29,24,25.82,26,12,11.97,12
170,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,57,59.53,inf,119,116.36,inf,203,206.39,inf,22,22.85,67,66,66.10,inf,1508,1502.91,inf,28,28.86,30,28.66,29,24,25.62,26,12,11.82,12
175,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,59,59.75,inf,119,116.59,inf,203,206.59,inf,21,22.77,67,66,66.81,inf,1507,1501.64,inf,28,28.85,30,28.94,29,24,25.97,26,12,11.90,12
180,1.0000,0.000000,0.000365,0.000977,0.000000,0.08,0.00,1,0,inf,58,59.74,inf,119,116.72,inf,203,206.37,inf,22,22.79,67,66,67.29,inf,1507,1501.25,inf,28,28.83,30,29.16,29,24,26.11,26,12,12.02,12
185,1.0000,0.000000,0.000420,0.001310,0.000000,0.08,0.00,1,0,inf,57,59.69,inf,119,116.67,inf,202,206.08,inf,22,22.79,67,66,67.34,inf,1509,1501.60,inf,28,28.83,30,29.20,29,24,26.05,26,12,12.08,12
190,1.0000,0.000000,0.000602,0.001562,0.000000,0.08,0.00,1,0,inf,58,59.70,inf,120,116.77,inf,203,206.46,inf,22,22.65,67,66,67.47,inf,1506,1501.14,inf,28,28.81,30,29.22,29,24,26.26,26,12,11.99,12
195,1.0000,0.000000,0.000000,0.000948,0.000000,0.08,0.00,1,0,inf,56,59.39,inf,119,116.81,inf,202,205.09,inf,23,22.86,67,66,66.68,inf,1509,1503.38,inf,28,28.79,30,28.74,29,24,25.80,26,12,12.14,12
200,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,56,59.19,inf,119,116.71,inf,202,205.19,inf,23,22.79,67,66,65.86,inf,1509,1504.47,inf,28,28.80,30,28.45,29,24,25.51,26,12,11.89,12
205,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,56,59.24,inf,119,116.70,inf,202,205.44,inf,23,22.70,67,66,66.40,inf,1509,1503.74,inf,28,28.79,30,28.78,29,24,25.74,26,12,11.88,12
210,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,56,59.22,inf,119,116.79,inf,202,205.03,inf,23,22.73,67,66,66.65,inf,1509,1503.81,inf,28,28.79,30,28.88,29,24,25.80,26,12,11.97,12
215,1.0000,0.000000,0.000084,0.000479,0.000000,0.08,0.00,1,0,inf,56,59.34,inf,120,117.03,inf,202,205.25,inf,23,22.65,67,66,67.07,inf,1508,1502.89,inf,28,28.77,30,28.99,29,24,26.15,26,12,11.93,12
220,1.0000,0.000000,0.000000,0.000407,0.000000,0.08,0.00,1,0,inf,57,59.44,inf,119,117.30,inf,202,204.41,inf,23,22.77,67,66,66.95,inf,1508,1503.35,inf,28,28.78,30,28.87,29,24,26.03,26,12,12.05,12
225,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,57,59.44,inf,120,117.35,inf,202,204.99,inf,23,22.68,67,66,66.33,inf,1507,1503.40,inf,28,28.82,30,28.88,29,24,25.66,26,12,11.78,12
230,1.0000,0.000000,0.000418,0.001169,0.000000,0.08,0.00,1,0,inf,57,59.57,inf,120,117.43,inf,202,204.47,inf,23,22.70,67,66,67.34,inf,1507,1502.69,inf,28,28.81,30,29.34,29,24,25.98,26,12,12.02,12
235,1.0000,0.000000,0.000000,0.000192,0.000000,0.08,0.00,1,0,inf,57,59.55,inf,120,117.89,inf,202,203.44,inf,23,22.73,67,66,66.87,inf,1507,1503.74,inf,28,28.77,30,28.81,29,24,26.06,26,12,12.00,12
240,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,57,59.57,inf,120,117.92,inf,202,203.56,inf,23,22.72,67,66,66.87,inf,1507,1503.58,inf,28,28.78,30,28.94,29,24,25.94,26,12,11.98,12
245,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,57,59.56,inf,120,118.02,inf,202,203.88,inf,23,22.67,67,66,66.50,inf,1507,1503.56,inf,28,28.80,30,28.91,29,24,25.72,26,12,11.87,12
250,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,57,59.50,inf,120,118.26,inf,202,203.24,inf,23,22.70,67,66,66.26,inf,1507,1504.24,inf,28,28.80,30,28.66,29,24,25.70,26,12,11.89,12
255,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,56,59.40,inf,120,118.41,inf,202,202.70,inf,23,22.73,67,66,66.11,inf,1508,1504.87,inf,28,28.78,30,28.50,29,24,25.71,26,12,11.90,12
260,1.0000,0.000000,0.000000,0.000024,0.000000,0.08,0.00,1,0,inf,56,59.37,inf,120,118.38,inf,202,203.35,inf,23,22.62,67,66,66.78,inf,1508,1503.73,inf,28,28.78,30,28.88,29,24,26.01,26,12,11.89,12
265,1.0000,0.000000,0.000279,0.000690,0.000000,0.08,0.00,1,0,inf,56,59.14,inf,120,118.16,inf,202,203.32,inf,23,22.67,67,66,67.23,inf,1508,1503.70,inf,28,28.79,30,29.18,29,24,26.05,26,12,12.00,12
270,1.0000,0.000000,0.000210,0.001152,0.000000,0.08,0.00,1,0,inf,56,58.88,inf,120,118.15,inf,202,202.82,inf,23,22.77,67,66,67.17,inf,1508,1504.42,inf,28,28.79,30,29.15,29,24,25.92,26,12,12.10,12
275,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,56,58.67,inf,120,118.10,inf,202,203.00,inf,23,22.64,67,66,66.89,inf,1508,1504.92,inf,28,28.77,30,28.95,29,24,26.00,26,12,11.95,12
280,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,55,58.32,inf,120,117.99,inf,202,202.58,inf,23,22.67,67,66,66.85,inf,1509,1505.83,inf,28,28.76,30,28.88,29,24,25.98,26,12,11.99,12
285,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,55,58.09,inf,119,117.82,inf,202,202.91,inf,23,22.65,67,66,66.75,inf,1510,1506.01,inf,28,28.77,30,28.95,29,24,25.86,26,12,11.95,12
290,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,54,57.79,inf,119,117.70,inf,203,202.92,inf,23,22.66,67,66,66.44,inf,1510,1506.70,inf,28,28.79,30,28.88,29,24,25.63,26,12,11.93,12
295,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,54,57.60,inf,119,117.73,inf,203,202.74,inf,23,22.68,67,66,66.38,inf,1510,1507.08,inf,28,28.78,30,28.77,29,24,25.66,26,12,11.94,12
300,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,54,57.63,inf,119,117.84,inf,203,203.09,inf,23,22.58,67,66,66.38,inf,1510,1506.73,inf,28,28.75,30,28.65,29,24,25.84,26,12,11.90,12
305,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,54,57.59,inf,120,117.84,inf,203,203.37,inf,23,22.55,67,66,66.64,inf,1509,1506.27,inf,28,28.75,30,28.76,29,24,25.93,26,12,11.94,12
310,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,54,57.38,inf,119,117.75,inf,203,203.56,inf,23,22.53,67,66,66.64,inf,1510,1506.39,inf,28,28.76,30,28.90,29,24,25.79,26,12,11.95,12
315,1.0000,0.000000,0.000518,0.001401,0.000000,0.08,0.00,1,0,inf,54,57.60,inf,120,117.93,inf,203,203.82,inf,23,22.46,67,66,67.41,inf,1509,1505.05,inf,28,28.73,30,29.17,29,24,26.22,26,12,12.03,12
320,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,54,57.46,inf,120,118.04,inf,203,203.40,inf,23,22.48,67,66,66.37,inf,1509,1506.54,inf,28,28.71,30,28.61,29,24,25.86,26,12,11.90,12
325,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,54,57.29,inf,120,118.14,inf,203,203.20,inf,23,22.50,67,66,65.90,inf,1509,1507.23,inf,28,28.73,30,28.45,29,24,25.57,26,12,11.89,12
330,1.0000,0.000000,0.000000,0.000017,0.000000,0.08,0.00,1,0,inf,54,57.40,inf,120,118.29,inf,203,203.51,inf,23,22.45,67,66,66.81,inf,1509,1505.81,inf,28,28.73,30,28.95,29,24,25.86,26,12,12.00,12
335,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,0,inf,54,57.34,inf,120,118.48,inf,203,203.42,inf,23,22.40,67,66,66.49,inf,1509,1506.14,inf,28,28.73,30,28.84,29,24,25.74,26,12,11.91,12
340,1.0000,0.000000,0.000198,0.000710,0.000000,0.08,0.00,1,0,inf,55,57.37,inf,120,118.54,inf,202,203.14,inf,23,22.40,67,66,67.16,inf,1509,1505.66,inf,28,28.72,30,29.12,29,24,25.99,26,12,12.05,12
345,1.0000,0.000000,0.000161,0.000407,0.000000,0.08,0.00,1,0,inf,55,57.39,inf,120,118.69,inf,202,203.08,inf,23,22.32,67,66,67.13,inf,1509,1505.69,inf,28,28.70,30,29.06,29,24,26.08,26,12,12.00,12
350,1.0000,0.000000,0.000269,0.000881,0.000000,0.08,0.00,1,0,inf,55,57.36,inf,120,118.79,inf,202,202.49,inf,23,22.39,67,66,67.22,inf,1509,1506.07,inf,28,28.69,30,29.04,29,24,26.12,26,12,12.06,12
