campaign,arm,dataset,model,method,cap,seed,warmup,cc_f1,cc_prec,cc_rec,f1_macro,acc,ece,sat,flips,constrained_class,group_column,config_path
b2_derm,hounie_rcl,dermmnist,ViTB16,hounie_rcl,L30_G30,1,50,0.3862,0.8358,0.2511,0.6506,0.8178,0.1608,,9.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/hounie_rcl/seed_1/config.json
b2_derm,hounie_rcl,dermmnist,ViTB16,hounie_rcl,L30_G30,2,50,0.3724,0.806,0.2422,0.6924,0.8253,0.1535,,14.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/hounie_rcl/seed_2/config.json
b2_derm,hounie_rcl,dermmnist,ViTB16,hounie_rcl,L30_G30,3,50,0.3793,0.8209,0.2466,0.6898,0.8263,0.1491,,8.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/hounie_rcl/seed_3/config.json
b2_derm,hounie_rcl,dermmnist,ViTB16,hounie_rcl,L30_G30,4,50,0.3862,0.8358,0.2511,0.6834,0.8228,0.153,,9.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/hounie_rcl/seed_4/config.json
b2_derm,tralo,dermmnist,ViTB16,tralo,L30_G30,1,50,0.3793,0.8209,0.2466,0.6474,0.8168,0.1611,,2.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/tralo/seed_1/config.json
b2_derm,tralo,dermmnist,ViTB16,tralo,L30_G30,2,50,0.3862,0.8358,0.2511,0.6896,0.8268,0.1548,,5.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/tralo/seed_2/config.json
b2_derm,tralo,dermmnist,ViTB16,tralo,L30_G30,3,50,0.3724,0.806,0.2422,0.6912,0.8263,0.1499,,0.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/tralo/seed_3/config.json
b2_derm,tralo,dermmnist,ViTB16,tralo,L30_G30,4,50,0.3862,0.8358,0.2511,0.6864,0.8233,0.1534,,6.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/tralo/seed_4/config.json
b2_derm,danits_lp,dermmnist,ViTB16,danits_lp,L40_G40,1,50,0.4295,0.7528,0.3004,0.658,0.8148,0.1483,,0.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/danits_lp/seed_1/config.json
b2_derm,danits_lp,dermmnist,ViTB16,danits_lp,L40_G40,2,50,0.4679,0.8202,0.3274,0.7133,0.8313,0.1275,,0.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/danits_lp/seed_2/config.json
b2_derm,danits_lp,dermmnist,ViTB16,danits_lp,L40_G40,3,50,0.4487,0.7865,0.3139,0.6932,0.8183,0.1382,,0.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/danits_lp/seed_3/config.json
b2_derm,danits_lp,dermmnist,ViTB16,danits_lp,L40_G40,4,50,0.4359,0.764,0.3049,0.6725,0.8168,0.1387,,0.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/danits_lp/seed_4/config.json
b2_derm,fioretto_ldf,dermmnist,ViTB16,fioretto_ldf,L40_G40,1,50,0.4615,0.809,0.3229,0.6673,0.8228,0.1533,,6.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/fioretto_ldf/seed_1/config.json
b2_derm,fioretto_ldf,dermmnist,ViTB16,fioretto_ldf,L40_G40,2,50,0.4615,0.809,0.3229,0.7033,0.8333,0.1494,,18.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/fioretto_ldf/seed_2/config.json
b2_derm,fioretto_ldf,dermmnist,ViTB16,fioretto_ldf,L40_G40,3,50,0.4551,0.7978,0.3184,0.7125,0.8337,0.1437,,11.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/fioretto_ldf/seed_3/config.json
b2_derm,fioretto_ldf,dermmnist,ViTB16,fioretto_ldf,L40_G40,4,50,0.4679,0.8202,0.3274,0.7036,0.8298,0.1481,,11.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/fioretto_ldf/seed_4/config.json
b2_derm,hounie_rcl,dermmnist,ViTB16,hounie_rcl,L40_G40,1,50,0.4551,0.7978,0.3184,0.6709,0.8248,0.1533,,14.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/hounie_rcl/seed_1/config.json
b2_derm,hounie_rcl,dermmnist,ViTB16,hounie_rcl,L40_G40,2,50,0.4551,0.7978,0.3184,0.7039,0.8337,0.1467,,18.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/hounie_rcl/seed_2/config.json
b2_derm,hounie_rcl,dermmnist,ViTB16,hounie_rcl,L40_G40,3,50,0.4551,0.7978,0.3184,0.7123,0.8318,0.1435,,11.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/hounie_rcl/seed_3/config.json
b2_derm,hounie_rcl,dermmnist,ViTB16,hounie_rcl,L40_G40,4,50,0.4551,0.7978,0.3184,0.6963,0.8273,0.1492,,15.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/hounie_rcl/seed_4/config.json
b2_derm,tralo,dermmnist,ViTB16,tralo,L40_G40,1,50,0.4551,0.7978,0.3184,0.6782,0.8253,0.1541,,2.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/tralo/seed_1/config.json
b2_derm,tralo,dermmnist,ViTB16,tralo,L40_G40,2,50,0.4551,0.7978,0.3184,0.7032,0.8337,0.1485,,0.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/tralo/seed_2/config.json
b2_derm,tralo,dermmnist,ViTB16,tralo,L40_G40,3,50,0.4551,0.7978,0.3184,0.7097,0.8313,0.1443,,3.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/tralo/seed_3/config.json
b2_derm,tralo,dermmnist,ViTB16,tralo,L40_G40,4,50,0.4551,0.7978,0.3184,0.7034,0.8293,0.1492,,3.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L40_G40/tralo/seed_4/config.json
