campaign,arm,dataset,model,method,cap,seed,warmup,cc_f1,cc_prec,cc_rec,f1_macro,acc,ece,sat,flips,constrained_class,group_column,config_path
b1,class_balanced,tissuemnist,MobileNetV3,class_balanced,L30_G30,4,5,0.2883,0.6275,0.1871,0.3927,0.5162,0.1739,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_4/config.json
b1,class_balanced,tissuemnist,MobileNetV3,class_balanced,L30_G30,4,50,0.2432,0.5294,0.1579,0.3791,0.5108,0.3913,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_4/config.json
b1,danits_lp,tissuemnist,MobileNetV3,danits_lp,L30_G30,1,5,0.2432,0.5294,0.1579,0.3805,0.4767,0.1396,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/danits_lp/seed_1/config.json
b1,danits_lp,tissuemnist,MobileNetV3,danits_lp,L30_G30,1,50,0.2523,0.549,0.1637,0.4009,0.5304,0.3869,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/danits_lp/seed_1/config.json
b1,danits_lp,tissuemnist,MobileNetV3,danits_lp,L30_G30,2,5,0.2523,0.549,0.1637,0.3814,0.4833,0.1251,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/danits_lp/seed_2/config.json
b1,danits_lp,tissuemnist,MobileNetV3,danits_lp,L30_G30,2,50,0.2432,0.5294,0.1579,0.3783,0.4604,0.4391,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/danits_lp/seed_2/config.json
b1,danits_lp,tissuemnist,MobileNetV3,danits_lp,L30_G30,3,5,0.2883,0.6275,0.1871,0.3945,0.525,0.1881,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/danits_lp/seed_3/config.json
b1,danits_lp,tissuemnist,MobileNetV3,danits_lp,L30_G30,3,50,0.2703,0.5882,0.1754,0.3886,0.5508,0.3657,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/danits_lp/seed_3/config.json
b1,danits_lp,tissuemnist,MobileNetV3,danits_lp,L30_G30,4,5,0.2703,0.5882,0.1754,0.416,0.5208,0.1865,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/danits_lp/seed_4/config.json
b1,danits_lp,tissuemnist,MobileNetV3,danits_lp,L30_G30,4,50,0.2703,0.5882,0.1754,0.3668,0.5337,0.3929,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/danits_lp/seed_4/config.json
b1,focal,tissuemnist,MobileNetV3,focal,L30_G30,1,5,0.2252,0.4902,0.1462,0.3856,0.4929,0.045,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/focal/seed_1/config.json
b1,focal,tissuemnist,MobileNetV3,focal,L30_G30,1,50,0.2793,0.6078,0.1813,0.4133,0.5375,0.2837,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/focal/seed_1/config.json
b1,focal,tissuemnist,MobileNetV3,focal,L30_G30,2,5,0.2793,0.6078,0.1813,0.4045,0.5188,0.0501,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/focal/seed_2/config.json
b1,focal,tissuemnist,MobileNetV3,focal,L30_G30,2,50,0.2432,0.5294,0.1579,0.348,0.4883,0.306,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/focal/seed_2/config.json
b1,focal,tissuemnist,MobileNetV3,focal,L30_G30,3,5,0.2523,0.549,0.1637,0.3655,0.5104,0.1029,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/focal/seed_3/config.json
b1,focal,tissuemnist,MobileNetV3,focal,L30_G30,3,50,0.2883,0.6275,0.1871,0.4066,0.5221,0.3085,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/focal/seed_3/config.json
b1,focal,tissuemnist,MobileNetV3,focal,L30_G30,4,5,0.2252,0.4902,0.1462,0.3841,0.5046,0.0757,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/focal/seed_4/config.json
b1,focal,tissuemnist,MobileNetV3,focal,L30_G30,4,50,0.2342,0.5098,0.152,0.4015,0.5421,0.2756,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/focal/seed_4/config.json
b1,logit_adjust,tissuemnist,MobileNetV3,logit_adjust,L30_G30,1,5,0.2523,0.549,0.1637,0.428,0.505,0.1495,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/logit_adjust/seed_1/config.json
b1,logit_adjust,tissuemnist,MobileNetV3,logit_adjust,L30_G30,1,50,0.2252,0.4902,0.1462,0.3958,0.5112,0.3851,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/logit_adjust/seed_1/config.json
b1,logit_adjust,tissuemnist,MobileNetV3,logit_adjust,L30_G30,2,5,0.2523,0.549,0.1637,0.3701,0.4396,0.1528,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/logit_adjust/seed_2/config.json
b1,logit_adjust,tissuemnist,MobileNetV3,logit_adjust,L30_G30,2,50,0.2252,0.4902,0.1462,0.3961,0.5158,0.3647,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/logit_adjust/seed_2/config.json
b1,logit_adjust,tissuemnist,MobileNetV3,logit_adjust,L30_G30,3,5,0.2703,0.5882,0.1754,0.3619,0.4779,0.1775,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/logit_adjust/seed_3/config.json
b1,logit_adjust,tissuemnist,MobileNetV3,logit_adjust,L30_G30,3,50,0.2523,0.549,0.1637,0.3674,0.5046,0.3937,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/logit_adjust/seed_3/config.json
b1,logit_adjust,tissuemnist,MobileNetV3,logit_adjust,L30_G30,4,5,0.3063,0.6667,0.1988,0.4006,0.5017,0.1283,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/logit_adjust/seed_4/config.json
b1,logit_adjust,tissuemnist,MobileNetV3,logit_adjust,L30_G30,4,50,0.2703,0.5882,0.1754,0.3881,0.5271,0.3901,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/logit_adjust/seed_4/config.json
b1,tralo,tissuemnist,MobileNetV3,tralo,L30_G30,1,5,0.2342,0.5098,0.152,0.3964,0.5467,0.3687,,3.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/tralo/seed_1/config.json
b1,tralo,tissuemnist,MobileNetV3,tralo,L30_G30,1,50,0.2793,0.6078,0.1813,0.4225,0.5604,0.3665,,2.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/tralo/seed_1/config.json
b1,tralo,tissuemnist,MobileNetV3,tralo,L30_G30,2,5,0.2793,0.6078,0.1813,0.407,0.5467,0.3619,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/tralo/seed_2/config.json
b1,tralo,tissuemnist,MobileNetV3,tralo,L30_G30,2,50,0.3063,0.6667,0.1988,0.4148,0.5425,0.3865,,3.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/tralo/seed_2/config.json
b1,tralo,tissuemnist,MobileNetV3,tralo,L30_G30,3,5,0.2613,0.5686,0.1696,0.3904,0.5421,0.3739,,4.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/tralo/seed_3/config.json
b1,tralo,tissuemnist,MobileNetV3,tralo,L30_G30,3,50,0.2432,0.5294,0.1579,0.4225,0.5708,0.3583,,1.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/tralo/seed_3/config.json
b1,tralo,tissuemnist,MobileNetV3,tralo,L30_G30,4,5,0.2793,0.6078,0.1813,0.3627,0.5312,0.3881,,4.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/tralo/seed_4/config.json
b1,tralo,tissuemnist,MobileNetV3,tralo,L30_G30,4,50,0.2432,0.5294,0.1579,0.3901,0.5367,0.3975,,4.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/tralo/seed_4/config.json
b1,class_balanced,tissuemnist,RegNetY400MF,class_balanced,L30_G30,1,5,0.2793,0.6078,0.1813,0.4143,0.4888,0.1218,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/class_balanced/seed_1/config.json
b1,class_balanced,tissuemnist,RegNetY400MF,class_balanced,L30_G30,1,50,0.2613,0.5686,0.1696,0.4141,0.5162,0.3547,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/class_balanced/seed_1/config.json
b1,class_balanced,tissuemnist,RegNetY400MF,class_balanced,L30_G30,2,5,0.1982,0.4314,0.1287,0.4059,0.4896,0.115,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/class_balanced/seed_2/config.json
b1,class_balanced,tissuemnist,RegNetY400MF,class_balanced,L30_G30,2,50,0.2613,0.5686,0.1696,0.4171,0.5083,0.3758,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/class_balanced/seed_2/config.json
b1,class_balanced,tissuemnist,RegNetY400MF,class_balanced,L30_G30,3,5,0.2883,0.6275,0.1871,0.4156,0.5242,0.1469,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/class_balanced/seed_3/config.json
b1,class_balanced,tissuemnist,RegNetY400MF,class_balanced,L30_G30,3,50,0.2703,0.5882,0.1754,0.4122,0.5129,0.3745,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/class_balanced/seed_3/config.json
b1,class_balanced,tissuemnist,RegNetY400MF,class_balanced,L30_G30,4,5,0.2703,0.5882,0.1754,0.4264,0.5275,0.1578,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/class_balanced/seed_4/config.json
b1,class_balanced,tissuemnist,RegNetY400MF,class_balanced,L30_G30,4,50,0.2703,0.5882,0.1754,0.417,0.5217,0.3517,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/class_balanced/seed_4/config.json
b1,danits_lp,tissuemnist,RegNetY400MF,danits_lp,L30_G30,1,5,0.2703,0.5882,0.1754,0.4223,0.5312,0.1667,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/danits_lp/seed_1/config.json
b1,danits_lp,tissuemnist,RegNetY400MF,danits_lp,L30_G30,1,50,0.2703,0.5882,0.1754,0.4091,0.535,0.3566,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/danits_lp/seed_1/config.json
b1,danits_lp,tissuemnist,RegNetY400MF,danits_lp,L30_G30,2,5,0.2523,0.549,0.1637,0.4177,0.5417,0.1728,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/danits_lp/seed_2/config.json
b1,danits_lp,tissuemnist,RegNetY400MF,danits_lp,L30_G30,2,50,0.2432,0.5294,0.1579,0.4204,0.5367,0.3528,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/danits_lp/seed_2/config.json
b1,danits_lp,tissuemnist,RegNetY400MF,danits_lp,L30_G30,3,5,0.2703,0.5882,0.1754,0.4172,0.5525,0.1274,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/danits_lp/seed_3/config.json
b1,danits_lp,tissuemnist,RegNetY400MF,danits_lp,L30_G30,3,50,0.2523,0.549,0.1637,0.4171,0.55,0.3407,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/danits_lp/seed_3/config.json
b1,danits_lp,tissuemnist,RegNetY400MF,danits_lp,L30_G30,4,5,0.2523,0.549,0.1637,0.3999,0.525,0.1904,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/danits_lp/seed_4/config.json
b1,danits_lp,tissuemnist,RegNetY400MF,danits_lp,L30_G30,4,50,0.2883,0.6275,0.1871,0.4236,0.5463,0.3446,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/danits_lp/seed_4/config.json
b1,focal,tissuemnist,RegNetY400MF,focal,L30_G30,1,5,0.2613,0.5686,0.1696,0.4191,0.5304,0.0424,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/focal/seed_1/config.json
b1,focal,tissuemnist,RegNetY400MF,focal,L30_G30,1,50,0.2793,0.6078,0.1813,0.4136,0.545,0.2442,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/focal/seed_1/config.json
b1,focal,tissuemnist,RegNetY400MF,focal,L30_G30,2,5,0.2252,0.4902,0.1462,0.4138,0.5375,0.0493,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/focal/seed_2/config.json
b1,focal,tissuemnist,RegNetY400MF,focal,L30_G30,2,50,0.2883,0.6275,0.1871,0.4223,0.5271,0.2477,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/focal/seed_2/config.json
b1,focal,tissuemnist,RegNetY400MF,focal,L30_G30,3,5,0.3153,0.6863,0.2047,0.4253,0.5342,0.0524,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/focal/seed_3/config.json
b1,focal,tissuemnist,RegNetY400MF,focal,L30_G30,3,50,0.3063,0.6667,0.1988,0.427,0.5354,0.2547,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/focal/seed_3/config.json
b1,focal,tissuemnist,RegNetY400MF,focal,L30_G30,4,5,0.2432,0.5294,0.1579,0.3875,0.5225,0.0654,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/focal/seed_4/config.json
b1,focal,tissuemnist,RegNetY400MF,focal,L30_G30,4,50,0.2793,0.6078,0.1813,0.4188,0.5371,0.2509,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/focal/seed_4/config.json
b1,logit_adjust,tissuemnist,RegNetY400MF,logit_adjust,L30_G30,1,5,0.2793,0.6078,0.1813,0.4284,0.5275,0.1345,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/logit_adjust/seed_1/config.json
b1,logit_adjust,tissuemnist,RegNetY400MF,logit_adjust,L30_G30,1,50,0.2342,0.5098,0.152,0.3892,0.495,0.3877,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/logit_adjust/seed_1/config.json
b1,logit_adjust,tissuemnist,RegNetY400MF,logit_adjust,L30_G30,2,5,0.2523,0.549,0.1637,0.4322,0.5179,0.116,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/logit_adjust/seed_2/config.json
b1,logit_adjust,tissuemnist,RegNetY400MF,logit_adjust,L30_G30,2,50,0.2973,0.6471,0.193,0.4259,0.5367,0.349,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/logit_adjust/seed_2/config.json
b1,logit_adjust,tissuemnist,RegNetY400MF,logit_adjust,L30_G30,3,5,0.2432,0.5294,0.1579,0.3638,0.4283,0.2149,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/logit_adjust/seed_3/config.json
b1,logit_adjust,tissuemnist,RegNetY400MF,logit_adjust,L30_G30,3,50,0.2883,0.6275,0.1871,0.4278,0.55,0.3502,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/logit_adjust/seed_3/config.json
b1,logit_adjust,tissuemnist,RegNetY400MF,logit_adjust,L30_G30,4,5,0.2883,0.6275,0.1871,0.4318,0.52,0.1239,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/logit_adjust/seed_4/config.json
b1,logit_adjust,tissuemnist,RegNetY400MF,logit_adjust,L30_G30,4,50,0.2793,0.6078,0.1813,0.4355,0.5396,0.3492,,0.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/logit_adjust/seed_4/config.json
b1,tralo,tissuemnist,RegNetY400MF,tralo,L30_G30,1,5,0.2432,0.5294,0.1579,0.4107,0.5521,0.3107,,16.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/tralo/seed_1/config.json
b1,tralo,tissuemnist,RegNetY400MF,tralo,L30_G30,1,50,0.2613,0.5686,0.1696,0.4102,0.5417,0.3626,,2.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/tralo/seed_1/config.json
b1,tralo,tissuemnist,RegNetY400MF,tralo,L30_G30,2,5,0.2613,0.5686,0.1696,0.4052,0.5458,0.306,,7.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/tralo/seed_2/config.json
b1,tralo,tissuemnist,RegNetY400MF,tralo,L30_G30,2,50,0.2342,0.5098,0.152,0.4209,0.5529,0.3439,,4.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/tralo/seed_2/config.json
b1,tralo,tissuemnist,RegNetY400MF,tralo,L30_G30,3,5,0.2523,0.549,0.1637,0.3998,0.5408,0.3198,,9.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/tralo/seed_3/config.json
b1,tralo,tissuemnist,RegNetY400MF,tralo,L30_G30,3,50,0.2703,0.5882,0.1754,0.4139,0.5558,0.3581,,6.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/tralo/seed_3/config.json
b1,tralo,tissuemnist,RegNetY400MF,tralo,L30_G30,4,5,0.2883,0.6275,0.1871,0.4045,0.5417,0.3287,,18.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup5/L30_G30/tralo/seed_4/config.json
b1,tralo,tissuemnist,RegNetY400MF,tralo,L30_G30,4,50,0.3153,0.6863,0.2047,0.4276,0.5604,0.3534,,2.0,4,synth_group,results/track_b/b1/tissuemnist/RegNetY400MF/warmup50/L30_G30/tralo/seed_4/config.json
b1,class_balanced,tissuemnist,ViTB16,class_balanced,L30_G30,1,50,0.2703,0.5882,0.1754,0.4134,0.5417,0.354,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/class_balanced/seed_1/config.json
b1,class_balanced,tissuemnist,ViTB16,class_balanced,L30_G30,2,50,0.3063,0.6667,0.1988,0.4595,0.5504,0.3652,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/class_balanced/seed_2/config.json
b1,class_balanced,tissuemnist,ViTB16,class_balanced,L30_G30,3,50,0.2613,0.5686,0.1696,0.4352,0.5413,0.3577,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/class_balanced/seed_3/config.json
b1,class_balanced,tissuemnist,ViTB16,class_balanced,L30_G30,4,50,0.2072,0.451,0.1345,0.442,0.5575,0.3025,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/class_balanced/seed_4/config.json
b1,danits_lp,tissuemnist,ViTB16,danits_lp,L30_G30,1,50,0.3153,0.6863,0.2047,0.4703,0.5742,0.3206,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/danits_lp/seed_1/config.json
b1,danits_lp,tissuemnist,ViTB16,danits_lp,L30_G30,2,50,0.3423,0.7451,0.2222,0.4624,0.5642,0.346,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/danits_lp/seed_2/config.json
b1,danits_lp,tissuemnist,ViTB16,danits_lp,L30_G30,3,50,0.2613,0.5686,0.1696,0.4274,0.5587,0.3403,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/danits_lp/seed_3/config.json
b1,danits_lp,tissuemnist,ViTB16,danits_lp,L30_G30,4,50,0.2883,0.6275,0.1871,0.4357,0.5667,0.3372,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/danits_lp/seed_4/config.json
b1,focal,tissuemnist,ViTB16,focal,L30_G30,1,50,0.3063,0.6667,0.1988,0.4733,0.5846,0.2574,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/focal/seed_1/config.json
b1,focal,tissuemnist,ViTB16,focal,L30_G30,2,50,0.3153,0.6863,0.2047,0.4439,0.5596,0.2307,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/focal/seed_2/config.json
b1,focal,tissuemnist,ViTB16,focal,L30_G30,3,50,0.2793,0.6078,0.1813,0.439,0.5567,0.2571,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/focal/seed_3/config.json
b1,focal,tissuemnist,ViTB16,focal,L30_G30,4,50,0.2883,0.6275,0.1871,0.4231,0.5608,0.2614,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/focal/seed_4/config.json
b1,logit_adjust,tissuemnist,ViTB16,logit_adjust,L30_G30,1,50,0.2432,0.5294,0.1579,0.459,0.5546,0.3453,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/logit_adjust/seed_1/config.json
b1,logit_adjust,tissuemnist,ViTB16,logit_adjust,L30_G30,2,50,0.2793,0.6078,0.1813,0.4364,0.5487,0.3516,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/logit_adjust/seed_2/config.json
b1,logit_adjust,tissuemnist,ViTB16,logit_adjust,L30_G30,3,50,0.2793,0.6078,0.1813,0.4721,0.5646,0.3295,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/logit_adjust/seed_3/config.json
b1,logit_adjust,tissuemnist,ViTB16,logit_adjust,L30_G30,4,50,0.2613,0.5686,0.1696,0.4406,0.5517,0.3375,,0.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/logit_adjust/seed_4/config.json
b1,tralo,tissuemnist,ViTB16,tralo,L30_G30,1,50,0.2883,0.6275,0.1871,0.4671,0.5854,0.3376,,7.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/tralo/seed_1/config.json
b1,tralo,tissuemnist,ViTB16,tralo,L30_G30,2,50,0.3333,0.7255,0.2164,0.4654,0.5829,0.3492,,3.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/tralo/seed_2/config.json
b1,tralo,tissuemnist,ViTB16,tralo,L30_G30,3,50,0.2703,0.5882,0.1754,0.4624,0.5775,0.3481,,1.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/tralo/seed_3/config.json
b1,tralo,tissuemnist,ViTB16,tralo,L30_G30,4,50,0.2883,0.6275,0.1871,0.4539,0.5737,0.3509,,1.0,4,synth_group,results/track_b/b1/tissuemnist/ViTB16/warmup50/L30_G30/tralo/seed_4/config.json
