model,scenario,constraint_pair,local_pct,global_pct,class,class_name,precision,recall,f1,n_pred,limit,n_true,f1_macro,accuracy
EfficientNetB0,multi_DF_MEL,L80_G50,0.8,0.5,4,MEL,0.9196428571428571,0.4618834080717489,0.6149253731343284,112,112,223,0.7684980571743235,0.873689465801298
ConvNeXtTiny,multi_DF_MEL,L80_G50,0.8,0.5,3,DF,1.0,0.5217391304347826,0.6857142857142856,12,12,23,0.7666581678938051,0.8706939590614079
ConvNeXtTiny,multi_DF_MEL,L80_G50,0.8,0.5,4,MEL,0.8125,0.4080717488789238,0.5432835820895522,112,112,223,0.7666581678938051,0.8706939590614079
ResNet18,multi_DF_MEL,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6779920236609269,0.8397403894158761
ResNet18,multi_DF_MEL,L30_G80,0.3,0.8,4,MEL,0.9104477611940298,0.273542600896861,0.42068965517241386,67,178,223,0.6779920236609269,0.8397403894158761
MobileNetV3,multi_DF_MEL,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6984064040699757,0.8432351472790813
MobileNetV3,multi_DF_MEL,L30_G80,0.3,0.8,4,MEL,0.9253731343283582,0.27802690582959644,0.4275862068965518,67,178,223,0.6984064040699757,0.8432351472790813
EfficientNetB0,multi_DF_MEL,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.7121605546231299,0.853719420868697
EfficientNetB0,multi_DF_MEL,L30_G80,0.3,0.8,4,MEL,0.9402985074626866,0.2825112107623318,0.43448275862068964,67,178,223,0.7121605546231299,0.853719420868697
ConvNeXtTiny,multi_DF_MEL,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.7047050945288894,0.8562156764852721
ConvNeXtTiny,multi_DF_MEL,L30_G80,0.3,0.8,4,MEL,0.8656716417910447,0.2600896860986547,0.39999999999999997,67,178,223,0.7047050945288894,0.8562156764852721
ResNet18,multi_DF_MEL,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6779920236609269,0.8397403894158761
ResNet18,multi_DF_MEL,L30_G50,0.3,0.5,4,MEL,0.9104477611940298,0.273542600896861,0.42068965517241386,67,112,223,0.6779920236609269,0.8397403894158761
MobileNetV3,multi_DF_MEL,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6984064040699757,0.8432351472790813
MobileNetV3,multi_DF_MEL,L30_G50,0.3,0.5,4,MEL,0.9253731343283582,0.27802690582959644,0.4275862068965518,67,112,223,0.6984064040699757,0.8432351472790813
EfficientNetB0,multi_DF_MEL,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.7121605546231299,0.853719420868697
EfficientNetB0,multi_DF_MEL,L30_G50,0.3,0.5,4,MEL,0.9402985074626866,0.2825112107623318,0.43448275862068964,67,112,223,0.7121605546231299,0.853719420868697
ConvNeXtTiny,multi_DF_MEL,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.7047050945288894,0.8562156764852721
ConvNeXtTiny,multi_DF_MEL,L30_G50,0.3,0.5,4,MEL,0.8656716417910447,0.2600896860986547,0.39999999999999997,67,112,223,0.7047050945288894,0.8562156764852721
ResNet18,multi_DF_NV,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.3859775184187823,0.38242636045931105
ResNet18,multi_DF_NV,L20_G20,0.2,0.2,5,NV,0.9664179104477612,0.1931394481730052,0.3219390926041019,268,268,1341,0.3859775184187823,0.38242636045931105
MobileNetV3,multi_DF_NV,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.4493032157743842,0.3964053919121318
MobileNetV3,multi_DF_NV,L20_G20,0.2,0.2,5,NV,0.996268656716418,0.19910514541387025,0.3318831572405221,268,268,1341,0.4493032157743842,0.3964053919121318
EfficientNetB0,multi_DF_NV,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.42781793478020463,0.4018971542685971
EfficientNetB0,multi_DF_NV,L20_G20,0.2,0.2,5,NV,0.996268656716418,0.19910514541387025,0.3318831572405221,268,268,1341,0.42781793478020463,0.4018971542685971
ConvNeXtTiny,multi_DF_NV,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.4943246654655366,0.41188217673489763
ConvNeXtTiny,multi_DF_NV,L20_G20,0.2,0.2,5,NV,1.0,0.19985085756897839,0.3331261653200746,268,268,1341,0.4943246654655366,0.41188217673489763
ResNet18,multi_DF_NV,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.44855028145611503,0.45082376435346977
ResNet18,multi_DF_NV,L30_G30,0.3,0.3,5,NV,0.9776119402985075,0.2930648769574944,0.450946643717728,402,402,1341,0.44855028145611503,0.45082376435346977
MobileNetV3,multi_DF_NV,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.5034097670212604,0.4638042935596605
MobileNetV3,multi_DF_NV,L30_G30,0.3,0.3,5,NV,0.9950248756218906,0.29828486204325133,0.45897877223178435,402,402,1341,0.5034097670212604,0.4638042935596605
EfficientNetB0,multi_DF_NV,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.490520068424687,0.46929605591612583
EfficientNetB0,multi_DF_NV,L30_G30,0.3,0.3,5,NV,0.9950248756218906,0.29828486204325133,0.45897877223178435,402,402,1341,0.490520068424687,0.46929605591612583
ConvNeXtTiny,multi_DF_NV,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.5547822521930336,0.47928107838242634
ConvNeXtTiny,multi_DF_NV,L30_G30,0.3,0.3,5,NV,0.9975124378109452,0.29903057419835943,0.46012621916236374,402,402,1341,0.5547822521930336,0.47928107838242634
ResNet18,multi_DF_NV,L50_G50,0.5,0.5,3,DF,1.0,0.4782608695652174,0.6470588235294118,11,12,23,0.5543590670641122,0.5841238142785822
ResNet18,multi_DF_NV,L50_G50,0.5,0.5,5,NV,0.982089552238806,0.4906785980611484,0.6544007956240676,670,670,1341,0.5543590670641122,0.5841238142785822
MobileNetV3,multi_DF_NV,L50_G50,0.5,0.5,3,DF,0.9090909090909091,0.43478260869565216,0.5882352941176471,11,12,23,0.5835395317937423,0.5926110833749376
MobileNetV3,multi_DF_NV,L50_G50,0.5,0.5,5,NV,0.9865671641791045,0.4929157345264728,0.6573843858776728,670,670,1341,0.5835395317937423,0.5926110833749376
EfficientNetB0,multi_DF_NV,L50_G50,0.5,0.5,3,DF,0.9090909090909091,0.43478260869565216,0.5882352941176471,11,12,23,0.5804618275144896,0.6015976035946081
EfficientNetB0,multi_DF_NV,L50_G50,0.5,0.5,5,NV,0.9925373134328358,0.49589858314690527,0.6613625062158129,670,670,1341,0.5804618275144896,0.6015976035946081
ConvNeXtTiny,multi_DF_NV,L50_G50,0.5,0.5,3,DF,1.0,0.4782608695652174,0.6470588235294118,11,12,23,0.646885595264535,0.6130803794308537
ConvNeXtTiny,multi_DF_NV,L50_G50,0.5,0.5,5,NV,0.9940298507462687,0.4966442953020134,0.662357036300348,670,670,1341,0.646885595264535,0.6130803794308537
ResNet18,multi_DF_NV,L80_G80,0.8,0.8,3,DF,0.8333333333333334,0.6521739130434783,0.7317073170731708,18,18,23,0.6889883310947662,0.7668497254118821
ResNet18,multi_DF_NV,L80_G80,0.8,0.8,5,NV,0.967381174277726,0.7740492170022372,0.859983429991715,1073,1073,1341,0.6889883310947662,0.7668497254118821
MobileNetV3,multi_DF_NV,L80_G80,0.8,0.8,3,DF,0.7222222222222222,0.5652173913043478,0.6341463414634146,18,18,23,0.705726330242569,0.7753369945082377
MobileNetV3,multi_DF_NV,L80_G80,0.8,0.8,5,NV,0.972972972972973,0.7785234899328859,0.8649544324772162,1073,1073,1341,0.705726330242569,0.7753369945082377
EfficientNetB0,multi_DF_NV,L80_G80,0.8,0.8,3,DF,0.7777777777777778,0.6086956521739131,0.6829268292682927,18,18,23,0.7246170055634426,0.7848227658512231
EfficientNetB0,multi_DF_NV,L80_G80,0.8,0.8,5,NV,0.9739049394221808,0.779269202087994,0.8657829328914665,1073,1073,1341,0.7246170055634426,0.7848227658512231
ConvNeXtTiny,multi_DF_NV,L80_G80,0.8,0.8,3,DF,0.8333333333333334,0.6521739130434783,0.7317073170731708,18,18,23,0.7579479272684535,0.8032950574138792
ConvNeXtTiny,multi_DF_NV,L80_G80,0.8,0.8,5,NV,0.9822926374650512,0.7859806114839671,0.8732394366197183,1073,1073,1341,0.7579479272684535,0.8032950574138792
ResNet18,multi_DF_NV,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.44882210171442205,0.45082376435346977
ResNet18,multi_DF_NV,L50_G30,0.5,0.3,5,NV,0.9776119402985075,0.2930648769574944,0.450946643717728,402,402,1341,0.44882210171442205,0.45082376435346977
MobileNetV3,multi_DF_NV,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.5037778730852421,0.4638042935596605
MobileNetV3,multi_DF_NV,L50_G30,0.5,0.3,5,NV,0.9950248756218906,0.29828486204325133,0.45897877223178435,402,402,1341,0.5037778730852421,0.4638042935596605
EfficientNetB0,multi_DF_NV,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.4900470685992216,0.4687968047928108
EfficientNetB0,multi_DF_NV,L50_G30,0.5,0.3,5,NV,0.9925373134328358,0.2975391498881432,0.4578313253012048,402,402,1341,0.4900470685992216,0.4687968047928108
ConvNeXtTiny,multi_DF_NV,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.5547073342005266,0.4802795806290564
ConvNeXtTiny,multi_DF_NV,L50_G30,0.5,0.3,5,NV,1.0,0.29977628635346754,0.4612736660929431,402,402,1341,0.5547073342005266,0.4802795806290564
ResNet18,multi_DF_NV,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.44882210171442205,0.45082376435346977
ResNet18,multi_DF_NV,L80_G30,0.8,0.3,5,NV,0.9776119402985075,0.2930648769574944,0.450946643717728,402,402,1341,0.44882210171442205,0.45082376435346977
MobileNetV3,multi_DF_NV,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.5037778730852421,0.4638042935596605
MobileNetV3,multi_DF_NV,L80_G30,0.8,0.3,5,NV,0.9950248756218906,0.29828486204325133,0.45897877223178435,402,402,1341,0.5037778730852421,0.4638042935596605
EfficientNetB0,multi_DF_NV,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.49044363907718064,0.4687968047928108
EfficientNetB0,multi_DF_NV,L80_G30,0.8,0.3,5,NV,0.9925373134328358,0.2975391498881432,0.4578313253012048,402,402,1341,0.49044363907718064,0.4687968047928108
ConvNeXtTiny,multi_DF_NV,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.5547073342005266,0.4802795806290564
ConvNeXtTiny,multi_DF_NV,L80_G30,0.8,0.3,5,NV,1.0,0.29977628635346754,0.4612736660929431,402,402,1341,0.5547073342005266,0.4802795806290564
ResNet18,multi_DF_NV,L80_G50,0.8,0.5,3,DF,0.9166666666666666,0.4782608695652174,0.6285714285714286,12,12,23,0.5514718248346773,0.5841238142785822
ResNet18,multi_DF_NV,L80_G50,0.8,0.5,5,NV,0.982089552238806,0.4906785980611484,0.6544007956240676,670,670,1341,0.5514718248346773,0.5841238142785822
MobileNetV3,multi_DF_NV,L80_G50,0.8,0.5,3,DF,0.8333333333333334,0.43478260869565216,0.5714285714285714,12,12,23,0.5828492484683122,0.5946080878681977
MobileNetV3,multi_DF_NV,L80_G50,0.8,0.5,5,NV,0.9895522388059701,0.49440715883668906,0.6593734460467429,670,670,1341,0.5828492484683122,0.5946080878681977
EfficientNetB0,multi_DF_NV,L80_G50,0.8,0.5,3,DF,0.9166666666666666,0.4782608695652174,0.6285714285714286,12,12,23,0.5882870790020782,0.6030953569645532
EfficientNetB0,multi_DF_NV,L80_G50,0.8,0.5,5,NV,0.9940298507462687,0.4966442953020134,0.662357036300348,670,670,1341,0.5882870790020782,0.6030953569645532
ConvNeXtTiny,multi_DF_NV,L80_G50,0.8,0.5,3,DF,1.0,0.5217391304347826,0.6857142857142856,12,12,23,0.6536633249703454,0.6145781328007988
ConvNeXtTiny,multi_DF_NV,L80_G50,0.8,0.5,5,NV,0.9970149253731343,0.4981357196122297,0.6643460964694182,670,670,1341,0.6536633249703454,0.6145781328007988
ResNet18,multi_DF_NV,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.44855028145611503,0.45082376435346977
ResNet18,multi_DF_NV,L30_G80,0.3,0.8,5,NV,0.9776119402985075,0.2930648769574944,0.450946643717728,402,1073,1341,0.44855028145611503,0.45082376435346977
MobileNetV3,multi_DF_NV,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.5034097670212604,0.4638042935596605
MobileNetV3,multi_DF_NV,L30_G80,0.3,0.8,5,NV,0.9950248756218906,0.29828486204325133,0.45897877223178435,402,1073,1341,0.5034097670212604,0.4638042935596605
EfficientNetB0,multi_DF_NV,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.490520068424687,0.46929605591612583
EfficientNetB0,multi_DF_NV,L30_G80,0.3,0.8,5,NV,0.9950248756218906,0.29828486204325133,0.45897877223178435,402,1073,1341,0.490520068424687,0.46929605591612583
ConvNeXtTiny,multi_DF_NV,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.5547822521930336,0.47928107838242634
ConvNeXtTiny,multi_DF_NV,L30_G80,0.3,0.8,5,NV,0.9975124378109452,0.29903057419835943,0.46012621916236374,402,1073,1341,0.5547822521930336,0.47928107838242634
ResNet18,multi_DF_NV,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.44855028145611503,0.45082376435346977
ResNet18,multi_DF_NV,L30_G50,0.3,0.5,5,NV,0.9776119402985075,0.2930648769574944,0.450946643717728,402,670,1341,0.44855028145611503,0.45082376435346977
MobileNetV3,multi_DF_NV,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.5034097670212604,0.4638042935596605
MobileNetV3,multi_DF_NV,L30_G50,0.3,0.5,5,NV,0.9950248756218906,0.29828486204325133,0.45897877223178435,402,670,1341,0.5034097670212604,0.4638042935596605
EfficientNetB0,multi_DF_NV,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.490520068424687,0.46929605591612583
EfficientNetB0,multi_DF_NV,L30_G50,0.3,0.5,5,NV,0.9950248756218906,0.29828486204325133,0.45897877223178435,402,670,1341,0.490520068424687,0.46929605591612583
ConvNeXtTiny,multi_DF_NV,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.5547822521930336,0.47928107838242634
ConvNeXtTiny,multi_DF_NV,L30_G50,0.3,0.5,5,NV,0.9975124378109452,0.29903057419835943,0.46012621916236374,402,670,1341,0.5547822521930336,0.47928107838242634
ResNet18,multi_DF_VASC,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.612206417322854,0.8462306540189716
ResNet18,multi_DF_VASC,L20_G20,0.2,0.2,6,VASC,1.0,0.17857142857142858,0.30303030303030304,5,6,28,0.612206417322854,0.8462306540189716
MobileNetV3,multi_DF_VASC,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.6150356038393563,0.8432351472790813
MobileNetV3,multi_DF_VASC,L20_G20,0.2,0.2,6,VASC,1.0,0.17857142857142858,0.30303030303030304,5,6,28,0.6150356038393563,0.8432351472790813
EfficientNetB0,multi_DF_VASC,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.6326910182587043,0.8617074388417374
EfficientNetB0,multi_DF_VASC,L20_G20,0.2,0.2,6,VASC,1.0,0.17857142857142858,0.30303030303030304,5,6,28,0.6326910182587043,0.8617074388417374
ConvNeXtTiny,multi_DF_VASC,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.6520605267575653,0.8706939590614079
ConvNeXtTiny,multi_DF_VASC,L20_G20,0.2,0.2,6,VASC,1.0,0.17857142857142858,0.30303030303030304,5,6,28,0.6520605267575653,0.8706939590614079
ResNet18,multi_DF_VASC,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6577099067628411,0.8492261607588617
ResNet18,multi_DF_VASC,L30_G30,0.3,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6577099067628411,0.8492261607588617
MobileNetV3,multi_DF_VASC,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6612307344278159,0.8462306540189716
MobileNetV3,multi_DF_VASC,L30_G30,0.3,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6612307344278159,0.8462306540189716
EfficientNetB0,multi_DF_VASC,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.678339971406256,0.8647029455816275
EfficientNetB0,multi_DF_VASC,L30_G30,0.3,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.678339971406256,0.8647029455816275
ConvNeXtTiny,multi_DF_VASC,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6977418056107693,0.873689465801298
ConvNeXtTiny,multi_DF_VASC,L30_G30,0.3,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6977418056107693,0.873689465801298
ResNet18,multi_DF_VASC,L50_G50,0.5,0.5,3,DF,1.0,0.4782608695652174,0.6470588235294118,11,12,23,0.7170727144140544,0.854218671992012
ResNet18,multi_DF_VASC,L50_G50,0.5,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7170727144140544,0.854218671992012
MobileNetV3,multi_DF_VASC,L50_G50,0.5,0.5,3,DF,0.9090909090909091,0.43478260869565216,0.5882352941176471,11,12,23,0.7116321199352013,0.8502246630054917
MobileNetV3,multi_DF_VASC,L50_G50,0.5,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7116321199352013,0.8502246630054917
EfficientNetB0,multi_DF_VASC,L50_G50,0.5,0.5,3,DF,0.9090909090909091,0.43478260869565216,0.5882352941176471,11,12,23,0.7286187021146334,0.8686969545681478
EfficientNetB0,multi_DF_VASC,L50_G50,0.5,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7286187021146334,0.8686969545681478
ConvNeXtTiny,multi_DF_VASC,L50_G50,0.5,0.5,3,DF,1.0,0.4782608695652174,0.6470588235294118,11,12,23,0.7577992741307262,0.8786819770344483
ConvNeXtTiny,multi_DF_VASC,L50_G50,0.5,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7577992741307262,0.8786819770344483
ResNet18,multi_DF_VASC,L80_G80,0.8,0.8,3,DF,0.8333333333333334,0.6521739130434783,0.7317073170731708,18,18,23,0.7556448124341018,0.8592111832251622
ResNet18,multi_DF_VASC,L80_G80,0.8,0.8,6,VASC,0.9545454545454546,0.75,0.84,22,22,28,0.7556448124341018,0.8592111832251622
MobileNetV3,multi_DF_VASC,L80_G80,0.8,0.8,3,DF,0.7222222222222222,0.5652173913043478,0.6341463414634146,18,18,23,0.7513565250226399,0.8552171742386421
MobileNetV3,multi_DF_VASC,L80_G80,0.8,0.8,6,VASC,1.0,0.7857142857142857,0.88,22,22,28,0.7513565250226399,0.8552171742386421
EfficientNetB0,multi_DF_VASC,L80_G80,0.8,0.8,3,DF,0.7777777777777778,0.6086956521739131,0.6829268292682927,18,18,23,0.776481249926747,0.8741887169246131
EfficientNetB0,multi_DF_VASC,L80_G80,0.8,0.8,6,VASC,1.0,0.7857142857142857,0.88,22,22,28,0.776481249926747,0.8741887169246131
ConvNeXtTiny,multi_DF_VASC,L80_G80,0.8,0.8,3,DF,0.8333333333333334,0.6521739130434783,0.7317073170731708,18,18,23,0.8015175438511902,0.8836744882675986
ConvNeXtTiny,multi_DF_VASC,L80_G80,0.8,0.8,6,VASC,1.0,0.7857142857142857,0.88,22,22,28,0.8015175438511902,0.8836744882675986
ResNet18,multi_DF_VASC,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6576943542881878,0.8492261607588617
ResNet18,multi_DF_VASC,L50_G30,0.5,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6576943542881878,0.8492261607588617
MobileNetV3,multi_DF_VASC,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6612307344278159,0.8462306540189716
MobileNetV3,multi_DF_VASC,L50_G30,0.5,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6612307344278159,0.8462306540189716
EfficientNetB0,multi_DF_VASC,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.678339971406256,0.8647029455816275
EfficientNetB0,multi_DF_VASC,L50_G30,0.5,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.678339971406256,0.8647029455816275
ConvNeXtTiny,multi_DF_VASC,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6979523467748302,0.873689465801298
ConvNeXtTiny,multi_DF_VASC,L50_G30,0.5,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6979523467748302,0.873689465801298
ResNet18,multi_DF_VASC,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6576943542881878,0.8492261607588617
ResNet18,multi_DF_VASC,L80_G30,0.8,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6576943542881878,0.8492261607588617
MobileNetV3,multi_DF_VASC,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6612307344278159,0.8462306540189716
MobileNetV3,multi_DF_VASC,L80_G30,0.8,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6612307344278159,0.8462306540189716
EfficientNetB0,multi_DF_VASC,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6781728004466284,0.8647029455816275
EfficientNetB0,multi_DF_VASC,L80_G30,0.8,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6781728004466284,0.8647029455816275
ConvNeXtTiny,multi_DF_VASC,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6979523467748302,0.873689465801298
ConvNeXtTiny,multi_DF_VASC,L80_G30,0.8,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6979523467748302,0.873689465801298
ResNet18,multi_DF_VASC,L80_G50,0.8,0.5,3,DF,0.9166666666666666,0.4782608695652174,0.6285714285714286,12,12,23,0.7146525474675606,0.854218671992012
ResNet18,multi_DF_VASC,L80_G50,0.8,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7146525474675606,0.854218671992012
MobileNetV3,multi_DF_VASC,L80_G50,0.8,0.5,3,DF,0.8333333333333334,0.43478260869565216,0.5714285714285714,12,12,23,0.709279484892113,0.8502246630054917
MobileNetV3,multi_DF_VASC,L80_G50,0.8,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.709279484892113,0.8502246630054917
EfficientNetB0,multi_DF_VASC,L80_G50,0.8,0.5,3,DF,0.9166666666666666,0.4782608695652174,0.6285714285714286,12,12,23,0.7344304544797886,0.8691962056914628
EfficientNetB0,multi_DF_VASC,L80_G50,0.8,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7344304544797886,0.8691962056914628
ConvNeXtTiny,multi_DF_VASC,L80_G50,0.8,0.5,3,DF,1.0,0.5217391304347826,0.6857142857142856,12,12,23,0.7635344316568002,0.8791812281577633
ConvNeXtTiny,multi_DF_VASC,L80_G50,0.8,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7635344316568002,0.8791812281577633
ResNet18,multi_DF_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6577099067628411,0.8492261607588617
ResNet18,multi_DF_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.6577099067628411,0.8492261607588617
MobileNetV3,multi_DF_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6612307344278159,0.8462306540189716
MobileNetV3,multi_DF_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.6612307344278159,0.8462306540189716
EfficientNetB0,multi_DF_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.678339971406256,0.8647029455816275
EfficientNetB0,multi_DF_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.678339971406256,0.8647029455816275
ConvNeXtTiny,multi_DF_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6977418056107693,0.873689465801298
ConvNeXtTiny,multi_DF_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.6977418056107693,0.873689465801298
ResNet18,multi_DF_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6577099067628411,0.8492261607588617
ResNet18,multi_DF_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.6577099067628411,0.8492261607588617
MobileNetV3,multi_DF_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6612307344278159,0.8462306540189716
MobileNetV3,multi_DF_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.6612307344278159,0.8462306540189716
EfficientNetB0,multi_DF_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.678339971406256,0.8647029455816275
EfficientNetB0,multi_DF_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.678339971406256,0.8647029455816275
ConvNeXtTiny,multi_DF_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6977418056107693,0.873689465801298
ConvNeXtTiny,multi_DF_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.6977418056107693,0.873689465801298
ResNet18,multi_MEL_NV,L20_G20,0.2,0.2,4,MEL,0.9777777777777777,0.19730941704035873,0.3283582089552239,45,45,223,0.31007677285523966,0.3344982526210684
