dataset,seed,method,policy,accuracy,macro_f1,cc_f1,raw_feasible,task_updates,constraint_updates,joint_constraint_updates
cifar,1012,clipper,upper_bound_correction,0.6095,0.6062073287142237,0.5284761013232262,False,800,0,0
cifar,1012,clipper,capped_first,0.6095,0.6063327696062478,0.5284761013232262,False,800,0,0
cifar,1012,tralo_0.0001,raw,0.6205,0.6162067903039974,0.595038384716975,False,800,15,0
cifar,1012,tralo_0.0001,upper_bound_correction,0.6085,0.60435331841132,0.5292168420639669,False,800,15,0
cifar,1012,tralo_0.0001,capped_first,0.609,0.6051879067921269,0.5358835087306336,False,800,15,0
cifar,1012,tralo_0.0003,raw,0.6175,0.6124923993737956,0.5842580781357618,False,800,15,0
cifar,1012,tralo_0.0003,upper_bound_correction,0.6075,0.6031958154204099,0.5292168420639669,False,800,15,0
cifar,1012,tralo_0.0003,capped_first,0.608,0.6040255158778436,0.5358835087306336,False,800,15,0
cifar,1012,tralo_0.001,raw,0.6135,0.6078233833270464,0.5512270271729429,False,800,15,0
cifar,1012,tralo_0.001,upper_bound_correction,0.6045,0.5986683025870577,0.48829780231483566,False,800,15,0
cifar,1012,tralo_0.001,capped_first,0.6085,0.6050640466408962,0.5445791609045466,False,800,15,0
cifar,1012,tralo_0.003,raw,0.6005,0.587470209159442,0.36850590487799784,False,800,15,0
cifar,1012,tralo_0.003,upper_bound_correction,0.595,0.5821578129020815,0.32992207792207784,False,800,15,0
cifar,1012,tralo_0.003,capped_first,0.608,0.6046831620506585,0.534927714226452,False,800,15,0
cifar,1012,tralo_0.01,raw,0.575,0.5508724072573566,0.09672771672771671,True,800,15,0
cifar,1012,tralo_0.01,upper_bound_correction,0.575,0.5508724072573566,0.09672771672771671,True,800,15,0
cifar,1012,tralo_0.01,capped_first,0.5995,0.5950920083094927,0.4830835892459315,True,800,15,0
cifar,1012,tralo_1e-05,raw,0.623,0.6187840892745786,0.6106575579017182,False,800,15,0
cifar,1012,tralo_1e-05,upper_bound_correction,0.609,0.6051879067921269,0.5358835087306336,False,800,15,0
cifar,1012,tralo_1e-05,capped_first,0.609,0.6051879067921269,0.5358835087306336,False,800,15,0
cifar,1012,tralo_3e-05,raw,0.6225,0.6183469882803347,0.6069396091837693,False,800,15,0
cifar,1012,tralo_3e-05,upper_bound_correction,0.609,0.6051879067921269,0.5358835087306336,False,800,15,0
cifar,1012,tralo_3e-05,capped_first,0.609,0.6051879067921269,0.5358835087306336,False,800,15,0
cifar,1012,tralo_null,raw,0.623,0.6187840892745786,0.6106575579017182,False,800,0,0
cifar,1012,tralo_null,upper_bound_correction,0.609,0.6051879067921269,0.5358835087306336,False,800,0,0
cifar,1012,tralo_null,capped_first,0.609,0.6051879067921269,0.5358835087306336,False,800,0,0
knee,1001,alm_0.005,raw,0.4854721549636804,0.34666217712050634,0.3054226475279107,True,460,0,345
knee,1001,alm_0.005,upper_bound_correction,0.4854721549636804,0.34666217712050634,0.3054226475279107,True,460,0,345
knee,1001,alm_0.005,capped_first,0.4939467312348668,0.3812999048978497,0.4094507669470559,True,460,0,345
knee,1001,alm_0.015,raw,0.48062953995157387,0.33052914726932703,0.26551133932391957,True,460,0,345
knee,1001,alm_0.015,upper_bound_correction,0.48062953995157387,0.33052914726932703,0.26551133932391957,True,460,0,345
knee,1001,alm_0.015,capped_first,0.4891041162227603,0.3680700781371882,0.38087580405739735,True,460,0,345
knee,1001,alm_0.05,raw,0.47699757869249393,0.31033224650791463,0.21723730814639905,True,460,0,345
knee,1001,alm_0.05,upper_bound_correction,0.47699757869249393,0.31033224650791463,0.21723730814639905,True,460,0,345
knee,1001,alm_0.05,capped_first,0.49515738498789347,0.3824197713222487,0.4094507669470559,True,460,0,345
knee,1001,alm_0.15,raw,0.4745762711864407,0.2842575178752631,0.15767519466073415,True,460,0,345
knee,1001,alm_0.15,upper_bound_correction,0.4745762711864407,0.2842575178752631,0.15767519466073415,True,460,0,345
knee,1001,alm_0.15,capped_first,0.4915254237288136,0.36301473758865066,0.3682582879762494,True,460,0,345
knee,1001,alm_0.5,raw,0.47094430992736075,0.28123646084208126,0.16345370621775726,True,460,0,345
knee,1001,alm_0.5,upper_bound_correction,0.47094430992736075,0.28123646084208126,0.16345370621775726,True,460,0,345
knee,1001,alm_0.5,capped_first,0.48426150121065376,0.34415362632938756,0.33968332508659077,True,460,0,345
knee,1001,alm_1.5,raw,0.4745762711864407,0.2609749072379107,0.1,True,460,0,345
knee,1001,alm_1.5,upper_bound_correction,0.4745762711864407,0.2609749072379107,0.1,True,460,0,345
knee,1001,alm_1.5,capped_first,0.4854721549636804,0.32793728992317217,0.2772142503711034,True,460,0,345
knee,1001,alm_5,raw,0.4745762711864407,0.25510706912215253,0.08661417322834646,True,460,0,345
knee,1001,alm_5,upper_bound_correction,0.4745762711864407,0.25510706912215253,0.08661417322834646,True,460,0,345
knee,1001,alm_5,capped_first,0.48184019370460046,0.3213116610176195,0.266575952498763,True,460,0,345
knee,1001,clipper,raw,0.4891041162227603,0.3441196112438726,0.3073899371069182,True,460,0,0
knee,1001,clipper,upper_bound_correction,0.4891041162227603,0.3441196112438726,0.3073899371069182,True,460,0,0
knee,1001,clipper,capped_first,0.4915254237288136,0.3611393118747467,0.36293913904007913,True,460,0,0
knee,1001,tralo_0.0001,raw,0.4891041162227603,0.36820343195172517,0.36497283477149245,True,460,15,0
knee,1001,tralo_0.0001,upper_bound_correction,0.4891041162227603,0.36820343195172517,0.36497283477149245,True,460,15,0
knee,1001,tralo_0.0001,capped_first,0.4975786924939467,0.38720036678686165,0.42008906481939634,True,460,15,0
knee,1001,tralo_0.0003,raw,0.4854721549636804,0.3574925047692486,0.3386861313868613,True,460,15,0
knee,1001,tralo_0.0003,upper_bound_correction,0.4854721549636804,0.3574925047692486,0.3386861313868613,True,460,15,0
knee,1001,tralo_0.0003,capped_first,0.4963680387409201,0.3841518529228701,0.4147699158832261,True,460,15,0
knee,1001,tralo_0.001,raw,0.48668280871670705,0.32747172643024347,0.24863387978142076,True,460,15,0
knee,1001,tralo_0.001,upper_bound_correction,0.48668280871670705,0.32747172643024347,0.24863387978142076,True,460,15,0
knee,1001,tralo_0.001,capped_first,0.5024213075060533,0.3873278114056091,0.4094507669470559,True,460,15,0
knee,1001,tralo_0.003,raw,0.4539951573849879,0.246939166690516,0.06896551724137931,True,460,14,0
knee,1001,tralo_0.003,upper_bound_correction,0.4539951573849879,0.246939166690516,0.06896551724137931,True,460,14,0
knee,1001,tralo_0.003,capped_first,0.4794188861985472,0.34936410216054387,0.3343641761504206,True,460,14,0
knee,1001,tralo_0.01,raw,0.463680387409201,0.22698289537768074,0.0,True,460,15,0
knee,1001,tralo_0.01,upper_bound_correction,0.463680387409201,0.22698289537768074,0.0,True,460,15,0
knee,1001,tralo_0.01,capped_first,0.4830508474576271,0.337967459170981,0.2791934685799109,True,460,15,0
knee,1001,tralo_1e-05,raw,0.4830508474576271,0.3607719705768487,0.35714285714285715,False,460,15,0
knee,1001,tralo_1e-05,upper_bound_correction,0.48426150121065376,0.36317480779760986,0.3613711869525823,False,460,15,0
knee,1001,tralo_1e-05,capped_first,0.4963680387409201,0.38593881132969315,0.42008906481939634,False,460,15,0
knee,1001,tralo_3e-05,raw,0.48668280871670705,0.36517581482060846,0.36251709986320113,True,460,15,0
knee,1001,tralo_3e-05,upper_bound_correction,0.48668280871670705,0.36517581482060846,0.36251709986320113,True,460,15,0
knee,1001,tralo_3e-05,capped_first,0.4975786924939467,0.38682739510505093,0.42008906481939634,True,460,15,0
knee,1001,tralo_null,raw,0.4830508474576271,0.3607719705768487,0.35714285714285715,False,460,0,0
knee,1001,tralo_null,upper_bound_correction,0.48426150121065376,0.36317480779760986,0.3613711869525823,False,460,0,0
knee,1001,tralo_null,capped_first,0.4963680387409201,0.38593881132969315,0.42008906481939634,False,460,0,0
knee,1002,alm_0.005,raw,0.4963680387409201,0.3618875009701022,0.35065387968613776,True,460,0,345
knee,1002,alm_0.005,upper_bound_correction,0.4963680387409201,0.3618875009701022,0.35065387968613776,True,460,0,345
knee,1002,alm_0.005,capped_first,0.4915254237288136,0.3722037473250349,0.3915141019297378,True,460,0,345
knee,1002,alm_0.015,raw,0.4927360774818402,0.35764290656358566,0.33987563155849204,True,460,0,345
knee,1002,alm_0.015,upper_bound_correction,0.4927360774818402,0.35764290656358566,0.33987563155849204,True,460,0,345
knee,1002,alm_0.015,capped_first,0.49031476997578693,0.3716707469177126,0.3915141019297378,True,460,0,345
knee,1002,alm_0.05,raw,0.4891041162227603,0.34801941324610697,0.31612903225806455,True,460,0,345
knee,1002,alm_0.05,upper_bound_correction,0.4891041162227603,0.34801941324610697,0.31612903225806455,True,460,0,345
knee,1002,alm_0.05,capped_first,0.4854721549636804,0.35859979770392353,0.3682582879762494,True,460,0,345
knee,1002,alm_0.15,raw,0.4794188861985472,0.316798880544655,0.2418439716312057,True,460,0,345
knee,1002,alm_0.15,upper_bound_correction,0.4794188861985472,0.316798880544655,0.2418439716312057,True,460,0,345
knee,1002,alm_0.15,capped_first,0.48668280871670705,0.35769420692547743,0.36293913904007913,True,460,0,345
knee,1002,alm_0.5,raw,0.4745762711864407,0.29018258775340017,0.17502612330198536,True,460,0,345
knee,1002,alm_0.5,upper_bound_correction,0.4745762711864407,0.29018258775340017,0.17502612330198536,True,460,0,345
knee,1002,alm_0.5,capped_first,0.4782082324455206,0.3223808397015151,0.2825333993072736,True,460,0,345
knee,1002,alm_1.5,raw,0.47336561743341404,0.28130213621403904,0.1394179894179894,True,460,0,345
knee,1002,alm_1.5,upper_bound_correction,0.47336561743341404,0.28130213621403904,0.1394179894179894,True,460,0,345
knee,1002,alm_1.5,capped_first,0.47578692493946734,0.31445551927488113,0.24863928748144482,True,460,0,345
knee,1002,alm_5,raw,0.4721549636803874,0.26065665038216734,0.0960591133004926,True,460,0,345
knee,1002,alm_5,upper_bound_correction,0.4721549636803874,0.26065665038216734,0.0960591133004926,True,460,0,345
knee,1002,alm_5,capped_first,0.4794188861985472,0.3210425318837365,0.266575952498763,True,460,0,345
knee,1002,clipper,raw,0.4915254237288136,0.3653965443400993,0.36844636844636847,False,460,0,0
knee,1002,clipper,upper_bound_correction,0.4915254237288136,0.3657774441186532,0.3696002578981302,False,460,0,0
knee,1002,clipper,capped_first,0.48426150121065376,0.3547081197458736,0.35230084116773874,False,460,0,0
knee,1002,tralo_0.0001,raw,0.49031476997578693,0.3610129025432999,0.3609625668449198,True,460,15,0
knee,1002,tralo_0.0001,upper_bound_correction,0.49031476997578693,0.3610129025432999,0.3609625668449198,True,460,15,0
knee,1002,tralo_0.0001,capped_first,0.4830508474576271,0.3525186625059481,0.35230084116773874,True,460,15,0
knee,1002,tralo_0.0003,raw,0.48789346246973364,0.36029409909101695,0.35960763706428445,True,460,15,0
knee,1002,tralo_0.0003,upper_bound_correction,0.48789346246973364,0.36029409909101695,0.35960763706428445,True,460,15,0
knee,1002,tralo_0.0003,capped_first,0.48668280871670705,0.3655162562698611,0.38087580405739735,True,460,15,0
knee,1002,tralo_0.001,raw,0.4745762711864407,0.31635940566027054,0.23812932474349796,True,460,15,0
knee,1002,tralo_0.001,upper_bound_correction,0.4745762711864407,0.31635940566027054,0.23812932474349796,True,460,15,0
knee,1002,tralo_0.001,capped_first,0.49031476997578693,0.37651340433220226,0.4041316180108857,True,460,15,0
knee,1002,tralo_0.003,raw,0.4661016949152542,0.270073139560571,0.0957512315270936,True,460,15,0
knee,1002,tralo_0.003,upper_bound_correction,0.4661016949152542,0.270073139560571,0.0957512315270936,True,460,15,0
knee,1002,tralo_0.003,capped_first,0.48184019370460046,0.3457481118729519,0.305789213260762,True,460,15,0
knee,1002,tralo_0.01,raw,0.43946731234866826,0.24789318670424612,0.0,True,460,15,0
knee,1002,tralo_0.01,upper_bound_correction,0.43946731234866826,0.24789318670424612,0.0,True,460,15,0
knee,1002,tralo_0.01,capped_first,0.4661016949152542,0.40516163224001095,0.400791687283523,True,460,15,0
knee,1002,tralo_1e-05,raw,0.4927360774818402,0.36461044916882507,0.3704090773365184,False,460,15,0
knee,1002,tralo_1e-05,upper_bound_correction,0.49031476997578693,0.36205483598684407,0.36514392991239053,False,460,15,0
knee,1002,tralo_1e-05,capped_first,0.4830508474576271,0.3525186625059481,0.35230084116773874,False,460,15,0
knee,1002,tralo_3e-05,raw,0.49031476997578693,0.3613110693282552,0.36355366889023655,False,460,15,0
knee,1002,tralo_3e-05,upper_bound_correction,0.4891041162227603,0.3610244005963156,0.36514392991239053,False,460,15,0
knee,1002,tralo_3e-05,capped_first,0.4830508474576271,0.3525186625059481,0.35230084116773874,False,460,15,0
knee,1002,tralo_null,raw,0.4915254237288136,0.36333163260246754,0.369281045751634,False,460,0,0
knee,1002,tralo_null,upper_bound_correction,0.4891041162227603,0.36108653605380103,0.36514392991239053,False,460,0,0
knee,1002,tralo_null,capped_first,0.4830508474576271,0.3525186625059481,0.35230084116773874,False,460,0,0
knee,1003,alm_0.005,raw,0.4939467312348668,0.3560837184068159,0.37262426900584794,True,460,0,345
knee,1003,alm_0.005,upper_bound_correction,0.4939467312348668,0.3560837184068159,0.37262426900584794,True,460,0,345
knee,1003,alm_0.005,capped_first,0.4927360774818402,0.36880312570440466,0.42008906481939634,True,460,0,345
knee,1003,alm_0.015,raw,0.4915254237288136,0.3480409696322671,0.346123417721519,True,460,0,345
knee,1003,alm_0.015,upper_bound_correction,0.4915254237288136,0.3480409696322671,0.346123417721519,True,460,0,345
knee,1003,alm_0.015,capped_first,0.4939467312348668,0.37093078527887274,0.4254082137555666,True,460,0,345
knee,1003,alm_0.05,raw,0.4927360774818402,0.34952488560267175,0.3485576923076923,True,460,0,345
knee,1003,alm_0.05,upper_bound_correction,0.4927360774818402,0.34952488560267175,0.3485576923076923,True,460,0,345
knee,1003,alm_0.05,capped_first,0.4939467312348668,0.37085325865009516,0.4254082137555666,True,460,0,345
knee,1003,alm_0.15,raw,0.4915254237288136,0.34198183453055353,0.32526408450704225,True,460,0,345
knee,1003,alm_0.15,upper_bound_correction,0.4915254237288136,0.34198183453055353,0.32526408450704225,True,460,0,345
knee,1003,alm_0.15,capped_first,0.4927360774818402,0.36984677443876435,0.4254082137555666,True,460,0,345
knee,1003,alm_0.5,raw,0.49031476997578693,0.34332450423535693,0.3310751748251748,True,460,0,345
knee,1003,alm_0.5,upper_bound_correction,0.49031476997578693,0.34332450423535693,0.3310751748251748,True,460,0,345
knee,1003,alm_0.5,capped_first,0.48668280871670705,0.3551609359262856,0.3915141019297378,True,460,0,345
knee,1003,alm_1.5,raw,0.47699757869249393,0.2962044417132402,0.2153846153846154,True,460,0,345
knee,1003,alm_1.5,upper_bound_correction,0.47699757869249393,0.2962044417132402,0.2153846153846154,True,460,0,345
knee,1003,alm_1.5,capped_first,0.48668280871670705,0.3562255977795316,0.3915141019297378,True,460,0,345
knee,1003,alm_5,raw,0.4745762711864407,0.27902962018267974,0.17132772196578877,True,460,0,345
knee,1003,alm_5,upper_bound_correction,0.4745762711864407,0.27902962018267974,0.17132772196578877,True,460,0,345
knee,1003,alm_5,capped_first,0.47699757869249393,0.3192980747839365,0.3004700643245918,True,460,0,345
knee,1003,clipper,raw,0.4963680387409201,0.3615013035218906,0.3882941988950276,True,460,0,0
knee,1003,clipper,upper_bound_correction,0.4963680387409201,0.3615013035218906,0.3882941988950276,True,460,0,0
knee,1003,clipper,capped_first,0.49031476997578693,0.3661132205266839,0.4147699158832261,True,460,0,0
knee,1003,tralo_0.0001,raw,0.49515738498789347,0.3590261954025999,0.3809691011235955,True,460,15,0
knee,1003,tralo_0.0001,upper_bound_correction,0.49515738498789347,0.3590261954025999,0.3809691011235955,True,460,15,0
knee,1003,tralo_0.0001,capped_first,0.4915254237288136,0.36820489325700617,0.42008906481939634,True,460,15,0
knee,1003,tralo_0.0003,raw,0.4927360774818402,0.35198061985941287,0.3598428143712575,True,460,15,0
knee,1003,tralo_0.0003,upper_bound_correction,0.4927360774818402,0.35198061985941287,0.3598428143712575,True,460,15,0
knee,1003,tralo_0.0003,capped_first,0.4939467312348668,0.3784708499950428,0.44334487877288475,True,460,15,0
knee,1003,tralo_0.001,raw,0.4830508474576271,0.3252392100388538,0.2850378787878788,True,460,15,0
knee,1003,tralo_0.001,upper_bound_correction,0.4830508474576271,0.3252392100388538,0.2850378787878788,True,460,15,0
knee,1003,tralo_0.001,capped_first,0.4927360774818402,0.37731614331319663,0.4380257298367145,True,460,15,0
knee,1003,tralo_0.003,raw,0.463680387409201,0.23753478731378785,0.06896551724137931,True,460,15,0
knee,1003,tralo_0.003,upper_bound_correction,0.463680387409201,0.23753478731378785,0.06896551724137931,True,460,15,0
knee,1003,tralo_0.003,capped_first,0.48789346246973364,0.347289780697397,0.357619990103909,True,460,15,0
knee,1003,tralo_0.01,raw,0.45641646489104115,0.206269710343932,0.0,True,460,15,0
knee,1003,tralo_0.01,upper_bound_correction,0.45641646489104115,0.206269710343932,0.0,True,460,15,0
knee,1003,tralo_0.01,capped_first,0.4891041162227603,0.37155528638490354,0.41142998515586343,True,460,15,0
knee,1003,tralo_1e-05,raw,0.4963680387409201,0.36251575079822385,0.39408783783783785,True,460,15,0
knee,1003,tralo_1e-05,upper_bound_correction,0.4963680387409201,0.36251575079822385,0.39408783783783785,True,460,15,0
knee,1003,tralo_1e-05,capped_first,0.4915254237288136,0.36827817178256217,0.42008906481939634,True,460,15,0
knee,1003,tralo_3e-05,raw,0.4963680387409201,0.3614619183614288,0.3882941988950276,True,460,15,0
knee,1003,tralo_3e-05,upper_bound_correction,0.4963680387409201,0.3614619183614288,0.3882941988950276,True,460,15,0
knee,1003,tralo_3e-05,capped_first,0.4915254237288136,0.3671496197415193,0.4147699158832261,True,460,15,0
knee,1003,tralo_null,raw,0.4963680387409201,0.36251575079822385,0.39408783783783785,True,460,0,0
knee,1003,tralo_null,upper_bound_correction,0.4963680387409201,0.36251575079822385,0.39408783783783785,True,460,0,0
knee,1003,tralo_null,capped_first,0.4915254237288136,0.36827817178256217,0.42008906481939634,True,460,0,0
knee,1004,alm_0.005,raw,0.49031476997578693,0.3384088997238094,0.27241379310344827,True,460,0,345
knee,1004,alm_0.005,upper_bound_correction,0.49031476997578693,0.3384088997238094,0.27241379310344827,True,460,0,345
knee,1004,alm_0.005,capped_first,0.4915254237288136,0.37839926568177906,0.396833250865908,True,460,0,345
knee,1004,alm_0.015,raw,0.48184019370460046,0.3277918449629013,0.24755077658303465,True,460,0,345
knee,1004,alm_0.015,upper_bound_correction,0.48184019370460046,0.3277918449629013,0.24755077658303465,True,460,0,345
knee,1004,alm_0.015,capped_first,0.4927360774818402,0.3793748754378766,0.396833250865908,True,460,0,345
knee,1004,alm_0.05,raw,0.4782082324455206,0.3106736970414238,0.20687022900763358,True,460,0,345
knee,1004,alm_0.05,upper_bound_correction,0.4782082324455206,0.3106736970414238,0.20687022900763358,True,460,0,345
knee,1004,alm_0.05,capped_first,0.4939467312348668,0.3887923302370356,0.42008906481939634,True,460,0,345
knee,1004,alm_0.15,raw,0.47336561743341404,0.2932762798990952,0.1697407110398289,True,460,0,345
knee,1004,alm_0.15,upper_bound_correction,0.47336561743341404,0.2932762798990952,0.1697407110398289,True,460,0,345
knee,1004,alm_0.15,capped_first,0.4915254237288136,0.3697617752199812,0.3735774369124196,True,460,0,345
knee,1004,alm_0.5,raw,0.47699757869249393,0.31126999683507056,0.204679802955665,True,460,0,345
knee,1004,alm_0.5,upper_bound_correction,0.47699757869249393,0.31126999683507056,0.204679802955665,True,460,0,345
knee,1004,alm_0.5,capped_first,0.4854721549636804,0.3514803972779058,0.32174666006927266,True,460,0,345
knee,1004,alm_1.5,raw,0.46731234866828086,0.2717251667251667,0.11428571428571428,True,460,0,345
knee,1004,alm_1.5,upper_bound_correction,0.46731234866828086,0.2717251667251667,0.11428571428571428,True,460,0,345
knee,1004,alm_1.5,capped_first,0.4782082324455206,0.32708359531332676,0.2752350321622959,True,460,0,345
knee,1004,alm_5,raw,0.4661016949152542,0.26630942770373056,0.10869565217391304,True,460,0,345
knee,1004,alm_5,upper_bound_correction,0.4661016949152542,0.26630942770373056,0.10869565217391304,True,460,0,345
knee,1004,alm_5,capped_first,0.47699757869249393,0.3197714827000693,0.2699158832261257,True,460,0,345
knee,1004,clipper,raw,0.4891041162227603,0.3551742179820417,0.32903225806451614,True,460,0,0
knee,1004,clipper,upper_bound_correction,0.4891041162227603,0.3551742179820417,0.32903225806451614,True,460,0,0
knee,1004,clipper,capped_first,0.4891041162227603,0.3743580014445067,0.3915141019297378,True,460,0,0
knee,1004,tralo_0.0001,raw,0.4927360774818402,0.3684975000660326,0.35378086419753085,True,460,15,0
knee,1004,tralo_0.0001,upper_bound_correction,0.4927360774818402,0.3684975000660326,0.35378086419753085,True,460,15,0
knee,1004,tralo_0.0001,capped_first,0.4927360774818402,0.3870201627696458,0.4147699158832261,True,460,15,0
knee,1004,tralo_0.0003,raw,0.48668280871670705,0.3544981549773013,0.32291666666666663,True,460,15,0
knee,1004,tralo_0.0003,upper_bound_correction,0.48668280871670705,0.3544981549773013,0.32291666666666663,True,460,15,0
knee,1004,tralo_0.0003,capped_first,0.4939467312348668,0.39761198611024684,0.44866402770905495,True,460,15,0
knee,1004,tralo_0.001,raw,0.47578692493946734,0.31728580541205803,0.23059475806451613,True,460,15,0
knee,1004,tralo_0.001,upper_bound_correction,0.47578692493946734,0.31728580541205803,0.23059475806451613,True,460,15,0
knee,1004,tralo_0.001,capped_first,0.4939467312348668,0.3894293449823096,0.4254082137555666,True,460,15,0
knee,1004,tralo_0.003,raw,0.4600484261501211,0.2703644807875357,0.06896551724137931,True,460,15,0
knee,1004,tralo_0.003,upper_bound_correction,0.4600484261501211,0.2703644807875357,0.06896551724137931,True,460,15,0
knee,1004,tralo_0.003,capped_first,0.4854721549636804,0.3716513511287071,0.3343641761504206,True,460,15,0
knee,1004,tralo_0.01,raw,0.4552058111380145,0.24605859175134745,0.0,True,460,15,0
knee,1004,tralo_0.01,upper_bound_correction,0.4552058111380145,0.24605859175134745,0.0,True,460,15,0
knee,1004,tralo_0.01,capped_first,0.48062953995157387,0.39339347666414903,0.37221672439386444,True,460,15,0
knee,1004,tralo_1e-05,raw,0.49515738498789347,0.37334443006329415,0.3658308383233533,True,460,15,0
knee,1004,tralo_1e-05,upper_bound_correction,0.49515738498789347,0.37334443006329415,0.3658308383233533,True,460,15,0
knee,1004,tralo_1e-05,capped_first,0.4927360774818402,0.3865755121781344,0.4147699158832261,True,460,15,0
knee,1004,tralo_3e-05,raw,0.49515738498789347,0.37366845049682496,0.3670933734939759,True,460,15,0
knee,1004,tralo_3e-05,upper_bound_correction,0.49515738498789347,0.37366845049682496,0.3670933734939759,True,460,15,0
knee,1004,tralo_3e-05,capped_first,0.4927360774818402,0.3865755121781344,0.4147699158832261,True,460,15,0
knee,1004,tralo_null,raw,0.49515738498789347,0.37334443006329415,0.3658308383233533,True,460,0,0
knee,1004,tralo_null,upper_bound_correction,0.49515738498789347,0.37334443006329415,0.3658308383233533,True,460,0,0
knee,1004,tralo_null,capped_first,0.4927360774818402,0.3865755121781344,0.4147699158832261,True,460,0,0
knee,1005,alm_0.005,raw,0.4927360774818402,0.37187582223150234,0.3709739263803681,True,460,0,345
knee,1005,alm_0.005,upper_bound_correction,0.4927360774818402,0.37187582223150234,0.3709739263803681,True,460,0,345
knee,1005,alm_0.005,capped_first,0.4891041162227603,0.3838642780538707,0.4254082137555666,True,460,0,345
knee,1005,alm_0.015,raw,0.4854721549636804,0.3582712890647628,0.33868243243243246,True,460,0,345
knee,1005,alm_0.015,upper_bound_correction,0.4854721549636804,0.3582712890647628,0.33868243243243246,True,460,0,345
knee,1005,alm_0.015,capped_first,0.48789346246973364,0.3834510536341452,0.4254082137555666,True,460,0,345
knee,1005,alm_0.05,raw,0.4830508474576271,0.35479887454888104,0.3286637931034483,True,460,0,345
knee,1005,alm_0.05,upper_bound_correction,0.4830508474576271,0.35479887454888104,0.3286637931034483,True,460,0,345
knee,1005,alm_0.05,capped_first,0.4891041162227603,0.3863586393844299,0.4307273626917367,True,460,0,345
knee,1005,alm_0.15,raw,0.4854721549636804,0.3513175371495994,0.32383745286971094,True,460,0,345
knee,1005,alm_0.15,upper_bound_correction,0.4854721549636804,0.3513175371495994,0.32383745286971094,True,460,0,345
knee,1005,alm_0.15,capped_first,0.48668280871670705,0.37354601496125184,0.4021523998020782,True,460,0,345
knee,1005,alm_0.5,raw,0.48062953995157387,0.302827075356739,0.20430386310604096,True,460,0,345
knee,1005,alm_0.5,upper_bound_correction,0.48062953995157387,0.302827075356739,0.20430386310604096,True,460,0,345
knee,1005,alm_0.5,capped_first,0.4927360774818402,0.3590342305142872,0.36095992083127165,True,460,0,345
knee,1005,alm_1.5,raw,0.4782082324455206,0.29412961212878563,0.17749264902432504,True,460,0,345
knee,1005,alm_1.5,upper_bound_correction,0.4782082324455206,0.29412961212878563,0.17749264902432504,True,460,0,345
knee,1005,alm_1.5,capped_first,0.4915254237288136,0.35714064042298693,0.3503216229589312,True,460,0,345
knee,1005,alm_5,raw,0.4685230024213075,0.2610689517478065,0.11571428571428571,True,460,0,345
knee,1005,alm_5,upper_bound_correction,0.4685230024213075,0.2610689517478065,0.11571428571428571,True,460,0,345
knee,1005,alm_5,capped_first,0.48184019370460046,0.3354074656625069,0.32174666006927266,True,460,0,345
knee,1005,clipper,raw,0.49031476997578693,0.3679407077735927,0.3684210526315789,True,460,0,0
knee,1005,clipper,upper_bound_correction,0.49031476997578693,0.3679407077735927,0.3684210526315789,True,460,0,0
knee,1005,clipper,capped_first,0.48789346246973364,0.3786779100622353,0.4147699158832261,True,460,0,0
knee,1005,tralo_0.0001,raw,0.4927360774818402,0.37479191572255666,0.3784313725490196,True,460,15,0
knee,1005,tralo_0.0001,upper_bound_correction,0.4927360774818402,0.37479191572255666,0.3784313725490196,True,460,15,0
knee,1005,tralo_0.0001,capped_first,0.49031476997578693,0.3837860802548673,0.42008906481939634,True,460,15,0
knee,1005,tralo_0.0003,raw,0.48668280871670705,0.35506669432515886,0.33273056057866185,True,460,15,0
knee,1005,tralo_0.0003,upper_bound_correction,0.48668280871670705,0.35506669432515886,0.33273056057866185,True,460,15,0
knee,1005,tralo_0.0003,capped_first,0.48668280871670705,0.37039874422017094,0.3915141019297378,True,460,15,0
knee,1005,tralo_0.001,raw,0.48062953995157387,0.32406928775738625,0.24675324675324675,True,460,15,0
knee,1005,tralo_0.001,upper_bound_correction,0.48062953995157387,0.32406928775738625,0.24675324675324675,True,460,15,0
knee,1005,tralo_0.001,capped_first,0.49878934624697335,0.3886715388713638,0.42008906481939634,True,460,15,0
knee,1005,tralo_0.003,raw,0.46731234866828086,0.2621937461211551,0.07813982916798481,True,460,15,0
knee,1005,tralo_0.003,upper_bound_correction,0.46731234866828086,0.2621937461211551,0.07813982916798481,True,460,15,0
knee,1005,tralo_0.003,capped_first,0.4963680387409201,0.37694143233361993,0.3682582879762494,True,460,15,0
knee,1005,tralo_0.01,raw,0.46731234866828086,0.22092949288430597,0.0,True,460,15,0
knee,1005,tralo_0.01,upper_bound_correction,0.46731234866828086,0.22092949288430597,0.0,True,460,15,0
knee,1005,tralo_0.01,capped_first,0.4915254237288136,0.3564570665218406,0.3416625432953983,True,460,15,0
knee,1005,tralo_1e-05,raw,0.4915254237288136,0.37137000573798123,0.3730110159118727,True,460,15,0
knee,1005,tralo_1e-05,upper_bound_correction,0.4915254237288136,0.37137000573798123,0.3730110159118727,True,460,15,0
knee,1005,tralo_1e-05,capped_first,0.4891041162227603,0.38215875685088946,0.42008906481939634,True,460,15,0
knee,1005,tralo_3e-05,raw,0.4915254237288136,0.3718710323228499,0.37268847795163584,True,460,15,0
