Epoch,Train_Acc,L_CE,L_Global,L_Local,L_KL,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Class0,Hard_Class0,Soft_Class0,Limit_Class1,Hard_Class1,Soft_Class1,Limit_Class2,Hard_Class2,Soft_Class2,Limit_Class3,Hard_Class3,Soft_Class3,Limit_Class4,Hard_Class4,Soft_Class4,Limit_Class5,Hard_Class5,Soft_Class5,Limit_Class6,Hard_Class6,Soft_Class6,Limit_Class7,Hard_Class7,Soft_Class7,Limit_Class8,Hard_Class8,Soft_Class8,Limit_Class9,Hard_Class9,Soft_Class9,Group0_Hard_Class4,Group0_Soft_Class4,Group0_Limit_Class4,Group1_Hard_Class4,Group1_Soft_Class4,Group1_Limit_Class4
104,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
105,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
106,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
107,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
108,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
109,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
110,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
111,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
112,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
113,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
114,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
115,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
116,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
117,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
118,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
119,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
120,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
121,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
122,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
123,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
124,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
125,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
126,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
127,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
128,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
129,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
130,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
131,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
132,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
133,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
134,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
135,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
136,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
137,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
138,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
139,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
140,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
141,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
142,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
143,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
144,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
145,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
146,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
147,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
148,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
149,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
150,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
151,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
152,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
153,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
154,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
155,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
156,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
157,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
158,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
159,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
160,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
161,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
162,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
163,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
164,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
165,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
166,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
167,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
168,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
