sweep,experiment_path,dataset,model,cls,tight,method,seed,pretrained,data_dir,f1m,f1w,acc,ece,brier,flips,sat,sat_epoch,warmup_time,phase2_time
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/tralo/seed_2,tissuemnist,MobileNetV3,7,L80_G80,tralo,2,True,data/tissuemnist/slice_1,0.3948,0.4959,0.4996,0.3789,0.8443,65.0,1,51,0.5487,27.5461
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/danits_lp/seed_4,tissuemnist,MobileNetV3,7,L80_G80,danits_lp,4,True,data/tissuemnist/slice_1,0.3488,0.4565,0.4838,0.4223,0.9133,1.0,1,-1,0.8334,0.6777
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/danits_lp/seed_3,tissuemnist,MobileNetV3,7,L80_G80,danits_lp,3,True,data/tissuemnist/slice_1,0.3414,0.4624,0.4679,0.4115,0.9128,0.0,1,-1,0.5763,0.6722
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/danits_lp/seed_1,tissuemnist,MobileNetV3,7,L80_G80,danits_lp,1,True,data/tissuemnist/slice_1,0.3541,0.4509,0.4867,0.405,0.8891,0.0,1,-1,0.4563,0.6324
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/danits_lp/seed_2,tissuemnist,MobileNetV3,7,L80_G80,danits_lp,2,True,data/tissuemnist/slice_1,0.3955,0.4727,0.4838,0.4032,0.8881,0.0,1,-1,0.0846,0.4379
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,7,L80_G80,fioretto_ldf,4,True,data/tissuemnist/slice_1,0.3866,0.4945,0.5096,0.3945,0.8517,181.0,1,1,0.3449,16.8683
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,7,L80_G80,fioretto_ldf,3,True,data/tissuemnist/slice_1,0.3551,0.4795,0.4913,0.3995,0.8741,102.0,1,1,0.4835,16.0526
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,7,L80_G80,fioretto_ldf,1,True,data/tissuemnist/slice_1,0.3853,0.4889,0.5025,0.3723,0.837,122.0,1,1,0.3995,15.8101
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,7,L80_G80,fioretto_ldf,2,True,data/tissuemnist/slice_1,0.4063,0.5024,0.5058,0.3732,0.8363,91.0,1,1,0.4929,13.6243
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/tralo_bounded/seed_4,tissuemnist,MobileNetV3,7,L80_G80,tralo_bounded,4,True,data/tissuemnist/slice_1,0.3866,0.4945,0.5096,0.3945,0.8517,181.0,1,51,0.4642,16.6579
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/tralo_bounded/seed_3,tissuemnist,MobileNetV3,7,L80_G80,tralo_bounded,3,True,data/tissuemnist/slice_1,0.3551,0.4795,0.4913,0.3995,0.8741,102.0,1,51,0.0848,14.795
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/tralo_bounded/seed_1,tissuemnist,MobileNetV3,7,L80_G80,tralo_bounded,1,True,data/tissuemnist/slice_1,0.3853,0.4889,0.5025,0.3723,0.837,122.0,1,51,0.7003,15.4274
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/tralo_bounded/seed_2,tissuemnist,MobileNetV3,7,L80_G80,tralo_bounded,2,True,data/tissuemnist/slice_1,0.4063,0.5024,0.5058,0.3732,0.8363,91.0,1,51,0.2957,16.8853
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/heuristic/seed_4,tissuemnist,MobileNetV3,7,L80_G80,heuristic,4,True,data/tissuemnist/slice_1,0.3503,0.4575,0.4721,0.4223,0.9133,194.0,1,-1,0.5397,0.5253
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/heuristic/seed_3,tissuemnist,MobileNetV3,7,L80_G80,heuristic,3,True,data/tissuemnist/slice_1,0.3435,0.4634,0.465,0.4115,0.9128,72.0,1,-1,0.6097,0.5582
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/heuristic/seed_1,tissuemnist,MobileNetV3,7,L80_G80,heuristic,1,True,data/tissuemnist/slice_1,0.3586,0.4521,0.4788,0.405,0.8891,172.0,1,-1,0.0982,0.3946
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_7/L80_G80/heuristic/seed_2,tissuemnist,MobileNetV3,7,L80_G80,heuristic,2,True,data/tissuemnist/slice_1,0.3993,0.4745,0.4763,0.4032,0.8881,153.0,1,-1,0.093,0.3747
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/hounie_rcl/seed_4,tissuemnist,MobileNetV3,2,L20_G20,hounie_rcl,4,True,data/tissuemnist/slice_1,0.3383,0.4646,0.5129,0.4048,0.8663,7.0,1,82,0.0839,141.5242
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/hounie_rcl/seed_3,tissuemnist,MobileNetV3,2,L20_G20,hounie_rcl,3,True,data/tissuemnist/slice_1,0.326,0.4621,0.5067,0.4067,0.8714,0.0,1,114,0.2848,172.4296
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/hounie_rcl/seed_1,tissuemnist,MobileNetV3,2,L20_G20,hounie_rcl,1,True,data/tissuemnist/slice_1,0.3513,0.4685,0.5146,0.3852,0.8494,3.0,1,83,0.0743,161.8097
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/hounie_rcl/seed_2,tissuemnist,MobileNetV3,2,L20_G20,hounie_rcl,2,True,data/tissuemnist/slice_1,0.3625,0.47,0.4963,0.4093,0.885,4.0,1,114,0.4193,215.6892
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/tralo/seed_4,tissuemnist,MobileNetV3,2,L20_G20,tralo,4,True,data/tissuemnist/slice_1,0.3389,0.4671,0.5154,0.4025,0.8607,6.0,1,84,0.2007,84.9437
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/tralo/seed_3,tissuemnist,MobileNetV3,2,L20_G20,tralo,3,True,data/tissuemnist/slice_1,0.3213,0.4605,0.5092,0.4058,0.8734,2.0,1,92,0.2832,87.9763
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/tralo/seed_1,tissuemnist,MobileNetV3,2,L20_G20,tralo,1,True,data/tissuemnist/slice_1,0.3496,0.4678,0.5138,0.3847,0.8484,2.0,1,67,0.0807,48.7515
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/tralo/seed_2,tissuemnist,MobileNetV3,2,L20_G20,tralo,2,True,data/tissuemnist/slice_1,0.3579,0.4632,0.4929,0.4152,0.894,6.0,1,79,0.4878,94.2402
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/danits_lp/seed_4,tissuemnist,MobileNetV3,2,L20_G20,danits_lp,4,True,data/tissuemnist/slice_1,0.3613,0.4685,0.4992,0.4223,0.9133,284.0,0,-1,0.076,0.3836
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/danits_lp/seed_3,tissuemnist,MobileNetV3,2,L20_G20,danits_lp,3,True,data/tissuemnist/slice_1,0.339,0.468,0.4783,0.4115,0.9128,277.0,0,-1,0.4644,0.6256
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/danits_lp/seed_1,tissuemnist,MobileNetV3,2,L20_G20,danits_lp,1,True,data/tissuemnist/slice_1,0.3396,0.4488,0.4896,0.405,0.8891,129.0,0,-1,0.4882,0.5876
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/danits_lp/seed_2,tissuemnist,MobileNetV3,2,L20_G20,danits_lp,2,True,data/tissuemnist/slice_1,0.37,0.466,0.4804,0.4032,0.8881,63.0,0,-1,0.0917,0.4633
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,2,L20_G20,fioretto_ldf,4,True,data/tissuemnist/slice_1,0.339,0.4643,0.5129,0.4057,0.8645,6.0,1,23,0.5124,46.5302
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,2,L20_G20,fioretto_ldf,3,True,data/tissuemnist/slice_1,0.324,0.4582,0.505,0.4108,0.8746,5.0,1,26,0.2276,36.1294
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,2,L20_G20,fioretto_ldf,1,True,data/tissuemnist/slice_1,0.3523,0.4689,0.515,0.3848,0.8483,1.0,1,16,0.5677,43.4303
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,2,L20_G20,fioretto_ldf,2,True,data/tissuemnist/slice_1,0.3622,0.4692,0.4954,0.41,0.8835,4.0,1,26,0.6383,55.1668
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/tralo_bounded/seed_4,tissuemnist,MobileNetV3,2,L20_G20,tralo_bounded,4,True,data/tissuemnist/slice_1,0.3419,0.4696,0.5162,0.3981,0.8572,5.0,1,84,0.4474,94.1755
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/tralo_bounded/seed_3,tissuemnist,MobileNetV3,2,L20_G20,tralo_bounded,3,True,data/tissuemnist/slice_1,0.3194,0.4553,0.5038,0.4118,0.876,7.0,1,92,0.7871,97.4483
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/tralo_bounded/seed_1,tissuemnist,MobileNetV3,2,L20_G20,tralo_bounded,1,True,data/tissuemnist/slice_1,0.3503,0.4682,0.5138,0.3852,0.8504,1.0,1,67,0.1067,45.1259
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/tralo_bounded/seed_2,tissuemnist,MobileNetV3,2,L20_G20,tralo_bounded,2,True,data/tissuemnist/slice_1,0.3605,0.4655,0.4917,0.4147,0.8933,4.0,1,79,0.6661,75.0424
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/heuristic/seed_4,tissuemnist,MobileNetV3,2,L20_G20,heuristic,4,True,data/tissuemnist/slice_1,0.3618,0.4688,0.4996,0.4223,0.9133,284.0,0,-1,0.6275,0.4557
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/heuristic/seed_3,tissuemnist,MobileNetV3,2,L20_G20,heuristic,3,True,data/tissuemnist/slice_1,0.339,0.468,0.4783,0.4115,0.9128,277.0,0,-1,0.5694,0.4856
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/heuristic/seed_1,tissuemnist,MobileNetV3,2,L20_G20,heuristic,1,True,data/tissuemnist/slice_1,0.3397,0.4488,0.4896,0.405,0.8891,129.0,0,-1,0.5525,0.5277
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L20_G20/heuristic/seed_2,tissuemnist,MobileNetV3,2,L20_G20,heuristic,2,True,data/tissuemnist/slice_1,0.37,0.466,0.4804,0.4032,0.8881,63.0,0,-1,0.0873,0.4625
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/hounie_rcl/seed_4,tissuemnist,MobileNetV3,2,L70_G70,hounie_rcl,4,True,data/tissuemnist/slice_1,0.3703,0.4774,0.5179,0.3903,0.8461,0.0,1,66,0.5158,103.2782
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/hounie_rcl/seed_3,tissuemnist,MobileNetV3,2,L70_G70,hounie_rcl,3,True,data/tissuemnist/slice_1,0.3531,0.4779,0.5138,0.3991,0.8595,0.0,1,82,0.0686,142.8919
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/hounie_rcl/seed_1,tissuemnist,MobileNetV3,2,L70_G70,hounie_rcl,1,True,data/tissuemnist/slice_1,0.3758,0.4819,0.515,0.3719,0.8357,0.0,1,54,0.4888,89.6921
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/hounie_rcl/seed_2,tissuemnist,MobileNetV3,2,L70_G70,hounie_rcl,2,True,data/tissuemnist/slice_1,0.3865,0.4902,0.5092,0.3817,0.8431,0.0,1,69,0.4613,98.4346
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/tralo/seed_4,tissuemnist,MobileNetV3,2,L70_G70,tralo,4,True,data/tissuemnist/slice_1,0.3786,0.4836,0.5196,0.3851,0.8362,0.0,1,67,0.8963,81.793
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/tralo/seed_3,tissuemnist,MobileNetV3,2,L70_G70,tralo,3,True,data/tissuemnist/slice_1,0.3713,0.4888,0.5229,0.3879,0.849,0.0,1,71,0.0632,86.0771
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/tralo/seed_1,tissuemnist,MobileNetV3,2,L70_G70,tralo,1,True,data/tissuemnist/slice_1,0.3693,0.4799,0.5096,0.3765,0.8373,0.0,1,60,0.584,69.7406
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/tralo/seed_2,tissuemnist,MobileNetV3,2,L70_G70,tralo,2,True,data/tissuemnist/slice_1,0.3881,0.4838,0.5021,0.3912,0.8514,0.0,1,66,0.5316,56.3502
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/danits_lp/seed_4,tissuemnist,MobileNetV3,2,L70_G70,danits_lp,4,True,data/tissuemnist/slice_1,0.3786,0.4728,0.5008,0.4223,0.9133,242.0,0,-1,0.0603,0.3757
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/danits_lp/seed_3,tissuemnist,MobileNetV3,2,L70_G70,danits_lp,3,True,data/tissuemnist/slice_1,0.348,0.4687,0.4763,0.4115,0.9128,235.0,0,-1,0.4417,0.577
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/danits_lp/seed_1,tissuemnist,MobileNetV3,2,L70_G70,danits_lp,1,True,data/tissuemnist/slice_1,0.361,0.4547,0.4921,0.405,0.8891,87.0,0,-1,0.4588,0.5768
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/danits_lp/seed_2,tissuemnist,MobileNetV3,2,L70_G70,danits_lp,2,True,data/tissuemnist/slice_1,0.3986,0.4742,0.4854,0.4032,0.8881,21.0,0,-1,0.379,0.5503
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,2,L70_G70,fioretto_ldf,4,True,data/tissuemnist/slice_1,0.372,0.4794,0.5196,0.3891,0.8447,0.0,1,17,0.4611,35.5099
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,2,L70_G70,fioretto_ldf,3,True,data/tissuemnist/slice_1,0.3633,0.4831,0.5167,0.3963,0.8552,2.0,0,-1,0.0615,132.4531
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,2,L70_G70,fioretto_ldf,1,True,data/tissuemnist/slice_1,0.3738,0.4806,0.5146,0.3745,0.8362,0.0,1,9,0.5036,27.0708
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,2,L70_G70,fioretto_ldf,2,True,data/tissuemnist/slice_1,0.3871,0.4897,0.5088,0.3819,0.8427,0.0,1,16,0.4074,35.7664
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/tralo_bounded/seed_4,tissuemnist,MobileNetV3,2,L70_G70,tralo_bounded,4,True,data/tissuemnist/slice_1,0.3731,0.4806,0.52,0.3885,0.8422,0.0,1,67,0.1074,35.7619
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/tralo_bounded/seed_3,tissuemnist,MobileNetV3,2,L70_G70,tralo_bounded,3,True,data/tissuemnist/slice_1,0.3625,0.4831,0.5171,0.3956,0.8549,2.0,0,-1,0.2607,96.5153
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/tralo_bounded/seed_1,tissuemnist,MobileNetV3,2,L70_G70,tralo_bounded,1,True,data/tissuemnist/slice_1,0.3718,0.4779,0.5121,0.377,0.8366,0.0,1,60,0.1517,22.9356
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/tralo_bounded/seed_2,tissuemnist,MobileNetV3,2,L70_G70,tralo_bounded,2,True,data/tissuemnist/slice_1,0.385,0.4879,0.5067,0.3846,0.8465,0.0,1,66,0.1444,26.1241
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/heuristic/seed_4,tissuemnist,MobileNetV3,2,L70_G70,heuristic,4,True,data/tissuemnist/slice_1,0.3803,0.4733,0.5012,0.4223,0.9133,242.0,0,-1,0.157,0.582
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/heuristic/seed_3,tissuemnist,MobileNetV3,2,L70_G70,heuristic,3,True,data/tissuemnist/slice_1,0.348,0.4687,0.4763,0.4115,0.9128,235.0,0,-1,0.9061,0.711
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/heuristic/seed_1,tissuemnist,MobileNetV3,2,L70_G70,heuristic,1,True,data/tissuemnist/slice_1,0.361,0.4547,0.4921,0.405,0.8891,87.0,0,-1,0.7063,0.757
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L70_G70/heuristic/seed_2,tissuemnist,MobileNetV3,2,L70_G70,heuristic,2,True,data/tissuemnist/slice_1,0.3986,0.4743,0.4854,0.4032,0.8881,21.0,0,-1,0.1431,0.6104
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/hounie_rcl/seed_4,tissuemnist,MobileNetV3,2,L30_G30,hounie_rcl,4,True,data/tissuemnist/slice_1,0.3496,0.4699,0.5158,0.3998,0.8609,9.0,1,78,0.4479,124.3052
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/hounie_rcl/seed_3,tissuemnist,MobileNetV3,2,L30_G30,hounie_rcl,3,True,data/tissuemnist/slice_1,0.3329,0.4655,0.5083,0.4056,0.8703,7.0,1,112,0.5943,187.0382
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/hounie_rcl/seed_1,tissuemnist,MobileNetV3,2,L30_G30,hounie_rcl,1,True,data/tissuemnist/slice_1,0.3587,0.4727,0.5162,0.3821,0.8454,7.0,1,79,0.0927,139.7437
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/hounie_rcl/seed_2,tissuemnist,MobileNetV3,2,L30_G30,hounie_rcl,2,True,data/tissuemnist/slice_1,0.3732,0.4754,0.4996,0.3998,0.8669,4.0,1,95,0.6885,165.6353
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/tralo/seed_4,tissuemnist,MobileNetV3,2,L30_G30,tralo,4,True,data/tissuemnist/slice_1,0.3595,0.4778,0.5225,0.3919,0.8527,3.0,1,75,0.087,57.332
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/tralo/seed_3,tissuemnist,MobileNetV3,2,L30_G30,tralo,3,True,data/tissuemnist/slice_1,0.3335,0.4658,0.5112,0.4041,0.8692,10.0,1,84,0.5937,77.0752
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/tralo/seed_1,tissuemnist,MobileNetV3,2,L30_G30,tralo,1,True,data/tissuemnist/slice_1,0.3586,0.473,0.5158,0.3789,0.8426,1.0,1,65,0.6101,88.7578
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/tralo/seed_2,tissuemnist,MobileNetV3,2,L30_G30,tralo,2,True,data/tissuemnist/slice_1,0.3681,0.4753,0.5033,0.3996,0.8682,5.0,1,72,0.1957,49.8905
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/danits_lp/seed_4,tissuemnist,MobileNetV3,2,L30_G30,danits_lp,4,True,data/tissuemnist/slice_1,0.3647,0.4695,0.4996,0.4223,0.9133,276.0,0,-1,0.2128,0.6046
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/danits_lp/seed_3,tissuemnist,MobileNetV3,2,L30_G30,danits_lp,3,True,data/tissuemnist/slice_1,0.3408,0.468,0.4775,0.4115,0.9128,269.0,0,-1,0.5885,0.6601
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/danits_lp/seed_1,tissuemnist,MobileNetV3,2,L30_G30,danits_lp,1,True,data/tissuemnist/slice_1,0.3445,0.4499,0.4896,0.405,0.8891,121.0,0,-1,0.9171,0.6981
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/danits_lp/seed_2,tissuemnist,MobileNetV3,2,L30_G30,danits_lp,2,True,data/tissuemnist/slice_1,0.3765,0.4682,0.4817,0.4032,0.8881,55.0,0,-1,0.6545,0.6673
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,2,L30_G30,fioretto_ldf,4,True,data/tissuemnist/slice_1,0.3511,0.4697,0.515,0.4004,0.858,7.0,1,22,0.7073,47.5288
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,2,L30_G30,fioretto_ldf,3,True,data/tissuemnist/slice_1,0.3307,0.4626,0.5062,0.4078,0.8711,9.0,1,25,0.7137,55.0142
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,2,L30_G30,fioretto_ldf,1,True,data/tissuemnist/slice_1,0.3579,0.4719,0.5158,0.3816,0.8452,8.0,1,15,0.8981,42.22
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,2,L30_G30,fioretto_ldf,2,True,data/tissuemnist/slice_1,0.3722,0.4718,0.4963,0.4064,0.8718,6.0,1,23,0.4888,50.8677
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/tralo_bounded/seed_4,tissuemnist,MobileNetV3,2,L30_G30,tralo_bounded,4,True,data/tissuemnist/slice_1,0.3516,0.4731,0.5179,0.3969,0.8562,6.0,1,75,0.5448,60.0311
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/tralo_bounded/seed_3,tissuemnist,MobileNetV3,2,L30_G30,tralo_bounded,3,True,data/tissuemnist/slice_1,0.3303,0.4611,0.5067,0.4094,0.8717,11.0,1,84,0.0846,73.715
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/tralo_bounded/seed_1,tissuemnist,MobileNetV3,2,L30_G30,tralo_bounded,1,True,data/tissuemnist/slice_1,0.3579,0.4717,0.515,0.3832,0.8467,5.0,1,65,0.0995,36.6408
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/tralo_bounded/seed_2,tissuemnist,MobileNetV3,2,L30_G30,tralo_bounded,2,True,data/tissuemnist/slice_1,0.3679,0.4733,0.5008,0.4014,0.8713,7.0,1,72,0.4268,53.3353
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/heuristic/seed_4,tissuemnist,MobileNetV3,2,L30_G30,heuristic,4,True,data/tissuemnist/slice_1,0.3647,0.4695,0.4996,0.4223,0.9133,276.0,0,-1,0.3337,0.5534
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/heuristic/seed_3,tissuemnist,MobileNetV3,2,L30_G30,heuristic,3,True,data/tissuemnist/slice_1,0.3414,0.4685,0.4779,0.4115,0.9128,269.0,0,-1,0.6108,0.581
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/heuristic/seed_1,tissuemnist,MobileNetV3,2,L30_G30,heuristic,1,True,data/tissuemnist/slice_1,0.3423,0.4493,0.4892,0.405,0.8891,121.0,0,-1,0.3018,0.5325
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L30_G30/heuristic/seed_2,tissuemnist,MobileNetV3,2,L30_G30,heuristic,2,True,data/tissuemnist/slice_1,0.3742,0.4675,0.4813,0.4032,0.8881,55.0,0,-1,0.1586,0.5514
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L50_G50/hounie_rcl/seed_4,tissuemnist,MobileNetV3,2,L50_G50,hounie_rcl,4,True,data/tissuemnist/slice_1,0.3689,0.4771,0.5192,0.3916,0.8504,0.0,1,69,0.6888,115.4776
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L50_G50/hounie_rcl/seed_3,tissuemnist,MobileNetV3,2,L50_G50,hounie_rcl,3,True,data/tissuemnist/slice_1,0.3428,0.4716,0.51,0.4043,0.8642,0.0,1,88,0.7247,163.971
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L50_G50/hounie_rcl/seed_1,tissuemnist,MobileNetV3,2,L50_G50,hounie_rcl,1,True,data/tissuemnist/slice_1,0.3623,0.4737,0.5125,0.3807,0.8393,0.0,1,69,0.7001,147.7855
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L50_G50/hounie_rcl/seed_2,tissuemnist,MobileNetV3,2,L50_G50,hounie_rcl,2,True,data/tissuemnist/slice_1,0.3769,0.4808,0.5029,0.3921,0.8555,0.0,1,85,0.6489,174.3052
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L50_G50/tralo/seed_4,tissuemnist,MobileNetV3,2,L50_G50,tralo,4,True,data/tissuemnist/slice_1,0.3746,0.4838,0.5221,0.386,0.8435,0.0,1,71,0.7861,88.2685
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L50_G50/tralo/seed_3,tissuemnist,MobileNetV3,2,L50_G50,tralo,3,True,data/tissuemnist/slice_1,0.3459,0.4765,0.5188,0.3932,0.8572,0.0,1,75,0.0662,94.4794
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L50_G50/tralo/seed_1,tissuemnist,MobileNetV3,2,L50_G50,tralo,1,True,data/tissuemnist/slice_1,0.3662,0.4767,0.5146,0.3795,0.8384,0.0,1,63,0.9149,71.2392
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L50_G50/tralo/seed_2,tissuemnist,MobileNetV3,2,L50_G50,tralo,2,True,data/tissuemnist/slice_1,0.3775,0.4779,0.4958,0.3984,0.8668,0.0,1,69,0.1142,75.3924
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_2/L50_G50/danits_lp/seed_4,tissuemnist,MobileNetV3,2,L50_G50,danits_lp,4,True,data/tissuemnist/slice_1,0.3728,0.4714,0.5004,0.4223,0.9133,259.0,0,-1,0.3166,0.6449
