alpha_kl,d_acc,d_f1c,d_f1u,d_flips,d_macro,d_pre_c,d_rec_c,data_dir,dataset,ds_cls_prev,ds_imbalance,ds_n_classes,ds_n_test,ds_n_train,lr,model,model_params,n_classes,ph_acc,ph_brier,ph_conf_gap,ph_ece,ph_f1c,ph_f1u,ph_f1u_std,ph_macro,ph_mean_entropy,ph_pct_high,ph_pre_c,ph_rec_c,ph_sup_c,ph_warmup_train_acc,pretrained,rho_target,sweep,tight,tight_pct,tr_flips,tr_macro,tr_sat_epoch,warmup_eps
0.0,0.0020999999999999908,0.01949999999999999,0.0016428571428571126,-250.0,0.0039000000000000146,0.058800000000000074,0.011700000000000002,data/tissuemnist_sigma10/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.5071,0.9051,0.051,0.4302,0.1854,0.3888857142857143,0.177575331528191,0.3634,0.084,0.8654,0.5588,0.1111,171.0,,True,100.0,contamination_tissuemnist,L20_G20,20,4.0,0.3673,75,50
0.0,0.03589999999999999,0.0,0.035114285714285765,-89.0,0.030700000000000005,0.0,0.0,data/tissuemnist_sigma10/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4512,0.9535,0.0696,0.4424,0.1268,0.3639571428571428,0.15658504633167844,0.3343,0.1346,0.7804,0.3824,0.076,171.0,,True,100.0,contamination_tissuemnist,L20_G20,20,4.0,0.365,93,50
0.0,0.00869999999999993,0.041200000000000014,0.01015714285714292,-164.0,0.013999999999999957,0.04999999999999999,0.03510000000000002,data/tissuemnist_sigma10/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.5067,0.9051,0.051,0.4302,0.3024,0.38449999999999995,0.17673538735311933,0.3743,0.084,0.8654,0.3667,0.2573,171.0,,True,100.0,contamination_tissuemnist,L70_G70,70,4.0,0.3883,64,50
0.0,0.0484,0.06190000000000001,0.03514285714285709,-2.0,0.03849999999999998,0.07500000000000001,0.0527,data/tissuemnist_sigma10/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4512,0.9535,0.0696,0.4424,0.2474,0.36272857142857146,0.1555162069118357,0.3483,0.1346,0.7804,0.3,0.2105,171.0,,True,100.0,contamination_tissuemnist,L70_G70,70,5.0,0.3868,75,50
0.0,0.0036999999999999256,0.04510000000000003,0.004100000000000048,-234.0,0.009200000000000041,0.09800000000000003,0.029200000000000004,data/tissuemnist_sigma10/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.5067,0.9051,0.051,0.4302,0.2072,0.38818571428571425,0.17709899111248834,0.3656,0.084,0.8654,0.451,0.1345,171.0,,True,100.0,contamination_tissuemnist,L30_G30,30,3.0,0.3748,71,50
0.0,0.03589999999999999,0.017999999999999988,0.0265999999999999,-75.0,0.02560000000000001,0.0393,0.011700000000000002,data/tissuemnist_sigma10/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4512,0.9535,0.0696,0.4424,0.1622,0.36237142857142857,0.1579318814668953,0.3373,0.1346,0.7804,0.3529,0.1053,171.0,,True,100.0,contamination_tissuemnist,L30_G30,30,1.0,0.3629,88,50
0.0,-0.0041999999999999815,0.007799999999999974,-0.001957142857142935,-196.0,-0.0008000000000000229,0.0116,0.005899999999999989,data/tissuemnist_sigma10/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.51,0.9051,0.051,0.4302,0.2957,0.3891428571428572,0.17738116228814682,0.3775,0.084,0.8654,0.4419,0.2222,171.0,,True,100.0,contamination_tissuemnist,L50_G50,50,6.0,0.3767,68,50
0.0,0.04420000000000002,0.023400000000000004,0.03302857142857146,-41.0,0.031799999999999995,0.0348,0.017500000000000016,data/tissuemnist_sigma10/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4533,0.9535,0.0696,0.4424,0.2412,0.3636857142857143,0.15660163681475753,0.3484,0.1346,0.7804,0.3605,0.1813,171.0,,True,100.0,contamination_tissuemnist,L50_G50,50,0.0,0.3802,81,50
0.0,0.060399999999999954,-0.03900000000000001,0.016000000000000014,-113.0,0.009099999999999997,-0.11759999999999993,-0.023400000000000004,data/tissuemnist_sigma30/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.3904,1.0678,0.0501,0.5,0.1951,0.34648571428571423,0.12231559214438956,0.3276,0.1276,0.7846,0.5882,0.117,171.0,,True,100.0,contamination_tissuemnist,L20_G20,20,3.0,0.3367,69,50
0.0,0.013800000000000034,0.009700000000000014,0.0026428571428572245,-58.0,0.003599999999999992,0.02939999999999998,0.0058,data/tissuemnist_sigma30/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4533,0.9587,0.063,0.4512,0.1366,0.36147142857142855,0.15397124698449116,0.3333,0.1133,0.8146,0.4118,0.0819,171.0,,True,100.0,contamination_tissuemnist,L20_G20,20,3.0,0.3369,69,50
